id,pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12
NKMES8pCyi,3,4,1,3,3,4,3,4,3,3,3,3,4,3,4,3,3,4,4,3,3,4,2,4,4,4,4,4,3,2,3,4,2,2,2,3,3,2,1,3,1,5,3,3,3,2,4,4,2,3,2,4,3,2,2,3,4,3,1,3,3,3,2,3,4
NMYlrLUEZ1,4,4,4,5,3,5,5,4,2,3,3,2,3,4,3,3,3,3,3,3,5,5,5,5,5,3,2,2,5,2,3,3,3,4,0,0,3,2,3,1,5,3,3,2,1,2,4,2,3,1,5,2,2,4,4,4,3,4,5,1,4,4,2,4,4
nNCmili2x1,2,3,2,5,3,4,2,3,1,3,0,1,1,4,1,1,0,3,1,3,3,2,2,3,1,4,2,1,3,0,3,2,3,3,1,1,3,2,3,3,3,4,2,1,0,2,3,4,4,2,2,2,2,3,3,4,3,3,3,3,3,3,4,3,3
nnLZv3c0RC,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,4,2,1,0,1,1,0,3,2,1,1,1,2,2,3,3,2,3,1,2,4,1,3,2,1,1,3,4,1,3,4,2,2,3,1,2,4,3,1,3,1,1,3
nqida8kDsb,3,3,2,2,3,3,3,4,3,3,4,4,2,3,2,4,2,3,4,3,3,4,2,3,3,3,3,4,3,2,3,4,3,2,4,3,4,3,2,1,2,3,4,3,4,2,4,4,3,3,2,3,2,3,3,4,4,3,2,4,4,4,4,4,3
Nsf7SZQiKn,2,2,2,2,0,1,1,3,2,1,2,3,2,4,3,3,1,4,2,3,4,3,4,3,4,3,3,3,2,1,1,4,1,1,1,0,1,1,2,1,1,2,1,0,0,1,4,0,0,1,4,1,0,3,2,3,2,1,1,1,3,0,1,1,3
ntIarc7F8T,1,2,4,3,1,2,1,2,2,2,1,2,1,1,2,2,3,2,2,1,3,2,3,1,2,2,1,1,2,3,1,3,1,4,1,2,2,1,3,2,2,2,2,3,4,2,4,2,2,1,4,3,4,1,1,1,2,1,3,1,1,2,1,2,2
NtmrPyf6Rj,2,2,2,2,1,2,2,2,3,2,0,2,3,4,1,1,2,2,1,1,3,3,3,3,3,3,3,4,4,3,2,2,1,2,0,1,2,1,3,2,2,3,2,1,0,2,2,0,2,3,1,0,1,2,1,3,1,2,1,1,3,1,1,1,2
NXV8LYthfP,3,2,2,2,2,4,4,3,4,4,2,3,4,4,3,2,2,3,3,2,4,4,5,4,4,4,4,4,3,3,2,4,1,0,0,0,1,4,4,2,2,1,3,2,1,2,5,2,3,4,4,3,3,3,3,4,3,3,2,3,4,2,2,3,4
nZ5b34k2BP,3,2,3,3,1,2,1,2,1,2,2,1,3,2,1,2,4,3,1,2,2,1,3,2,3,2,2,1,2,4,2,2,2,4,1,2,2,2,4,2,3,2,1,1,2,3,2,2,3,2,3,2,3,2,2,4,4,2,2,3,3,3,3,2,3
O0MyEBNc56,3,2,3,2,3,3,1,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,0,3,2,3,3,1,2,3,3,1,4,4,3,2,1,0,2,3,3,3,3,3,2,3,4,2,2,3,3,3,3,3,2,3,2,3
o5RKs3mdpU,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,4,3,3,2,3,3,2,2,3,3,2,2,2,1,2,2,1,2,2,3,2,0,2,2,3,2,3,3,4,2,1,3,4,4,3,1,2,2,2,3,1,2,4
O5WxWHRFOy,4,4,4,4,3,5,3,4,3,3,3,3,4,3,2,3,1,3,3,4,5,5,4,4,4,5,2,4,5,2,3,2,1,1,1,2,2,3,4,1,1,1,2,3,1,2,4,3,4,1,4,3,4,4,4,4,4,4,4,3,4,1,4,4,4
oAt4Wh6uC8,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,1,4,2,2,1,1,1,2,1,1,1
ODGVYkHeZs,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,1,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3
OhKU30XCaG,4,2,2,1,3,1,2,5,3,5,3,3,4,3,5,3,1,2,2,3,4,5,5,1,4,5,3,3,5,2,4,3,3,4,2,2,3,4,1,0,2,4,3,1,2,1,5,1,1,3,3,4,0,2,2,5,2,2,1,2,2,0,2,2,3
OjQQtcK5Bl,4,4,5,3,5,5,5,4,1,0,5,4,3,5,2,4,0,0,3,0,5,5,5,5,5,5,0,5,5,5,5,2,4,3,0,4,5,4,5,5,5,5,2,2,0,0,5,3,5,2,5,3,5,4,0,5,4,4,2,0,4,4,4,4,3
oLp0C6375F,3,1,3,3,1,5,3,3,3,4,3,1,4,3,3,2,2,1,1,2,4,4,4,3,4,3,4,3,3,4,2,1,4,4,1,0,4,3,3,3,3,4,3,4,2,2,4,2,3,3,4,1,3,1,2,3,2,1,1,0,2,1,1,1,1
op3H2zRrG1,3,2,4,4,3,2,2,3,3,1,2,3,3,4,2,2,1,1,1,2,4,4,4,4,3,2,1,3,3,1,3,3,4,3,0,1,3,2,5,3,4,3,1,1,3,1,5,3,2,2,5,3,2,4,2,1,3,2,2,1,2,3,2,1,3
osMD9biQDC,4,3,4,1,3,4,4,4,3,3,3,3,3,5,4,3,2,2,2,3,5,3,3,3,3,3,3,5,4,3,5,4,0,2,2,1,2,1,2,0,0,1,4,4,3,1,4,4,4,4,3,4,1,3,3,3,4,3,1,4,3,4,3,4,4
osqQVLURO8,3,3,4,4,3,3,3,3,3,4,3,3,3,4,3,3,2,1,3,3,3,4,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,4,3,3,3,3,1,4,3,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,4,4
OTgHG3A20R,2,3,3,3,2,3,3,4,2,3,1,2,2,3,1,3,1,2,1,2,4,5,5,4,4,3,4,2,4,4,2,2,3,4,1,1,3,3,3,3,4,5,1,2,2,1,5,2,2,3,5,3,3,1,1,3,0,2,1,0,3,0,1,2,3
OUgnPYlwLz,4,3,4,4,3,4,1,3,3,2,4,3,4,4,3,4,0,2,1,4,4,3,4,4,4,3,2,3,3,1,2,4,2,1,1,2,2,3,3,1,1,1,1,1,3,1,4,3,3,2,4,3,3,3,3,4,3,3,3,3,3,2,2,4,3
OWwLUhx97m,3,3,2,4,3,4,3,3,3,4,2,1,3,3,1,1,1,0,0,1,5,4,5,3,3,4,4,4,4,2,5,5,4,2,0,0,4,3,4,3,3,3,3,1,2,2,5,3,3,3,5,3,4,4,4,4,4,4,4,4,4,4,4,5,4
oyRYIh2w3C,4,5,1,1,1,5,3,4,4,3,3,5,5,5,4,5,0,0,4,5,5,4,1,5,3,4,5,4,5,1,1,4,3,1,4,4,3,2,0,2,2,1,4,3,4,1,1,2,4,3,2,1,2,4,5,5,5,5,4,4,5,4,5,4,5
P1qSqSVgh6,3,3,3,3,3,4,3,4,3,3,4,3,4,5,3,4,1,1,3,4,5,5,5,4,3,5,3,4,5,2,3,4,3,3,2,3,3,4,3,3,4,3,3,3,3,1,5,3,4,5,5,3,4,4,5,4,4,5,4,4,5,4,4,5,4
P1xXgkh0YS,4,5,4,3,5,5,4,4,4,5,3,4,5,5,2,5,1,2,2,4,5,5,4,4,2,5,5,5,5,1,5,5,4,4,2,3,4,5,4,4,5,3,4,5,5,1,5,5,4,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5
p2aHDlGHY3,0,2,3,3,2,1,2,2,3,2,3,2,2,2,3,3,5,1,2,2,0,2,2,2,0,0,0,3,1,3,0,0,0,5,2,2,0,3,4,5,3,0,0,1,0,3,0,0,0,0,5,0,5,0,2,2,2,0,3,0,0,0,2,0,0
p2pM8bQTtq,2,4,4,4,2,3,3,3,3,1,1,2,1,3,1,1,2,3,1,2,4,3,5,3,3,4,3,3,3,2,1,2,3,4,0,0,3,1,3,2,2,2,3,1,1,2,3,2,3,2,4,3,3,2,1,3,1,3,1,2,3,1,2,3,3
p6kinCGYar,1,1,3,2,0,1,2,2,2,2,1,0,3,3,0,1,2,3,1,1,4,5,3,2,3,3,3,4,4,3,3,3,0,2,0,0,0,0,2,1,0,1,2,1,0,2,2,1,1,2,2,2,2,2,0,4,2,3,3,0,3,0,0,3,2
P9Ayn8Uhrm,3,3,4,3,2,0,4,3,3,3,2,3,4,4,4,3,0,2,3,2,5,4,5,5,2,3,5,2,4,0,4,5,3,1,2,1,3,2,2,3,3,3,0,0,2,2,4,2,3,3,5,3,2,2,0,0,2,0,0,1,3,0,0,1,2
pbEi4w1Tdk,3,3,3,3,2,3,3,3,3,4,3,2,2,3,2,2,0,2,2,2,5,5,5,4,4,3,3,2,3,2,3,4,3,3,0,1,2,2,2,3,3,3,2,0,2,2,4,1,3,3,4,2,1,3,2,2,2,3,0,1,3,1,1,2,2
pmlugbL9py,3,3,3,4,2,3,3,4,2,1,2,2,3,3,2,2,2,2,1,2,4,4,5,3,3,3,3,2,3,3,3,3,4,4,1,1,4,3,4,4,4,2,2,2,1,1,4,1,3,3,4,2,2,3,1,1,1,1,1,1,4,4,0,3,5
PNcNdedT1h,3,3,3,3,1,4,2,3,4,3,3,2,3,3,3,3,3,2,3,2,4,3,4,4,2,4,3,4,3,3,4,3,3,3,1,2,3,2,3,2,3,2,4,2,3,2,4,2,3,3,3,2,2,3,3,2,3,3,1,3,3,3,2,3,3
prkNbsJS99,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,1,3,4,3,2,3,3,3,3,3,3,2,3,3,2,3,0,0,3,3,1,3,3,4,2,1,2,2,3,3,2,2,2,3,2,2,1,1,2,1,2,2,2,2,2,2,2
pRPqAwQVda,3,2,2,3,2,4,4,3,3,3,3,3,2,4,2,3,3,3,3,3,2,2,2,4,2,4,2,2,2,2,3,3,2,1,2,2,3,3,2,2,2,2,3,2,3,3,4,3,2,1,4,3,1,3,3,4,3,5,1,3,3,3,2,2,2
PTIPJMjK9l,5,5,5,5,3,1,3,3,3,3,0,2,3,4,3,3,0,0,2,0,5,5,5,5,3,4,3,5,5,1,4,4,5,3,2,1,3,4,2,3,5,5,3,4,4,2,5,4,4,4,5,4,3,0,0,4,0,0,0,0,0,0,0,0,3
pTqS3P95Fs,3,2,4,3,1,3,3,4,3,3,3,4,4,4,2,3,1,1,3,2,5,4,4,4,4,3,4,4,3,4,1,4,1,1,1,1,2,4,4,1,1,2,2,2,2,1,4,1,3,3,4,1,1,4,3,4,3,3,3,3,3,1,3,4,4
PuyBWPPz4e,4,3,4,4,3,3,3,3,4,4,3,3,4,5,3,3,2,4,3,3,5,3,4,4,3,4,5,5,4,3,4,4,4,0,2,3,3,3,3,1,2,3,3,2,2,1,4,3,4,4,4,2,4,3,3,5,4,4,2,3,4,3,4,4,3
pvFLsHHnMg,0,0,1,1,0,2,0,0,1,3,0,2,0,1,1,0,4,1,1,1,0,0,3,0,0,3,3,3,1,1,0,0,0,1,0,0,0,0,5,1,5,1,0,0,0,5,3,0,1,0,3,0,1,0,1,0,1,2,3,0,0,0,0,0,0
pVxySUo9bS,3,2,2,2,4,3,2,3,4,3,3,2,3,4,1,3,3,2,1,2,5,4,5,3,4,3,4,4,3,3,4,4,2,2,1,1,2,3,3,1,2,2,3,2,3,2,3,4,3,3,3,2,3,3,2,2,1,3,2,2,4,3,1,4,3
PWkORrgrGd,4,3,4,3,3,5,2,3,2,2,3,3,4,3,2,3,2,2,2,3,3,3,3,3,3,4,4,4,3,3,3,2,3,3,3,4,3,3,2,1,1,2,4,3,4,2,3,3,3,3,3,4,3,2,1,3,3,3,1,1,1,1,2,2,3
PwXEJApBeD,5,3,3,3,2,4,3,2,3,3,3,4,3,5,2,3,0,1,2,3,4,5,4,3,4,3,4,3,4,2,4,5,3,3,3,2,4,3,3,2,3,2,4,3,3,1,4,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2
pxLjdokyLN,2,4,2,3,1,1,2,3,1,3,2,4,1,3,2,3,2,2,1,1,2,1,2,1,3,2,2,4,2,2,1,3,3,2,1,3,1,3,2,2,4,2,2,3,3,3,3,2,1,3,3,3,3,1,3,1,4,2,2,1,4,1,3,3,2
PYzFlBQZhx,2,2,2,2,1,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,2,1,2,2,0,2,1,2,1,3,3,3,3,3,3,2,3,4,3,3,3,3
pzKDfF8UQ4,3,2,2,1,1,3,2,5,4,4,3,3,3,4,2,2,2,2,3,4,4,5,3,2,4,3,2,2,2,1,2,3,4,3,2,1,3,2,2,4,3,3,3,2,1,2,4,2,2,2,3,1,1,4,2,3,2,3,2,2,3,3,2,2,4
Q2yzpMjRow,4,3,4,3,2,4,2,4,4,5,3,2,3,4,2,2,1,1,2,1,4,4,4,3,4,5,2,4,5,2,3,4,2,2,1,0,2,3,2,2,2,3,4,1,4,2,5,1,4,3,5,2,4,5,3,4,4,3,3,0,4,0,1,2,4
q5NrRpZbQp,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3
Q6k63D7zEf,2,3,3,3,1,2,2,1,1,2,1,2,2,2,1,2,3,2,3,2,4,3,3,4,3,3,2,3,3,2,4,4,1,4,1,0,0,1,3,2,4,3,1,1,2,5,1,1,1,1,4,0,5,1,1,1,1,1,5,1,0,1,1,1,0
QAa2Zsf0Wr,1,3,2,3,1,3,1,2,3,2,3,1,1,3,1,3,2,2,2,3,4,3,1,3,3,3,2,2,2,1,2,3,1,2,1,2,2,1,2,2,1,1,2,2,4,1,0,0,3,3,0,1,1,4,3,4,3,2,4,1,3,2,3,4,3
qaadFh2Itq,3,2,3,3,3,3,2,3,2,4,2,2,3,3,2,2,3,2,2,2,3,4,4,4,3,4,3,3,3,1,4,3,3,4,1,1,4,2,4,4,3,3,2,2,3,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3
QB5HNqHPKv,3,3,4,3,2,3,3,3,3,3,3,4,3,4,2,2,1,2,2,3,3,3,5,3,2,3,3,3,3,2,2,3,3,4,0,2,3,3,1,5,5,5,3,3,2,2,2,2,3,3,2,3,2,0,1,2,0,0,0,0,0,1,0,0,1
Qk6YaIs2s2,3,4,3,3,3,3,4,3,3,3,3,3,3,4,2,3,1,1,2,1,4,4,4,4,3,4,4,4,3,3,3,3,3,2,1,1,4,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,2,3,2,3,1,3,4,1,3,1,2,2,1
QkFREk3u9V,2,1,2,1,2,2,3,3,3,2,1,3,3,3,1,1,0,1,1,1,5,4,3,5,4,3,5,5,2,2,2,3,2,3,2,1,2,1,0,4,3,5,4,2,2,1,4,2,2,3,4,1,2,3,3,4,3,3,3,3,4,3,3,4,4
qkzc2A8zxi,4,3,4,4,4,3,2,4,2,3,2,3,3,3,3,3,2,3,2,3,4,4,3,3,3,3,4,2,3,2,4,3,2,2,3,3,2,2,2,2,3,3,3,3,2,2,3,2,3,3,4,2,3,3,2,3,3,3,3,3,3,2,3,2,3
Qnpq1v1vmw,3,2,2,2,1,1,1,3,3,2,2,2,2,4,1,2,1,1,1,1,5,4,4,4,4,2,3,4,4,2,1,3,1,1,1,0,1,0,2,1,1,2,3,1,2,1,4,0,2,1,4,1,1,4,3,3,4,3,4,3,4,3,4,3,4
QOT10tHumC,4,3,4,3,1,4,3,3,4,4,2,2,3,4,1,3,0,3,1,2,4,3,3,3,2,3,3,4,4,1,3,2,2,1,1,1,2,2,4,3,1,1,3,3,2,2,4,2,3,3,4,1,2,2,3,4,3,3,3,3,3,3,2,1,3
QPFanCUuVX,1,3,1,3,2,1,2,3,1,1,3,2,3,3,3,3,1,4,2,2,3,3,5,3,3,1,2,3,2,3,2,2,4,4,4,1,3,3,4,2,3,3,1,2,1,3,3,1,2,2,4,1,2,3,3,3,3,4,3,2,4,2,3,4,4
Qq9GR6HNZF,1,1,4,2,3,2,1,2,1,1,2,2,2,1,1,2,3,2,1,2,4,2,4,2,2,2,2,2,1,3,2,2,2,2,2,1,2,3,3,4,1,2,2,2,2,3,1,0,2,2,5,1,1,1,2,2,1,2,4,2,1,2,3,3,2
qQbFGSxK4R,4,4,1,4,4,4,4,4,4,1,5,5,5,4,4,5,1,4,4,4,4,5,1,3,5,4,4,5,5,0,4,5,5,0,5,5,5,5,0,2,0,4,5,5,5,1,4,4,4,4,1,5,1,4,4,4,4,4,1,4,5,4,4,4,5
QrIz4kmzBO,3,4,3,3,2,4,3,3,3,4,3,3,4,3,2,3,2,2,2,3,5,5,5,5,3,4,3,3,4,2,3,5,2,2,2,2,2,3,3,2,2,3,3,2,3,2,5,2,3,3,3,3,3,2,2,3,3,3,2,4,3,3,2,3,4
QsnjBwJun6,3,3,3,5,2,0,4,3,3,3,1,2,3,4,1,3,2,1,1,4,2,2,2,2,0,1,2,3,4,2,4,2,1,0,1,1,0,1,0,0,0,1,1,2,0,3,3,1,1,3,3,0,2,4,3,3,3,3,2,2,4,1,3,4,4
qVmGCjFgoW,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,2,3,2,2,3,3,3,1,0,3,1,5,3,3,1,4,3,0,2,1,2,4,2,1,1,3,0,2,1,2
qx2z1czIyP,3,2,3,2,3,3,3,3,3,3,4,3,3,3,2,1,1,2,2,3,4,4,3,2,4,3,3,3,3,3,3,3,4,3,4,2,3,3,2,1,3,3,3,3,4,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
QxKxlY255X,4,4,4,5,2,3,3,4,4,4,4,4,3,4,4,3,0,1,1,3,4,4,4,4,1,3,4,5,2,2,3,3,4,4,1,0,4,4,4,4,4,4,4,1,3,1,4,4,3,4,4,3,4,4,3,1,1,3,0,2,4,1,2,3,4
QYtUrXkiPp,3,3,1,1,0,1,1,3,3,2,3,4,0,0,3,4,1,1,1,3,4,4,4,1,4,4,4,4,4,1,0,4,2,2,0,3,2,3,0,1,1,3,3,3,1,1,5,0,2,2,5,1,2,3,4,4,4,4,1,3,4,3,3,3,3
QZ9nRSroKQ,3,2,3,4,2,3,2,3,3,2,2,1,4,4,2,2,2,1,1,3,5,5,4,5,5,4,4,5,4,1,4,4,4,3,2,1,3,3,1,3,3,4,4,2,1,1,4,3,4,4,3,4,2,3,3,3,3,3,2,2,4,3,1,3,3
r2Qc9jbrW7,2,2,2,2,0,4,1,2,2,3,1,0,0,5,0,5,0,1,2,2,4,3,3,3,3,3,4,4,3,1,1,4,1,1,2,2,2,0,1,1,1,1,2,1,1,2,3,1,2,1,4,0,1,1,1,3,2,1,0,1,1,1,1,4,3
r4zlFEVJOo,3,4,4,4,2,3,3,2,3,4,4,3,3,3,2,2,2,0,0,1,3,3,3,3,2,3,2,3,3,2,2,2,3,3,0,0,3,2,3,3,3,2,3,2,1,2,3,3,2,2,2,2,1,4,3,3,2,3,0,2,3,4,1,2,2
R500qbuwsc,3,3,3,3,3,3,2,3,3,3,4,2,2,3,2,3,0,2,2,3,4,4,3,3,2,3,2,5,4,2,4,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,4,4,3,3,4,3,3,4,2,4,2,3,2,2,3,3,2,2,3
R6KgZz9Cno,1,3,3,3,1,3,1,1,0,2,1,1,2,2,2,2,3,1,3,3,1,1,0,2,2,3,2,2,2,3,2,1,1,2,1,3,2,0,0,4,2,3,2,0,0,3,1,2,3,2,4,1,3,2,1,2,2,1,4,1,3,2,3,5,2
R9C3loTdjY,3,3,3,5,2,3,0,3,4,2,3,4,2,4,3,4,1,2,3,4,5,3,3,3,2,3,3,4,3,1,3,3,4,4,0,0,4,3,2,3,3,5,3,2,2,1,4,3,3,3,3,2,0,4,4,2,5,4,4,3,5,3,3,5,3
r9YNERa371,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,5,3,3,3,3,3,4,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,4,2,3,3,4,2,3,2,2,3,2,3,2,2,2,2,1,2,2
RA5bBnFe4N,2,1,2,4,1,2,1,1,2,0,1,1,2,2,0,1,1,2,0,3,4,3,3,3,2,2,4,3,0,2,0,0,3,4,1,0,3,2,0,3,3,5,1,0,1,4,3,0,1,1,1,0,1,3,2,2,3,3,2,2,3,2,2,3,4
RaamhhMqF7,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,4,3,4,3,3,4,3,3,3,3,2,3,2,2,2,1,2,2,3,2,2,2,3,3,2,2,3,1,3,2,3,2,3,3,2,3,2,4,2,3,3,1,3,2,3
RgbS5SeYOk,4,3,4,4,2,1,3,3,3,3,4,1,4,4,1,1,2,1,1,2,4,4,4,3,4,4,4,5,3,4,3,1,4,3,1,1,3,3,3,4,4,4,2,4,1,1,4,2,4,4,4,3,3,3,2,4,2,1,3,1,2,2,1,1,1
rJuOLLAnEp,2,2,2,1,3,4,2,4,2,1,3,0,4,4,1,1,4,0,1,2,4,3,4,3,2,3,4,4,4,2,4,2,3,4,1,1,3,2,2,4,4,4,3,1,1,2,4,2,3,4,4,2,4,3,1,1,3,2,1,0,1,3,1,3,2
rNrNriDJrJ,3,3,3,4,2,3,3,3,3,3,3,3,3,4,3,2,2,2,2,3,4,3,4,3,2,3,4,4,3,2,3,3,3,3,3,2,3,3,3,3,3,4,2,3,3,2,4,2,3,3,4,2,3,3,3,3,3,3,2,1,3,3,3,2,3
rnVlZTIPxR,2,2,3,3,1,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,3,1,2,2,0,1,1,3,1,1,0,0,0,1,2,2,1,1,1,0,2,4,1,3,2,2,2,1,3,1,3,2,1,3,2,2,2,1,1,2
RnwhJLEcxk,3,2,3,2,2,3,1,3,3,4,3,3,2,3,3,3,1,2,3,1,3,3,3,3,1,3,3,3,3,2,3,1,3,1,1,3,3,2,3,1,1,1,3,1,1,1,4,1,3,4,4,1,1,3,3,4,3,3,3,2,3,3,3,3,3
Ron5wtZETU,3,2,2,2,2,3,3,3,2,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,1,2,2,2,2,3,2,2,1,0,2,3,4,2,3,2,4,1,2,4,2,3,3,3,2,3,4,2,2,3,3
rptyTtS8Vb,3,3,4,3,2,3,2,3,3,4,3,2,3,4,3,4,0,2,3,3,5,5,5,4,4,3,3,4,5,2,3,5,1,2,1,2,2,3,3,2,2,2,4,3,3,2,4,4,3,3,4,3,3,3,4,4,4,3,2,3,4,4,3,4,4
RSYTt2xWz8,5,5,5,2,5,5,5,5,5,5,1,3,3,5,1,2,5,0,1,0,3,3,4,4,2,4,3,5,3,1,2,5,1,0,2,1,1,3,2,1,2,1,4,3,5,0,4,3,4,5,4,3,3,5,3,3,3,4,1,2,5,2,1,2,4
RuqfncD5cw,2,2,2,2,2,3,3,3,3,3,2,3,2,2,2,3,2,2,2,3,4,4,3,4,2,3,3,4,4,2,2,4,2,1,1,1,1,2,1,1,1,3,3,2,1,1,3,2,2,2,4,1,2,3,2,3,3,3,3,3,3,3,2,3,3
RWZx4iLyhN,3,2,3,3,2,3,3,3,3,3,2,2,2,4,1,1,4,2,1,1,3,3,4,3,3,3,2,3,3,2,3,3,3,4,1,1,3,2,3,3,3,3,2,2,3,3,4,2,3,2,3,4,3,3,3,2,3,3,2,2,3,3,2,3,3
s1sAV1JqQ2,3,4,3,4,1,4,4,3,3,3,0,5,3,4,0,5,0,0,0,5,4,4,1,4,4,4,4,4,4,1,2,4,3,1,0,3,3,2,3,1,1,2,3,3,2,1,5,2,4,3,5,2,2,4,4,4,4,4,4,3,4,4,4,4,4
SbM6fcsHP9,3,3,3,3,2,3,2,2,2,4,2,2,2,5,2,2,2,1,2,4,4,3,5,3,3,4,3,2,2,3,2,3,2,2,2,2,2,3,1,3,2,4,1,3,2,1,4,2,3,2,4,1,3,3,2,1,3,4,2,4,4,2,1,2,4
sHlsaC5oln,1,2,2,2,0,3,1,3,2,3,2,3,1,3,2,2,1,3,2,2,4,3,3,2,2,3,4,4,2,3,1,3,1,1,2,1,1,1,2,1,2,2,1,1,1,3,3,1,2,2,3,0,3,3,2,4,2,3,3,1,2,1,2,3,2
sJfxVBsVqx,1,3,2,4,3,3,1,3,2,4,1,1,4,3,1,2,1,1,1,1,4,3,3,2,1,2,3,1,3,2,3,0,1,1,0,0,1,3,1,2,2,4,1,1,1,1,3,2,3,4,3,3,1,4,2,4,3,3,2,2,3,4,3,3,3
Sl2sv2Gqeh,3,3,3,3,3,5,3,3,4,3,2,2,3,5,2,5,2,2,2,2,5,5,5,4,3,5,5,5,5,3,4,5,3,3,0,1,3,2,4,5,4,4,4,2,3,2,5,3,5,4,5,3,3,5,3,4,2,3,0,1,2,2,1,0,2
SoNzzbPiZg,2,3,2,3,1,3,1,3,1,1,2,3,4,2,1,2,1,1,1,0,2,3,4,3,2,3,4,1,3,0,1,2,4,4,3,0,2,1,3,3,4,3,1,2,2,1,3,1,3,3,3,1,1,3,1,2,3,2,1,0,3,0,0,1,3
SPYipkoPoE,3,4,5,1,3,2,2,4,3,3,4,4,3,5,2,1,2,2,3,4,4,4,5,1,2,3,2,5,3,3,2,2,4,5,1,3,4,3,3,2,3,2,2,5,5,5,5,5,2,1,5,1,5,4,4,5,0,0,2,2,5,0,0,4,0
SuFb5T8A30,3,2,3,2,2,3,2,2,3,2,3,3,3,4,3,4,2,2,2,2,4,3,3,3,2,3,2,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,2,2,2,4,3,3,3,3,2,2,3,2,3,3,3,2,2,2,2,2,2,3
T1VpcghRSg,3,3,3,3,4,2,3,3,3,4,2,3,2,3,2,2,1,2,3,1,3,3,3,2,2,3,2,3,4,1,4,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,4,3,3,2,4,2,4,3,2,2,3,2,1,1,2,1,0,3,3
t3fREejxx8,4,3,4,2,2,3,3,4,3,4,3,4,3,4,1,4,1,1,3,3,5,3,5,1,3,3,4,5,4,1,3,3,2,1,0,1,2,3,3,1,2,4,3,1,3,2,5,2,2,2,5,2,2,4,3,4,3,4,3,3,3,2,3,3,3
t3XqeUW6wA,3,4,3,3,3,4,4,3,3,3,3,3,3,5,3,3,2,2,2,3,3,3,3,3,4,4,3,4,5,2,4,3,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,3,3,3,3,2,0,1,1,4,1,2,1,2,1,1,2,1,1
TAksqmqAHA,3,3,3,3,3,2,2,3,3,3,2,2,3,4,2,2,3,1,1,2,5,4,5,2,4,4,4,4,3,3,3,3,3,3,0,1,3,1,2,4,3,3,3,2,2,2,4,3,2,3,4,1,2,3,2,1,2,2,1,2,3,2,2,1,4
