cond;key;time;id;date
f3_p;'right';1030,697226524350;4;2019-02-12 13:45:21
f3_p;'right';865,460634231567;4;2019-02-12 13:45:21
f3_p;'right';683,327734470367;4;2019-02-12 13:45:21
f3_p;'right';899,646878242493;4;2019-02-12 13:45:21
f3_p;'right';1166,869640350340;4;2019-02-12 13:45:21
f3_p;'right';583,213806152344;4;2019-02-12 13:45:21
f3_p;'right';765,339016914368;4;2019-02-12 13:45:21
f3_p;'right';656,845390796661;4;2019-02-12 13:45:21
f3_p;'right';1200,145602226260;4;2019-02-12 13:45:21
f3_p;'right';1097,263216972350;4;2019-02-12 13:45:21
f3_p;'right';950,049281120300;4;2019-02-12 13:45:21
f3_p;'right';564,636468887329;4;2019-02-12 13:45:21
f3_p;'right';783,579289913177;4;2019-02-12 13:45:21
f3_p;'right';664,192855358124;4;2019-02-12 13:45:21
f3_p;'right';1033,339142799380;4;2019-02-12 13:45:21
f3_p;'right';533,468723297119;4;2019-02-12 13:45:21
f3_p;'right';766,841471195221;4;2019-02-12 13:45:21
f3_p;'right';748,531222343445;4;2019-02-12 13:45:21
f3_p;'right';814,764678478241;4;2019-02-12 13:45:21
f3_p;'right';465,126127004623;4;2019-02-12 13:45:21
f3_p;'right';599,094927310944;4;2019-02-12 13:45:21
f3_p;'right';582,439541816711;4;2019-02-12 13:45:21
f3_p;'right';800,178885459900;4;2019-02-12 13:45:21
f3_p;'right';1883,803606033320;4;2019-02-12 13:45:21
f3_p;'right';966,854810714722;4;2019-02-12 13:45:21
f3_p;'right';933,713376522064;4;2019-02-12 13:45:21
f3_p;'right';1097,988247871400;4;2019-02-12 13:45:21
f3_p;'right';931,115806102753;4;2019-02-12 13:45:21
f3_p;'right';749,424934387207;4;2019-02-12 13:45:21
f3_p;'right';699,031591415405;4;2019-02-12 13:45:21
f3_a;'left';747,956335544586;4;2019-02-12 13:45:21
f3_a;'left';996,487379074097;4;2019-02-12 13:45:21
f3_a;'left';783,533215522766;4;2019-02-12 13:45:21
f3_a;'left';1532,022356987000;4;2019-02-12 13:45:21
f3_a;'left';1050,051093101500;4;2019-02-12 13:45:21
f3_a;'left';997,695147991180;4;2019-02-12 13:45:21
f3_a;'left';931,135416030884;4;2019-02-12 13:45:21
f3_a;'left';1000,058293342590;4;2019-02-12 13:45:21
f3_a;'left';1114,307641983030;4;2019-02-12 13:45:21
f3_a;'right';1147,742152214050;4;2019-02-12 13:45:21
f6_p;'right';982,853412628174;4;2019-02-12 13:45:21
f6_p;'right';1565,649390220640;4;2019-02-12 13:45:21
f6_p;'right';749,124288558960;4;2019-02-12 13:45:21
f6_p;'right';833,415985107422;4;2019-02-12 13:45:21
f6_p;'right';849,980592727661;4;2019-02-12 13:45:21
f6_p;'right';1598,929882049560;4;2019-02-12 13:45:21
f6_p;'right';1433,024883270260;4;2019-02-12 13:45:21
f6_p;'right';798,130631446838;4;2019-02-12 13:45:21
f6_p;'right';938,930332660675;4;2019-02-12 13:45:21
f6_p;'right';1249,993085861210;4;2019-02-12 13:45:21
f6_p;'right';682,652711868286;4;2019-02-12 13:45:21
f6_p;'right';1433,053851127620;4;2019-02-12 13:45:21
f6_p;'right';682,842195034027;4;2019-02-12 13:45:21
f6_p;'right';1198,534488677980;4;2019-02-12 13:45:21
f6_p;'right';1115,143060684200;4;2019-02-12 13:45:21
f6_p;'right';1099,925875663760;4;2019-02-12 13:45:21
f6_p;'right';1383,131027221680;4;2019-02-12 13:45:21
f6_p;'right';832,089602947235;4;2019-02-12 13:45:21
f6_p;'right';966,572642326355;4;2019-02-12 13:45:21
f6_p;'right';1331,999301910400;4;2019-02-12 13:45:21
f6_p;'right';1332,738041877750;4;2019-02-12 13:45:21
f6_p;'right';766,368150711060;4;2019-02-12 13:45:21
f6_p;'right';881,685018539429;4;2019-02-12 13:45:21
f6_p;'right';799,213767051697;4;2019-02-12 13:45:21
f6_p;'right';799,651861190796;4;2019-02-12 13:45:21
f6_p;'right';565,476119518280;4;2019-02-12 13:45:21
f6_p;'right';948,193252086639;4;2019-02-12 13:45:21
f6_p;'right';983,169436454773;4;2019-02-12 13:45:21
f6_p;'right';1583,316445350650;4;2019-02-12 13:45:21
f6_p;'right';816,058039665222;4;2019-02-12 13:45:21
f6_a;'left';1598,306655883790;4;2019-02-12 13:45:21
f6_a;'left';1748,329281806950;4;2019-02-12 13:45:21
f6_a;'left';1847,311377525330;4;2019-02-12 13:45:21
f6_a;'left';1150,009751319890;4;2019-02-12 13:45:21
f6_a;'left';2014,609813690190;4;2019-02-12 13:45:21
f6_a;'left';1365,188598632810;4;2019-02-12 13:45:21
f6_a;'left';1364,831566810610;4;2019-02-12 13:45:21
f6_a;'left';1581,771135330200;4;2019-02-12 13:45:21
f6_a;'left';1531,777977943420;4;2019-02-12 13:45:21
f6_a;'left';1566,262364387510;4;2019-02-12 13:45:21
f9_p;'right';898,054242134094;4;2019-02-12 13:45:21
f9_p;'right';632,200241088867;4;2019-02-12 13:45:21
f9_p;'right';1614,513516426090;4;2019-02-12 13:45:21
f9_p;'right';949,106335639954;4;2019-02-12 13:45:21
f9_p;'right';580,865144729614;4;2019-02-12 13:45:21
f9_p;'right';598,488748073578;4;2019-02-12 13:45:21
f9_p;'right';780,961871147156;4;2019-02-12 13:45:21
f9_p;'right';1297,982811927790;4;2019-02-12 13:45:21
f9_p;'right';1064,259171485900;4;2019-02-12 13:45:21
f9_p;'right';1199,198126792910;4;2019-02-12 13:45:21
f9_p;'right';1832,191705703730;4;2019-02-12 13:45:21
f9_p;'right';697,984576225281;4;2019-02-12 13:45:21
f9_p;'right';981,164932250977;4;2019-02-12 13:45:21
f9_p;'right';897,980332374573;4;2019-02-12 13:45:21
f9_p;'right';1331,236720085140;4;2019-02-12 13:45:21
f9_p;'right';1047,370791435240;4;2019-02-12 13:45:21
f9_p;'right';1064,443707466130;4;2019-02-12 13:45:21
f9_p;'right';1032,289505004880;4;2019-02-12 13:45:21
f9_p;'right';599,199295043945;4;2019-02-12 13:45:21
f9_p;'right';865,050196647644;4;2019-02-12 13:45:21
f9_p;'right';597,669005393982;4;2019-02-12 13:45:21
f9_p;'right';614,632666110992;4;2019-02-12 13:45:21
f9_p;'right';1532,791137695310;4;2019-02-12 13:45:21
f9_p;'right';1149,130582809450;4;2019-02-12 13:45:21
f9_p;'right';1381,373167037960;4;2019-02-12 13:45:21
f9_p;'right';1982,532262802120;4;2019-02-12 13:45:21
f9_p;'left';1764,299035072330;4;2019-02-12 13:45:21
f9_p;'right';2014,798164367680;4;2019-02-12 13:45:21
f9_p;'right';1449,319481849670;4;2019-02-12 13:45:21
f9_p;'right';881,584644317627;4;2019-02-12 13:45:21
f9_a;'left';1915,735006332400;4;2019-02-12 13:45:21
f9_a;'left';1614,308953285220;4;2019-02-12 13:45:21
f9_a;'left';1848,887801170350;4;2019-02-12 13:45:21
f9_a;'left';2203,608989715580;4;2019-02-12 13:45:21
f9_a;'left';2248,350381851200;4;2019-02-12 13:45:21
f9_a;'left';1981,393933296200;4;2019-02-12 13:45:21
f9_a;'left';2364,682197570800;4;2019-02-12 13:45:21
f9_a;'left';1865,778684616090;4;2019-02-12 13:45:21
f9_a;'left';1849,085211753840;4;2019-02-12 13:45:21
f9_a;'left';1665,049552917480;4;2019-02-12 13:45:21
fs3_p;'right';866,090953350067;4;2019-02-12 13:45:21
fs3_p;'right';549,449086189270;4;2019-02-12 13:45:21
fs3_p;'right';529,646098613739;4;2019-02-12 13:45:21
fs3_p;'right';814,960658550262;4;2019-02-12 13:45:21
fs3_p;'right';1047,926664352420;4;2019-02-12 13:45:21
fs3_p;'right';781,029820442200;4;2019-02-12 13:45:21
fs3_p;'left';1264,353036880490;4;2019-02-12 13:45:21
fs3_p;'right';1115,432620048520;4;2019-02-12 13:45:21
fs3_p;'right';898,726940155029;4;2019-02-12 13:45:21
fs3_p;'right';750,121533870697;4;2019-02-12 13:45:21
fs3_p;'right';647,670030593872;4;2019-02-12 13:45:21
fs3_p;'right';1164,736270904540;4;2019-02-12 13:45:21
fs3_p;'right';866,661548614502;4;2019-02-12 13:45:21
fs3_p;'right';681,328356266022;4;2019-02-12 13:45:21
fs3_p;'right';848,409056663513;4;2019-02-12 13:45:21
fs3_p;'right';614,900887012482;4;2019-02-12 13:45:21
fs3_p;'right';683,533668518066;4;2019-02-12 13:45:21
fs3_p;'right';931,095302104950;4;2019-02-12 13:45:21
fs3_p;'right';665,856838226318;4;2019-02-12 13:45:21
fs3_p;'right';531,146526336670;4;2019-02-12 13:45:21
fs3_p;'right';549,493491649628;4;2019-02-12 13:45:21
fs3_p;'right';481,183856725693;4;2019-02-12 13:45:21
fs3_p;'left';1183,245658874510;4;2019-02-12 13:45:21
fs3_p;'left';731,453716754913;4;2019-02-12 13:45:21
fs3_p;'right';899,954080581665;4;2019-02-12 13:45:21
fs3_p;'right';800,081074237823;4;2019-02-12 13:45:21
fs3_p;'right';515,865862369537;4;2019-02-12 13:45:21
fs3_p;'right';647,459566593170;4;2019-02-12 13:45:21
fs3_p;'right';716,609120368958;4;2019-02-12 13:45:21
fs3_p;'right';963,655650615692;4;2019-02-12 13:45:21
fs3_a;'left';1250,091552734380;4;2019-02-12 13:45:21
fs3_a;'left';1089,067578315740;4;2019-02-12 13:45:21
fs3_a;'left';1177,808523178100;4;2019-02-12 13:45:21
fs3_a;'left';1016,828894615170;4;2019-02-12 13:45:21
fs3_a;'left';1120,295524597170;4;2019-02-12 13:45:21
fs3_a;'left';966,789126396179;4;2019-02-12 13:45:21
fs3_a;'left';831,702172756195;4;2019-02-12 13:45:21
fs3_a;'left';1163,941264152530;4;2019-02-12 13:45:21
fs3_a;'left';1332,427978515620;4;2019-02-12 13:45:21
fs3_a;'left';1132,352590560910;4;2019-02-12 13:45:21
fs6_p;'right';698,042035102844;4;2019-02-12 13:45:21
fs6_p;'right';864,890873432159;4;2019-02-12 13:45:21
fs6_p;'right';1080,894589424130;4;2019-02-12 13:45:21
fs6_p;'right';1147,910237312320;4;2019-02-12 13:45:21
fs6_p;'right';1315,193176269530;4;2019-02-12 13:45:21
fs6_p;'left';1599,063634872440;4;2019-02-12 13:45:21
fs6_p;'right';831,689953804016;4;2019-02-12 13:45:21
fs6_p;'right';932,769000530243;4;2019-02-12 13:45:21
fs6_p;'right';1198,045611381530;4;2019-02-12 13:45:21
fs6_p;'right';1497,776865959170;4;2019-02-12 13:45:21
fs6_p;'right';999,482572078705;4;2019-02-12 13:45:21
fs6_p;'right';647,874534130096;4;2019-02-12 13:45:21
fs6_p;'right';848,117172718048;4;2019-02-12 13:45:21
fs6_p;'right';898,098051548004;4;2019-02-12 13:45:21
fs6_p;'right';1029,849648475650;4;2019-02-12 13:45:21
fs6_p;'right';948,961555957794;4;2019-02-12 13:45:21
fs6_p;'right';1214,912056922910;4;2019-02-12 13:45:21
fs6_p;'right';1607,841014862060;4;2019-02-12 13:45:21
fs6_p;'right';865,865409374237;4;2019-02-12 13:45:21
fs6_p;'left';2314,910411834720;4;2019-02-12 13:45:21
fs6_p;'right';981,396198272705;4;2019-02-12 13:45:21
fs6_p;'right';565,337598323822;4;2019-02-12 13:45:21
fs6_p;'right';1049,290537834170;4;2019-02-12 13:45:21
fs6_p;'right';964,828431606293;4;2019-02-12 13:45:21
fs6_p;'right';714,861214160919;4;2019-02-12 13:45:21
fs6_p;'right';2048,148155212400;4;2019-02-12 13:45:21
fs6_p;'right';747,649729251862;4;2019-02-12 13:45:21
fs6_p;'right';1115,225553512570;4;2019-02-12 13:45:21
fs6_p;'right';915,447771549225;4;2019-02-12 13:45:21
fs6_p;'right';781,690895557404;4;2019-02-12 13:45:21
fs6_a;'left';1615,702509880070;4;2019-02-12 13:45:21
fs6_a;'right';748,320698738098;4;2019-02-12 13:45:21
fs6_a;'left';1872,737884521480;4;2019-02-12 13:45:21
fs6_a;'left';1599,621415138250;4;2019-02-12 13:45:21
fs6_a;'left';1364,340305328370;4;2019-02-12 13:45:21
fs6_a;'left';2014,574766159060;4;2019-02-12 13:45:21
fs6_a;'left';1749,251365661620;4;2019-02-12 13:45:21
fs6_a;'left';1581,317067146300;4;2019-02-12 13:45:21
fs6_a;'left';1542,588353157040;4;2019-02-12 13:45:21
fs6_a;'left';1881,309866905210;4;2019-02-12 13:45:21
fs9_p;'right';647,777259349823;4;2019-02-12 13:45:21
fs9_p;'right';1564,433574676510;4;2019-02-12 13:45:21
fs9_p;'right';465,013206005096;4;2019-02-12 13:45:21
fs9_p;'right';1298,545837402340;4;2019-02-12 13:45:21
fs9_p;'left';1798,510909080500;4;2019-02-12 13:45:21
fs9_p;'right';863,968968391418;4;2019-02-12 13:45:21
fs9_p;'right';796,823024749756;4;2019-02-12 13:45:21
fs9_p;'right';1530,692577362060;4;2019-02-12 13:45:21
fs9_p;'right';1681,468844413760;4;2019-02-12 13:45:21
fs9_p;'right';1830,149412155150;4;2019-02-12 13:45:21
fs9_p;'right';1065,278291702270;4;2019-02-12 13:45:21
fs9_p;'right';1580,850005149840;4;2019-02-12 13:45:21
fs9_p;'right';864,469885826111;4;2019-02-12 13:45:21
fs9_p;'right';1081,668853759770;4;2019-02-12 13:45:21
fs9_p;'right';1545,857191085810;4;2019-02-12 13:45:21
fs9_p;'right';1631,378173828120;4;2019-02-12 13:45:21
fs9_p;'right';879,848659038544;4;2019-02-12 13:45:21
fs9_p;'right';1490,175127983090;4;2019-02-12 13:45:21
fs9_p;'right';1046,207189559940;4;2019-02-12 13:45:21
fs9_p;'right';614,412486553192;4;2019-02-12 13:45:21
fs9_p;'right';881,036818027496;4;2019-02-12 13:45:21
fs9_p;'right';680,973351001740;4;2019-02-12 13:45:21
fs9_p;'right';1598,035573959350;4;2019-02-12 13:45:21
fs9_p;'right';798,334598541260;4;2019-02-12 13:45:21
fs9_p;'right';1086,971163749700;4;2019-02-12 13:45:21
fs9_p;'right';1014,645814895630;4;2019-02-12 13:45:21
fs9_p;'right';587,159633636475;4;2019-02-12 13:45:21
fs9_p;'right';779,654800891876;4;2019-02-12 13:45:21
fs9_p;'right';2064,436674118040;4;2019-02-12 13:45:21
fs9_p;'right';879,730343818665;4;2019-02-12 13:45:21
fs9_a;'left';1614,687561988830;4;2019-02-12 13:45:21
fs9_a;'left';2631,626844406130;4;2019-02-12 13:45:21
fs9_a;'left';2297,656297683720;4;2019-02-12 13:45:21
fs9_a;'left';1881,476283073430;4;2019-02-12 13:45:21
fs9_a;'left';1998,109579086300;4;2019-02-12 13:45:21
fs9_a;'left';1946,877956390380;4;2019-02-12 13:45:21
fs9_a;'left';2346,798658370970;4;2019-02-12 13:45:21
fs9_a;'left';1898,477554321290;4;2019-02-12 13:45:21
fs9_a;'left';2331,402540206910;4;2019-02-12 13:45:21
fs9_a;'left';2153,792381286620;4;2019-02-12 13:45:21
g3_p;'left';780,377626419067;4;2019-02-12 13:45:21
g3_p;'right';798,100769519806;4;2019-02-12 13:45:21
g3_p;'right';814,576089382172;4;2019-02-12 13:45:21
g3_p;'right';530,940294265747;4;2019-02-12 13:45:21
g3_p;'right';513,285696506500;4;2019-02-12 13:45:21
g3_p;'right';683,528542518616;4;2019-02-12 13:45:21
g3_p;'right';697,791695594788;4;2019-02-12 13:45:21
g3_p;'right';981,659293174744;4;2019-02-12 13:45:21
g3_p;'right';614,465713500977;4;2019-02-12 13:45:21
g3_p;'right';766,260623931885;4;2019-02-12 13:45:21
g3_p;'right';616,437494754791;4;2019-02-12 13:45:21
g3_p;'right';770,884573459625;4;2019-02-12 13:45:21
g3_p;'right';833,237648010254;4;2019-02-12 13:45:21
g3_p;'right';1130,722403526310;4;2019-02-12 13:45:21
g3_p;'right';749,769687652588;4;2019-02-12 13:45:21
g3_p;'right';681,451261043549;4;2019-02-12 13:45:21
g3_p;'right';599,860072135925;4;2019-02-12 13:45:21
g3_p;'right';849,485397338867;4;2019-02-12 13:45:21
g3_p;'right';782,968044281006;4;2019-02-12 13:45:21
g3_p;'right';798,832058906555;4;2019-02-12 13:45:21
g3_p;'right';549,643099308014;4;2019-02-12 13:45:21
g3_p;'right';747,752964496613;4;2019-02-12 13:45:21
g3_p;'right';981,155812740326;4;2019-02-12 13:45:21
g3_p;'right';1083,781361579900;4;2019-02-12 13:45:21
g3_p;'right';531,174123287201;4;2019-02-12 13:45:21
g3_p;'right';1066,707611083980;4;2019-02-12 13:45:21
g3_p;'right';746,278405189514;4;2019-02-12 13:45:21
g3_p;'right';1381,602406501770;4;2019-02-12 13:45:21
g3_p;'right';721,148312091827;4;2019-02-12 13:45:21
g3_p;'right';816,546142101288;4;2019-02-12 13:45:21
g3_a;'left';916,304230690002;4;2019-02-12 13:45:21
g3_a;'left';1364,408612251280;4;2019-02-12 13:45:21
