cond;key;time;id
f3_p;'right';593,9199924468990;1
f3_p;'right';698,7794637680050;1
f3_p;'right';578,2315731048579;1
f3_p;'right';514,2200589179990;1
f3_p;'right';468,0556356906890;1
f3_p;'right';633,1942081451421;1
f3_p;'right';2182,3134422302301;1
f3_p;'right';699,8314857482910;1
f3_p;'right';760,7300877571111;1
f3_p;'right';672,3855733871460;1
f3_p;'right';1272,3354101181001;1
f3_p;'right';774,4930982589721;1
f3_p;'right';842,1967625617980;1
f3_p;'left';842,0790433883670;1
f3_p;'right';423,5169589519500;1
f3_p;'right';982,6537370681760;1
f3_p;'right';673,3140945434570;1
f3_p;'right';468,0306613445280;1
f3_p;'right';625,3433227539060;1
f3_p;'right';502,3756623268130;1
f3_p;'right';690,3473138809200;1
f3_p;'right';700,8468508720400;1
f3_p;'right';1182,2203397750800;1
f3_p;'right';1140,5366659164399;1
f3_p;'right';840,4810428619380;1
f3_p;'right';558,3981275558471;1
f3_p;'right';550,3022670745850;1
f3_p;'right';563,1060004234311;1
f3_p;'right';532,4010848999020;1
f3_p;'right';927,0879626274110;1
f3_a;'right';691,6723847389220;1
f3_a;'left';796,5574860572810;1
f3_a;'left';968,5616493225100;1
f3_a;'left';797,6707220077510;1
f3_a;'left';1279,1492938995400;1
f3_a;'right';857,8718304634090;1
f3_a;'left';781,2960743904110;1
f3_a;'left';686,9131922721861;1
f3_a;'left';747,6838827133180;1
f3_a;'right';810,0389242172240;1
f6_p;'right';841,9299125671390;1
f6_p;'right';1208,9991569519000;1
f6_p;'right';471,1757302284240;1
f6_p;'right';995,1710104942320;1
f6_p;'right';1099,0763902664200;1
f6_p;'right';939,7599101066590;1
f6_p;'left';950,6416320800780;1
f6_p;'right';606,5519452095029;1
f6_p;'left';1203,1379938125599;1
f6_p;'right';934,1095685958860;1
f6_p;'right';496,5401887893680;1
f6_p;'right';466,8394029140470;1
f6_p;'right';1150,0850915908800;1
f6_p;'right';481,3437461853030;1
f6_p;'right';592,9340124130250;1
f6_p;'right';767,6124572753910;1
f6_p;'right';1419,0927743911700;1
f6_p;'right';1467,8558111190800;1
f6_p;'right';464,5711779594420;1
f6_p;'right';934,2057108879090;1
f6_p;'right';623,2417225837710;1
f6_p;'right';424,6763885021210;1
f6_p;'right';761,2200379371640;1
f6_p;'right';870,9440231323240;1
f6_p;'right';1278,4465551376300;1
f6_p;'right';1838,9480113983100;1
f6_p;'right';794,7555780410770;1
f6_p;'right';1076,9199132919300;1
f6_p;'right';1166,6883230209401;1
f6_p;'right';1153,2294750213600;1
f6_a;'right';1310,2209568023700;1
f6_a;'left';1608,3794832229601;1
f6_a;'left';1547,7234125137300;1
f6_a;'left';1311,2640380859400;1
f6_a;'left';2257,9147815704400;1
f6_a;'left';1684,1619014739999;1
f6_a;'left';1279,2224884033201;1
f6_a;'left';1202,3435831070001;1
f6_a;'left';1189,9409294128400;1
f6_a;'left';1383,0932378768900;1
f9_p;'right';458,2817256450650;1
f9_p;'right';812,4066591262820;1
f9_p;'left';574,6246576309200;1
f9_p;'right';471,3009297847750;1
f9_p;'right';578,1778693199160;1
f9_p;'right';1656,9766998291000;1
f9_p;'right';825,6140351295470;1
f9_p;'left';1781,3559770584100;1
f9_p;'right';561,5879893302920;1
f9_p;'right';624,9030232429500;1
f9_p;'right';550,4709482192990;1
f9_p;'right';497,4361956119540;1
f9_p;'right';1763,4776830673200;1
f9_p;'right';949,4568705558780;1
f9_p;'right';604,5040488243100;1
f9_p;'right';1500,6270408630401;1
f9_p;'right';715,5089378356930;1
f9_p;'right';1074,0796327590899;1
f9_p;'right';919,3243384361271;1
f9_p;'right';894,1237330436710;1
f9_p;'left';1570,1863765716600;1
f9_p;'right';656,2298536300660;1
f9_p;'right';1495,4471588134800;1
f9_p;'right';825,9944915771480;1
f9_p;'right';1086,6011381149301;1
f9_p;'right';580,3427696228030;1
f9_p;'right';2012,8152370452899;1
f9_p;'right';565,3663277626040;1
f9_p;'right';1474,3043184280400;1
f9_p;'right';980,6253314018250;1
f9_a;'right';620,1223134994510;1
f9_a;'left';2177,4725914001501;1
f9_a;'left';2039,8657321929900;1
f9_a;'left';2388,2009983062699;1
f9_a;'left';2027,2166728973400;1
f9_a;'left';2589,4794464111301;1
f9_a;'right';571,8764662742610;1
f9_a;'left';2253,6246776580801;1
f9_a;'left';1950,6555795669599;1
f9_a;'right';901,5787839889530;1
fs3_p;'right';781,9717526435850;1
fs3_p;'left';1027,2505283355699;1
fs3_p;'right';642,3707604408260;1
fs3_p;'right';458,7370753288270;1
fs3_p;'left';638,5605931282040;1
fs3_p;'right';777,2642374038700;1
fs3_p;'right';642,7214145660400;1
fs3_p;'right';622,0689415931701;1
fs3_p;'right';605,7643890380861;1
fs3_p;'right';423,0280816555020;1
fs3_p;'right';704,0846347808840;1
fs3_p;'right';625,0367760658260;1
fs3_p;'right';1105,1814556121799;1
fs3_p;'right';1073,0687379837000;1
fs3_p;'right';704,4907212257390;1
fs3_p;'right';791,1226749420171;1
fs3_p;'right';685,0667595863340;1
fs3_p;'right';481,5048873424530;1
fs3_p;'right';871,3799118995670;1
fs3_p;'right';774,8646140098570;1
fs3_p;'right';758,5761547088620;1
fs3_p;'right';413,3783578872680;1
fs3_p;'right';657,7440500259401;1
fs3_p;'left';675,0506758689880;1
fs3_p;'right';870,2505826950070;1
fs3_p;'right';651,9089341163640;1
fs3_p;'right';1116,7227029800399;1
fs3_p;'right';783,2409739494320;1
fs3_p;'right';571,6212391853330;1
fs3_p;'right';512,5611424446111;1
fs3_a;'left';1029,7856330871600;1
fs3_a;'left';658,3349108695980;1
fs3_a;'left';841,8819904327390;1
fs3_a;'left';839,9176001548771;1
fs3_a;'left';1073,3680725097699;1
fs3_a;'left';886,3258957862849;1
fs3_a;'left';568,5582756996150;1
fs3_a;'right';580,3437829017640;1
fs3_a;'left';860,0370287895200;1
fs3_a;'left';760,0612640380861;1
fs6_p;'right';1622,4578619003300;1
fs6_p;'right';967,5257205963130;1
fs6_p;'right';1060,7385635375999;1
fs6_p;'right';1595,9011316299400;1
fs6_p;'right';531,6131711006160;1
fs6_p;'right';483,5404753685000;1
fs6_p;'right';637,0802521705630;1
fs6_p;'right';768,7352895736690;1
fs6_p;'right';657,8631401062009;1
fs6_p;'left';1807,2855472564700;1
fs6_p;'right';1291,5855646133400;1
fs6_p;'right';1011,6246938705400;1
fs6_p;'right';659,5326662063600;1
fs6_p;'right';703,1581997871400;1
fs6_p;'right';1358,2597970962499;1
fs6_p;'right';886,5438103675840;1
fs6_p;'right';1034,9351167678799;1
fs6_p;'right';1922,0225811004600;1
fs6_p;'right';514,8906111717220;1
fs6_p;'right';1150,8767604827899;1
fs6_p;'right';1389,0898227691700;1
fs6_p;'right';502,3636817932130;1
fs6_p;'right';1416,4125919342000;1
fs6_p;'right';1089,7588729858401;1
fs6_p;'right';1467,4172401428200;1
fs6_p;'right';532,9765081405640;1
fs6_p;'right';1156,2719345092801;1
fs6_p;'right';572,7655887603760;1
fs6_p;'right';477,4018824100490;1
fs6_p;'right';505,8590769767760;1
fs6_a;'left';1794,3241596221901;1
fs6_a;'right';346,2833166122440;1
fs6_a;'left';1460,5557918548600;1
fs6_a;'left';1588,9439582824700;1
fs6_a;'right';902,6530385017400;1
fs6_a;'right';408,3403646945950;1
fs6_a;'left';916,8983697891240;1
fs6_a;'left';1280,4051637649500;1
fs6_a;'left';1677,1112680435201;1
fs6_a;'right';554,4230937957760;1
fs9_p;'right';486,8145287036900;1
fs9_p;'right';606,4390540122990;1
fs9_p;'right';1309,6475601196300;1
fs9_p;'right';2184,4110488891602;1
fs9_p;'right';831,5439820289610;1
fs9_p;'right';2200,0501155853299;1
fs9_p;'right';1109,9159717559801;1
fs9_p;'right';1796,4038848877001;1
fs9_p;'right';964,0672206878660;1
fs9_p;'right';486,6482615470890;1
fs9_p;'right';688,1085634231570;1
fs9_p;'right';877,4996399879460;1
fs9_p;'right';636,2680792808530;1
fs9_p;'right';937,1212124824521;1
fs9_p;'right';667,6288247108459;1
fs9_p;'right';1560,9202384948701;1
fs9_p;'right';573,9520788192750;1
fs9_p;'right';471,1332917213440;1
fs9_p;'right';888,3036971092220;1
fs9_p;'right';550,1675009727480;1
fs9_p;'right';1098,2514619827300;1
fs9_p;'right';809,9201917648320;1
fs9_p;'right';670,6328988075260;1
fs9_p;'right';538,9905571937560;1
fs9_p;'right';821,4454054832460;1
fs9_p;'right';2072,6375579833998;1
fs9_p;'right';750,4003047943120;1
fs9_p;'right';842,7489399909970;1
fs9_p;'right';1343,7803983688300;1
fs9_p;'left';1685,1304769516000;1
fs9_a;'right';612,6128435134890;1
fs9_a;'right';687,4109506607060;1
fs9_a;'right';1123,5779523849501;1
fs9_a;'left';1620,1828718185400;1
fs9_a;'left';2187,2076988220201;1
fs9_a;'right';484,4614565372470;1
fs9_a;'left';2075,2942562103299;1
fs9_a;'left';1635,7207298278799;1
fs9_a;'right';1057,5175285339401;1
fs9_a;'right';827,8264999389650;1
g3_p;'right';979,7357916831970;1
g3_p;'right';486,7450594902040;1
g3_p;'right';824,6503472328189;1
g3_p;'right';730,8141589164730;1
g3_p;'right';753,1139254570010;1
g3_p;'right';702,8879523277280;1
g3_p;'right';656,1583280563350;1
g3_p;'right';933,8194131851200;1
g3_p;'right';920,6209778785710;1
g3_p;'right';373,0740547180180;1
g3_p;'right';749,8450279235840;1
g3_p;'right';550,2133369445800;1
g3_p;'left';951,4873027801510;1
