trialtype,setsize,time1,click1x,click1y,time2,click2x,click2y,id,platform,posx1,posy1,posxmin1,posxmax1,posymin1,posymax1,posx2,posy2,posxmin2,posxmax2,posymin2,posymax2
dots,8,1.056743502616882,239,209,1.66640567779541,5,-383,24,android,226,213,151,301,138,288,450,-350,350,550,-425,-275
dots,8,1.947576403617859,-218,80,1.495006442070007,12,-392,24,android,-204,85,-279,-129,10,160,450,-350,350,550,-425,-275
dots,8,3.658025026321411,-57,72,2.557073593139648,-11,-390,24,android,-64,76,-139,11,1,151,450,-350,350,550,-425,-275
dots,8,1.697354912757874,51,82,1.431011438369751,-5,-370,24,android,51,69,-24,126,-6,144,450,-350,350,550,-425,-275
dots,8,1.728575110435486,229,101,1.508839964866638,-24,-366,24,android,250,97,175,325,22,172,450,-350,350,550,-425,-275
dots,8,2.926293611526489,-235,-57,0.9160592555999756,20,-349,24,android,-239,-55,-314,-164,-130,20,450,-350,350,550,-425,-275
dots,8,1.352394342422485,-86,-99,1.122895836830139,43,-383,24,android,-73,-92,-148,2,-167,-17,450,-350,350,550,-425,-275
both,8,0.9169774651527405,-218,197,1.823108792304993,244,40,24,android,221,60,146,296,-15,135,-229,210,-304,-154,135,285
both,8,0.8034877181053162,-61,224,0.4945343434810638,71,34,24,android,74,61,-1,149,-14,136,-76,211,-151,-1,136,286
both,8,1.368242263793945,98,261,0.4032733142375946,-45,103,24,android,-52,91,-127,23,16,166,98,241,23,173,166,316
both,8,3.139541864395142,253,219,0.9085829854011536,82,-83,24,android,97,-73,22,172,-148,2,247,227,172,322,152,302
both,8,0.8391404151916504,-230,82,0.651445209980011,262,-85,24,android,240,-55,165,315,-130,20,-210,95,-285,-135,20,170
both,8,1.008638501167297,-57,236,0.7929813265800476,-61,97,24,android,-77,237,-152,-2,162,312,-77,87,-152,-2,12,162
both,8,0.9156726598739624,94,77,0.8561238050460815,-63,-210,24,android,-77,-223,-152,-2,-298,-148,73,77,-2,148,2,152
both,8,1.524422645568848,234,83,0.8376464247703552,-77,-53,24,android,-78,-69,-153,-3,-144,6,222,81,147,297,6,156
both,8,1.477991223335266,-246,-89,0.5132149457931519,181,-88,24,android,215,-94,140,290,-169,-19,-235,-94,-310,-160,-169,-19
both,8,1.241795182228088,-58,92,0.5609426498413086,-60,-64,24,android,-58,80,-133,17,5,155,-58,-70,-133,17,-145,5
both,8,3.192631244659424,69,-92,0.6551557779312134,-269,-251,24,android,-235,-238,-310,-160,-313,-163,65,-88,-10,140,-163,-13
both,8,3.256495952606201,237,-66,0.3555733263492584,69,-80,24,android,90,-78,15,165,-153,-3,240,-78,165,315,-153,-3
both,8,1.225350022315979,-220,-67,2.668247222900391,-175,-223,24,android,-200,-65,-275,-125,-140,10,-200,-215,-275,-125,-290,-140
both,8,2.082937717437744,-67,-239,0.9540133476257324,229,46,24,android,236,51,161,311,-24,126,-64,-249,-139,11,-324,-174
both,8,1.504955887794495,174,-105,0.7642592787742615,35,-252,24,android,200,-97,125,275,-172,-22,50,-247,-25,125,-322,-172
both,8,1.197234153747559,273,201,0.57672518491745,270,-255,24,android,250,211,175,325,136,286,250,-239,175,325,-314,-164
both,8,1.427418231964111,-53,79,0.7625623345375061,68,-203,24,android,-57,83,-132,18,8,158,93,-217,18,168,-292,-142
both,8,1.698596477508545,-70,-88,0.4904149174690247,-78,-205,24,android,-83,-72,-158,-8,-147,3,-83,-222,-158,-8,-297,-147
both,8,2.351361274719238,227,-83,1.572224617004395,-86,-49,24,android,-71,-56,-146,4,-131,19,-221,-206,-296,-146,-281,-131
both,8,1.890827059745789,223,75,0.4892205893993378,239,-62,24,android,224,76,149,299,1,151,224,-74,149,299,-149,1
both,8,1.635055422782898,64,-124,0.494487464427948,22,-343,24,android,74,61,-1,149,-14,136,74,-89,-1,149,-164,-14
both,8,1.057289123535156,-216,54,0.7445816993713379,-44,-76,24,android,-206,56,-281,-131,-19,131,-56,-94,-131,19,-169,-19
both,8,1.575143218040466,-232,-84,0.756122350692749,-69,-205,24,android,-69,-229,-144,6,-304,-154,-219,-79,-294,-144,-154,-4
both,8,1.087908983230591,-77,222,0.6705284714698792,201,103,24,android,-87,225,-162,-12,150,300,213,75,138,288,0,150
both,8,1.039327025413513,-237,253,0.6844006180763245,50,71,24,android,-225,241,-300,-150,166,316,75,91,0,150,16,166
both,8,1.337141036987305,103,-102,1.226914167404175,237,-240,24,android,100,-98,25,175,-173,-23,250,-248,175,325,-323,-173
both,8,1.525999546051025,-112,-78,0.4018353819847107,56,-207,24,android,-95,-60,-170,-20,-135,15,55,-210,-20,130,-285,-135
both,8,1.32099175453186,263,60,0.8991073369979858,-52,-211,24,android,248,75,173,323,0,150,-52,-225,-127,23,-300,-150
both,8,1.646625161170959,240,-235,0.6504045128822327,-178,-226,24,android,239,-230,164,314,-305,-155,-211,-230,-286,-136,-305,-155
both,8,1.506202936172485,214,-96,0.6349828839302063,-235,-98,24,android,-216,-90,-291,-141,-165,-15,234,-90,159,309,-165,-15
both,8,1.550459146499634,51,-98,0.4066267311573029,48,-261,24,android,50,-246,-25,125,-321,-171,50,-96,-25,125,-171,-21
both,8,1.430596828460693,202,230,1.962044239044189,-102,-51,24,android,219,246,144,294,171,321,-81,-54,-156,-6,-129,21
both,8,1.118405938148499,-100,-86,0.4500122964382172,-235,-80,24,android,-91,92,-166,-16,17,167,-241,-92,-316,-166,-167,-17
both,8,1.226852893829346,74,198,0.5588461756706238,212,59,24,android,89,200,14,164,125,275,239,50,164,314,-25,125
both,8,1.622981429100037,105,50,0.4787497520446777,249,-114,24,android,232,-74,157,307,-149,1,82,76,7,157,1,151
both,8,2.879992961883545,54,-115,0.6855802536010742,-119,67,24,android,52,-87,-23,127,-162,-12,-98,63,-173,-23,-12,138
both,8,0.7859542369842529,-237,82,1.823566198348999,-222,-216,24,android,-226,-200,-301,-151,-275,-125,-226,100,-301,-151,25,175
both,8,0.7137207388877869,-209,233,2.818600416183472,-5,-367,24,android,-203,247,-278,-128,172,322,247,247,172,322,172,322
both,8,1.459149837493896,90,193,0.6038382649421692,190,48,24,android,218,54,143,293,-21,129,68,204,-7,143,129,279
both,8,1.24276340007782,-130,239,1.198823213577271,40,81,24,android,56,90,-19,131,15,165,-94,240,-169,-19,165,315
both,8,0.7615346312522888,-236,222,1.304167151451111,-98,-239,24,android,-81,-239,-156,-6,-314,-164,-231,211,-306,-156,136,286
both,8,0.7583269476890564,-73,198,0.9817487597465515,80,-92,24,android,82,-89,7,157,-164,-14,-68,211,-143,7,136,286
both,8,1.217825770378113,-57,61,0.5354840159416199,71,187,24,android,-55,50,-130,20,-25,125,95,200,20,170,125,275
both,8,1.228197455406189,241,242,1.245216727256775,-197,-201,24,android,-215,-215,-290,-140,-290,-140,235,235,160,310,160,310
both,8,0.89658355712890625,-100,213,0.3870730400085449,-229,104,24,android,-67,217,-142,8,142,292,-217,67,-292,-142,-8,142
both,8,1.036635875701904,261,221,2.509988069534302,10,-378,24,android,235,229,160,310,154,304,-65,79,-140,10,4,154
both,8,1.224814176559448,101,94,0.4808534383773804,-49,-54,24,android,-55,-60,-130,20,-135,15,95,90,20,170,15,165
both,8,1.397448062896729,210,64,0.5437061190605164,84,-76,24,android,71,-80,-4,146,-155,-5,221,70,146,296,-5,145
both,8,0.8386918902397156,-284,206,0.4987201392650604,-266,-77,24,android,-250,211,-325,-175,136,286,-250,-89,-325,-175,-164,-14
both,8,1.188531041145325,-75,-83,0.8908417820930481,-79,-191,24,android,-85,-213,-160,-10,-288,-138,-85,-63,-160,-10,-138,12
tray,12,0.804455578327179,-230,228,3.617632389068604,-14,-371,24,android,-202,221,-277,-127,146,296,450,-350,350,550,-425,-275
tray,12,0.8679336905479431,-101,223,2.568777561187744,16,-374,24,android,-100,222,-175,-25,147,297,450,-350,350,550,-425,-275
tray,12,0.9480704069137573,87,230,2.77407693862915,45,-372,24,android,66,216,-9,141,141,291,450,-350,350,550,-425,-275
tray,12,3.565569877624512,258,187,2.398645162582397,0,-387,24,android,243,205,168,318,130,280,450,-350,350,550,-425,-275
tray,12,2.568049192428589,-223,71,3.539907693862915,-11,-367,24,android,-203,79,-278,-128,4,154,450,-350,350,550,-425,-275
tray,12,1.896931171417236,-96,71,2.164937257766724,-13,-368,24,android,-90,66,-165,-15,-9,141,450,-350,350,550,-425,-275
tray,12,2.490916728973389,84,65,2.556689500808716,-11,-374,24,android,90,55,15,165,-20,130,450,-350,350,550,-425,-275
tray,12,1.475815773010254,189,79,1.367842316627502,34,-380,24,android,200,86,125,275,11,161,450,-350,350,550,-425,-275
tray,12,1.975431203842163,-176,-97,2.228298425674438,-3,-372,24,android,-214,-98,-289,-139,-173,-23,450,-350,350,550,-425,-275
tray,12,3.107802629470825,-62,-94,9.317822456359863,6,-376,24,android,-75,-77,-150,0,-152,-2,450,-350,350,550,-425,-275
tray,12,2.259674310684204,88,-60,2.272861003875732,-35,-373,24,android,73,-66,-2,148,-141,9,450,-350,350,550,-425,-275
tray,12,2.61158561706543,240,-72,2.527533531188965,-23,-389,24,android,250,-81,175,325,-156,-6,450,-350,350,550,-425,-275
tray,12,1.866073608398438,-244,-204,2.13396954536438,0,-369,24,android,-214,-224,-289,-139,-299,-149,450,-350,350,550,-425,-275
tray,12,2.926795244216919,-50,-214,4.445326805114746,17,-389,24,android,-74,-204,-149,1,-279,-129,450,-350,350,550,-425,-275
tray,12,3.251219511032104,75,-235,4.849158763885498,1,-365,24,android,86,-244,11,161,-319,-169,450,-350,350,550,-425,-275
tray,12,3.663265705108643,206,-225,0.901005744934082,-14,-398,24,android,208,-218,133,283,-293,-143,450,-350,350,550,-425,-275
tray,12,3.568740844726562,49,-231,0.9314247369766235,-17,-381,24,android,68,-217,-7,143,-292,-142,450,-350,350,550,-425,-275
tray,12,2.506205558776855,-79,-113,1.793777108192444,-102,-238,24,android,-99,-243,-174,-24,-318,-168,450,-350,350,550,-425,-275
tray,12,2.47910213470459,-253,-236,3.005243301391602,0,-368,24,android,-206,-221,-281,-131,-296,-146,450,-350,350,550,-425,-275
tray,12,2.365308284759521,183,-62,3.194127321243286,3,-379,24,android,202,-60,127,277,-135,15,450,-350,350,550,-425,-275
tray,12,3.28620433807373,86,-81,3.14853048324585,-1,-390,24,android,75,-90,0,150,-165,-15,450,-350,350,550,-425,-275
tray,12,2.709774017333984,-70,-89,0.9303351044654846,10,-356,24,android,-63,-100,-138,12,-175,-25,450,-350,350,550,-425,-275
tray,12,1.942075848579407,-223,-87,2.852763175964355,3,-381,24,android,-222,-88,-297,-147,-163,-13,450,-350,350,550,-425,-275
tray,12,1.181139588356018,243,52,1.71162736415863,-15,-360,24,android,233,53,158,308,-22,128,450,-350,350,550,-425,-275
tray,12,1.838714838027954,67,70,2.335814952850342,6,-376,24,android,58,87,-17,133,12,162,450,-350,350,550,-425,-275
tray,12,1.567204713821411,245,-214,1.244856476783752,-11,-380,24,android,241,-200,166,316,-275,-125,450,-350,350,550,-425,-275
tray,12,2.864933252334595,48,-259,2.80539608001709,14,-372,24,android,53,-245,-22,128,-320,-170,450,-350,350,550,-425,-275
tray,12,4.60276985168457,-97,-213,1.881484270095825,3,-372,24,android,-78,-204,-153,-3,-279,-129,450,-350,350,550,-425,-275
tray,12,4.378100395202637,-255,-252,6.705896854400635,13,-379,24,android,-244,-240,-319,-169,-315,-165,450,-350,350,550,-425,-275
tray,12,1.099403738975525,225,-88,0.8913331031799316,17,-398,24,android,215,-70,140,290,-145,5,450,-350,350,550,-425,-275
tray,12,2.197909832000732,40,-51,1.567714810371399,21,-358,24,android,50,-51,-25,125,-126,24,450,-350,350,550,-425,-275
tray,12,1.835430502891541,-75,-84,0.8096106052398682,4,-364,24,android,-77,-99,-152,-2,-174,-24,450,-350,350,550,-425,-275
tray,12,2.009389400482178,-236,-100,3.599405527114868,11,-382,24,android,-240,-88,-315,-165,-163,-13,450,-350,350,550,-425,-275
tray,12,1.638049244880676,213,36,3.674928426742554,-14,-376,24,android,211,63,136,286,-12,138,450,-350,350,550,-425,-275
tray,12,1.041821718215942,55,51,1.884242057800293,40,-362,24,android,70,56,-5,145,-19,131,450,-350,350,550,-425,-275
tray,12,2.051023006439209,-52,117,2.763394832611084,15,-385,24,android,-57,100,-132,18,25,175,450,-350,350,550,-425,-275
tray,12,1.802836298942566,-209,60,4.005774974822998,-25,-395,24,android,-210,68,-285,-135,-7,143,450,-350,350,550,-425,-275
tray,12,1.185020565986633,189,222,1.633085489273071,36,-364,24,android,202,239,127,277,164,314,450,-350,350,550,-425,-275
tray,12,1.444670796394348,108,223,3.847737550735474,11,-390,24,android,93,233,18,168,158,308,450,-350,350,550,-425,-275
tray,12,0.7131247520446777,-95,199,2.150696754455566,19,-396,24,android,-98,202,-173,-23,127,277,450,-350,350,550,-425,-275
tray,12,1.581941485404968,-227,210,2.919909477233887,-1,-364,24,android,-213,217,-288,-138,142,292,450,-350,350,550,-425,-275
tray,12,0.7576109170913696,-83,211,5.55217981338501,33,-371,24,android,-67,200,-142,8,125,275,450,-350,350,550,-425,-275
tray,12,3.158367872238159,96,219,2.040610551834106,-4,-399,24,android,90,201,15,165,126,276,450,-350,350,550,-425,-275
tray,12,1.18144953250885,233,249,4.145639896392822,11,-379,24,android,223,250,148,298,175,325,450,-350,350,550,-425,-275
tray,12,2.524739503860474,-252,86,1.741132855415344,45,-396,24,android,-238,88,-313,-163,13,163,450,-350,350,550,-425,-275
tray,12,1.739683270454407,-93,61,5.957695007324219,33,-366,24,android,-99,51,-174,-24,-24,126,450,-350,350,550,-425,-275
tray,12,0.9329601526260376,72,103,1.714165449142456,3,-416,24,android,72,91,-3,147,16,166,450,-350,350,550,-425,-275
tray,12,1.163433313369751,182,77,1.323645234107971,-2,-393,24,android,204,76,129,279,1,151,450,-350,350,550,-425,-275
tray,12,2.133407831192017,-237,-105,1.822284340858459,1,-380,24,android,-227,-85,-302,-152,-160,-10,450,-350,350,550,-425,-275
tray,12,2.304168224334717,-55,-90,2.458442449569702,-16,-382,24,android,-66,-92,-141,9,-167,-17,450,-350,350,550,-425,-275
dots,12,0.7906590700149536,-249,228,3.515478372573853,-15,-374,24,android,-249,225,-324,-174,150,300,450,-350,350,550,-425,-275
dots,12,1.806672811508179,-86,237,2.334892988204956,14,-388,24,android,-80,249,-155,-5,174,324,450,-350,350,550,-425,-275
dots,12,0.8541921973228455,79,237,2.539486408233643,-1,-381,24,android,87,244,12,162,169,319,450,-350,350,550,-425,-275
dots,12,1.400080680847168,248,227,2.1164710521698,-1,-397,24,android,241,224,166,316,149,299,450,-350,350,550,-425,-275
dots,12,1.407050251960754,-271,59,2.125874996185303,-66,-378,24,android,-244,78,-319,-169,3,153,450,-350,350,550,-425,-275
dots,12,1.98945426940918,-73,61,1.791998386383057,7,-394,24,android,-77,59,-152,-2,-16,134,450,-350,350,550,-425,-275
dots,12,2.230956315994263,87,65,3.268782138824463,2,-374,24,android,85,82,10,160,7,157,450,-350,350,550,-425,-275
dots,12,1.804174661636353,222,65,5.098834037780762,-15,-375,24,android,234,70,159,309,-5,145,450,-350,350,550,-425,-275
dots,12,2.445068120956421,-242,-81,1.30737042427063,2,-357,24,android,-241,-73,-316,-166,-148,2,450,-350,350,550,-425,-275
dots,12,2.397642135620117,-58,-75,5.502282619476318,-37,-366,24,android,-50,-64,-125,25,-139,11,450,-350,350,550,-425,-275
dots,12,3.357620477676392,79,-69,3.292333602905273,7,-372,24,android,79,-59,4,154,-134,16,450,-350,350,550,-425,-275
dots,12,2.787738084793091,226,-50,2.47993278503418,-21,-403,24,android,202,-56,127,277,-131,19,450,-350,350,550,-425,-275
dots,12,2.700689554214478,-212,-179,2.468745470046997,-11,-390,24,android,-241,-206,-316,-166,-281,-131,450,-350,350,550,-425,-275
dots,12,2.726986646652222,-80,-222,0.9798219203948975,11,-412,24,android,-75,208,-150,0,133,283,450,-350,350,550,-425,-275
dots,12,5.300258636474609,74,-248,3.960857152938843,2,-375,24,android,80,-249,5,155,-324,-174,450,-350,350,550,-425,-275
dots,12,2.477963209152222,214,-198,1.336709022521973,14,-372,24,android,206,-201,131,281,-276,-126,450,-350,350,550,-425,-275
dots,12,1.904030799865723,111,-242,1.083982825279236,-5,-383,24,android,96,-238,21,171,-313,-163,450,-350,350,550,-425,-275
dots,12,0.5904717445373535,-22,-381,6.326383590698242,-48,-114,24,android,-52,-240,-127,23,-315,-165,450,-350,350,550,-425,-275
dots,12,3.085427522659302,-244,-202,3.848329067230225,-2,-365,24,android,-234,-207,-309,-159,-282,-132,450,-350,350,550,-425,-275
dots,12,1.771990776062012,254,-103,3.385235548019409,2,-377,24,android,239,-80,164,314,-155,-5,450,-350,350,550,-425,-275
dots,12,3.147224903106689,67,-75,0.8548497557640076,-9,-371,24,android,52,-75,-23,127,-150,0,450,-350,350,550,-425,-275
dots,12,2.2416672706604,-63,-90,1.199786305427551,-21,-366,24,android,-86,-76,-161,-11,-151,-1,450,-350,350,550,-425,-275
dots,12,2.008822917938232,-200,-72,1.898743987083435,-18,-357,24,android,-209,-74,-284,-134,-149,1,450,-350,350,550,-425,-275
dots,12,1.349230527877808,257,92,2.211519479751587,-10,-374,24,android,232,72,157,307,-3,147,450,-350,350,550,-425,-275
dots,12,1.288485884666443,68,56,3.015016794204712,7,-371,24,android,90,69,15,165,-6,144,450,-350,350,550,-425,-275
dots,12,3.553717851638794,212,-219,2.756731033325195,18,-390,24,android,229,-219,154,304,-294,-144,450,-350,350,550,-425,-275
dots,12,2.648433923721313,82,-253,1.167363166809082,-29,-377,24,android,67,-249,-8,142,-324,-174,450,-350,350,550,-425,-275
dots,12,3.925038814544678,-56,-226,0.5723293423652649,-16,-387,24,android,-57,-223,-132,18,-298,-148,450,-350,350,550,-425,-275
dots,12,3.06873631477356,-203,-222,1.792421936988831,-33,-351,24,android,-206,-209,-281,-131,-284,-134,450,-350,350,550,-425,-275
dots,12,1.395922183990479,215,-97,3.273601770401001,-10,-376,24,android,201,-71,126,276,-146,4,450,-350,350,550,-425,-275
dots,12,3.208292245864868,89,-62,1.384150743484497,22,-352,24,android,93,-59,18,168,-134,16,450,-350,350,550,-425,-275
dots,12,2.020576953887939,-118,-57,2.737564563751221,7,-366,24,android,-93,-65,-168,-18,-140,10,450,-350,350,550,-425,-275
dots,12,3.271382093429565,-252,-67,0.9003389477729797,-25,-365,24,android,-242,-71,-317,-167,-146,4,450,-350,350,550,-425,-275
dots,12,1.243206024169922,197,48,1.308011531829834,-3,-373,24,android,207,58,132,282,-17,133,450,-350,350,550,-425,-275
dots,12,1.488399863243103,47,82,6.284032344818115,7,-372,24,android,54,81,-21,129,6,156,450,-350,350,550,-425,-275
dots,12,1.584906220436096,-75,88,2.204413890838623,43,-352,24,android,-72,95,-147,3,20,170,450,-350,350,550,-425,-275
dots,12,1.134559988975525,-225,63,1.261049866676331,3,-377,24,android,-224,66,-299,-149,-9,141,450,-350,350,550,-425,-275
dots,12,1.318225741386414,210,210,2.18163013458252,7,-375,24,android,217,217,142,292,142,292,450,-350,350,550,-425,-275
dots,12,1.14898669719696,97,218,1.979514718055725,-22,-385,24,android,94,222,19,169,147,297,450,-350,350,550,-425,-275
dots,12,0.9149329662322998,-64,225,1.543878555297852,46,-389,24,android,-65,232,-140,10,157,307,450,-350,350,550,-425,-275
dots,12,5.100843906402588,-231,200,1.816482663154602,-13,-382,24,android,-206,206,-281,-131,131,281,450,-350,350,550,-425,-275
dots,12,1.679327368736267,-82,244,1.305929064750671,43,-364,24,android,-87,247,-162,-12,172,322,450,-350,350,550,-425,-275
dots,12,1.34853458404541,85,210,0.9397751092910767,6,-362,24,android,97,215,22,172,140,290,450,-350,350,550,-425,-275
dots,12,1.068582057952881,243,212,3.352562665939331,-7,-359,24,android,247,213,172,322,138,288,450,-350,350,550,-425,-275
dots,12,1.010959029197693,-203,66,3.364654541015625,4,-381,24,android,-220,67,-295,-145,-8,142,450,-350,350,550,-425,-275
dots,12,1.209094643592834,-57,93,1.76497220993042,-22,-381,24,android,-57,90,-132,18,15,165,450,-350,350,550,-425,-275
dots,12,1.33996593952179,71,90,1.944374203681946,57,-369,24,android,94,87,19,169,12,162,450,-350,350,550,-425,-275
dots,12,1.838322401046753,236,47,1.44013774394989,-3,-382,24,android,217,81,142,292,6,156,450,-350,350,550,-425,-275
dots,12,5.580573558807373,-216,-72,2.290805578231812,14,-368,24,android,-203,-81,-278,-128,-156,-6,450,-350,350,550,-425,-275
dots,12,2.097343444824219,-62,-94,1.404080390930176,11,-378,24,android,-70,-96,-145,5,-171,-21,450,-350,350,550,-425,-275
both,12,1.022385716438293,-236,227,1.012213587760925,215,-68,24,android,-238,232,-313,-163,157,307,212,-68,137,287,-143,7
both,12,0.8986513018608093,-65,240,0.9012295007705688,110,-67,24,android,-51,238,-126,24,163,313,99,-62,24,174,-137,13
both,12,0.8455687761306763,80,262,0.8443751335144043,-77,-63,24,android,84,248,9,159,173,323,-66,-52,-141,9,-127,23
both,12,1.850335121154785,236,244,0.4029763340950012,200,117,24,android,215,249,140,290,174,324,215,99,140,290,24,174
both,12,1.33493959903717,107,75,0.5750289559364319,-215,83,24,android,-202,79,-277,-127,4,154,98,79,23,173,4,154
both,12,1.650296092033386,-241,71,0.4049414694309235,-87,67,24,android,-98,71,-173,-23,-4,146,-248,71,-323,-173,-4,146
both,12,0.89646315574646,94,97,0.8549520373344421,254,235,24,android,91,89,16,166,14,164,241,239,166,316,164,314
both,12,0.9907826781272888,78,216,0.5268438458442688,254,49,24,android,225,64,150,300,-11,139,75,214,0,150,139,289
both,12,0.9484317302703857,-110,224,1.524825692176819,-229,-75,24,android,-248,-54,-323,-173,-129,21,-98,246,-173,-23,171,321
both,12,1.086114883422852,-233,236,1.790555715560913,-82,-76,24,android,-93,-70,-168,-18,-145,5,-243,230,-318,-168,155,305
both,12,0.8673205971717834,88,243,2.431686162948608,73,-48,24,android,80,-53,5,155,-128,22,80,247,5,155,172,322
both,12,1.350578427314758,210,224,2.369592905044556,215,-69,24,android,232,-65,157,307,-140,10,232,235,157,307,160,310
both,12,1.725874066352844,-237,44,1.961315155029297,-237,-266,24,android,-232,-248,-307,-157,-323,-173,-232,52,-307,-157,-23,127
both,12,1.815387606620789,-55,59,1.402649998664856,-56,-249,24,android,-59,-232,-134,16,-307,-157,-59,68,-134,16,-7,143
both,12,1.068624138832092,101,68,2.506934404373169,74,-215,24,android,91,-233,16,166,-308,-158,91,67,16,166,-8,142
both,12,2.178131580352783,253,60,1.415258049964905,265,-231,24,android,242,-231,167,317,-306,-156,242,69,167,317,-6,144
both,12,2.08358359336853,-206,-76,0.4631540179252625,94,-213,24,android,74,-215,-1,149,-290,-140,-226,-65,-301,-151,-140,10
both,12,2.2589430809021,-72,-87,1.104618310928345,-74,-238,24,android,-87,-226,-162,-12,-301,-151,-87,-76,-162,-12,-151,-1
both,12,2.180109024047852,248,-88,0.6831269264221191,-229,-245,24,android,-213,-240,-288,-138,-315,-165,237,-90,162,312,-165,-15
both,12,2.040590524673462,220,-78,0.842365562915802,31,-213,24,android,202,-83,127,277,-158,-8,52,-233,-23,127,-308,-158
both,12,2.58258843421936,214,237,4.636364459991455,-24,-373,24,android,70,-60,-5,145,-135,15,220,240,145,295,165,315
both,12,1.278461575508118,-242,57,0.4788007438182831,-71,-66,24,android,-68,-71,-143,7,-146,4,-218,79,-293,-143,4,154
both,12,1.304639339447021,-61,101,1.061110615730286,-229,-61,24,android,-223,-64,-298,-148,-139,11,-73,86,-148,2,11,161
both,12,1.789138317108154,239,60,1.361421465873718,255,-280,24,android,237,58,162,312,-17,133,237,-242,162,312,-317,-167
both,12,1.569661855697632,64,65,1.32652759552002,65,-235,24,android,61,72,-14,136,-3,147,61,-228,-14,136,-303,-153
both,12,0.9492781162261963,-249,79,1.009704828262329,216,-226,24,android,206,-216,131,281,-291,-141,-244,84,-319,-169,9,159
both,12,1.272491574287415,-69,105,0.5903407335281372,52,-198,24,android,76,-204,1,151,-279,-129,-74,96,-149,1,21,171
both,12,1.463906645774841,45,79,0.8522393703460693,-109,-192,24,android,-88,-211,-163,-13,-286,-136,62,89,-13,137,14,164
both,12,1.213525056838989,244,40,0.7610738277435303,-218,-265,24,android,-218,-241,-293,-143,-316,-166,232,59,157,307,-16,134
both,12,1.329349040985107,205,-86,0.6405569911003113,-236,-71,24,android,216,-76,141,291,-151,-1,-234,-76,-309,-159,-151,-1
both,12,1.521913647651672,96,-90,0.5616292953491211,-48,-234,24,android,89,-95,14,164,-170,-20,-61,245,-136,14,170,320
both,12,2.896341562271118,-69,-74,0.4990437924861908,-206,-192,24,android,-82,-61,-157,-7,-136,14,-232,-211,-307,-157,-286,-136
both,12,1.120837688446045,-46,209,0.5261110663414001,-193,-97,24,android,-218,-84,-293,-143,-159,-9,-68,216,-143,7,141,291
both,12,1.971688151359558,65,232,0.8867545127868652,194,70,24,android,214,81,139,289,6,156,64,231,-11,139,156,306
both,12,1.760028958320618,93,54,2.524912357330322,-66,-225,24,android,97,70,22,172,-5,145,-53,-230,-128,22,-305,-155
both,12,2.491254091262817,243,-38,0.5731627345085144,-44,94,24,android,-50,96,-125,25,21,171,250,-54,175,325,-129,21
both,12,1.413194060325623,-227,64,1.559405207633972,-208,-226,24,android,-210,73,-285,-135,-2,148,-210,-227,-285,-135,-302,-152
both,12,1.594311714172363,252,209,1.505290508270264,-36,-239,24,android,243,213,168,318,138,288,-57,-237,-132,18,-312,-162
both,12,1.396527051925659,48,213,0.8396795988082886,-76,-57,24,android,52,217,-23,127,142,292,-98,-83,-173,-23,-158,-8
both,12,0.7437165379524231,-108,245,1.245283365249634,-237,-74,24,android,-88,231,-163,-13,156,306,-238,-69,-313,-163,-144,6
both,12,0.9611307382583618,-229,221,1.027867436408997,252,73,24,android,-218,215,-293,-143,140,290,232,65,157,307,-10,140
both,12,1.150988459587097,-65,217,0.8061213493347168,119,58,24,android,-59,208,-134,16,133,283,91,58,16,166,-17,133
both,12,1.598706126213074,63,236,0.7776322364807129,-73,100,24,android,68,240,-7,143,165,315,-82,90,-157,-7,15,165
both,12,1.085564494132996,204,202,1.681520342826843,218,-269,24,android,207,203,132,282,128,278,207,-247,132,282,-322,-172
both,12,3.318907022476196,-265,104,0.66798996925354,26,-190,24,android,-247,93,-322,-172,18,168,53,-207,-22,128,-282,-132
both,12,1.898113489151001,-104,94,0.6238110661506653,-90,-178,24,android,-86,99,-161,-11,24,174,-86,-201,-161,-11,-276,-126
both,12,3.324559688568115,88,93,0.7243807315826416,-216,-173,24,android,79,100,4,154,25,175,-221,-200,-296,-146,-275,-125
both,12,1.301891088485718,244,81,2.118483543395996,79,-71,24,android,229,99,154,304,24,174,79,-51,4,154,-126,24
both,12,1.178261637687683,-70,245,2.603912591934204,-220,-53,24,android,-218,-50,-293,-143,-125,25,-68,250,-143,7,175,325
both,12,1.383485555648804,229,243,0.871877908706665,-57,-36,24,android,-54,-54,-129,21,-129,21,246,246,171,321,171,321
tray,16,1.058115363121033,-223,196,1.945573687553406,-20,-379,24,android,-217,211,-292,-142,136,286,450,-350,350,550,-425,-275
tray,16,0.9307709336280823,-85,214,14.41210460662842,4,-383,24,android,-81,217,-156,-6,142,292,450,-350,350,550,-425,-275
tray,16,1.224021911621094,78,209,3.024152994155884,4,-363,24,android,78,212,3,153,137,287,450,-350,350,550,-425,-275
tray,16,1.397759437561035,211,212,2.88676381111145,-18,-361,24,android,211,215,136,286,140,290,450,-350,350,550,-425,-275
tray,16,3.78606915473938,-224,60,2.789957284927368,-10,-363,24,android,-215,51,-290,-140,-24,126,450,-350,350,550,-425,-275
tray,16,2.072714567184448,-92,49,2.225865840911865,35,-368,24,android,-78,66,-153,-3,-9,141,450,-350,350,550,-425,-275
