trialtype,setsize,time1,click1x,click1y,time2,click2x,click2y,id,platform,posx1,posy1,posxmin1,posxmax1,posymin1,posymax1,posx2,posy2,posxmin2,posxmax2,posymin2,posymax2
dots,12,0.698992908000946,-46,44,1.032696843147278,11,-382,4,android,-77,59,-152,-2,-16,134,450,-350,350,550,-425,-275
dots,12,0.9156172871589661,89,77,1.216577649116516,-65,-359,4,android,85,82,10,160,7,157,450,-350,350,550,-425,-275
dots,12,2.265979051589966,216,35,0.4993504583835602,18,-416,4,android,234,70,159,309,-5,145,450,-350,350,550,-425,-275
dots,12,2.165739059448242,-266,-58,0.9327670335769653,51,-328,4,android,-241,-73,-316,-166,-148,2,450,-350,350,550,-425,-275
dots,12,2.482282876968384,-33,-57,1.399572491645813,-15,-348,4,android,-50,-64,-125,25,-139,11,450,-350,350,550,-425,-275
dots,12,1.048982739448547,97,-44,1.216153621673584,-12,-385,4,android,79,-59,4,154,-134,16,450,-350,350,550,-425,-275
dots,12,1.232213377952576,220,-49,0.9327823519706726,1,-378,4,android,202,-56,127,277,-131,19,450,-350,350,550,-425,-275
dots,12,1.499209403991699,-247,-188,0.999291181564331,7,-370,4,android,-241,-206,-316,-166,-281,-131,450,-350,350,550,-425,-275
dots,12,1.832275867462158,-60,-207,0.9160410761833191,-7,-402,4,android,-75,208,-150,0,133,283,450,-350,350,550,-425,-275
dots,12,0.7490884065628052,83,-308,0.7992925643920898,-16,-400,4,android,80,-249,5,155,-324,-174,450,-350,350,550,-425,-275
dots,12,3.448892831802368,195,-202,0.5659539699554443,41,-380,4,android,206,-201,131,281,-276,-126,450,-350,350,550,-425,-275
dots,12,1.39899218082428,80,-232,0.4823276102542877,27,-375,4,android,96,-238,21,171,-313,-163,450,-350,350,550,-425,-275
dots,12,1.615577340126038,-50,-245,1.465777158737183,-14,-408,4,android,-52,-240,-127,23,-315,-165,450,-350,350,550,-425,-275
dots,12,1.115700602531433,-215,-188,0.8328368663787842,36,-395,4,android,-234,-207,-309,-159,-282,-132,450,-350,350,550,-425,-275
dots,12,1.649043321609497,264,-71,1.082568526268005,-11,-411,4,android,239,-80,164,314,-155,-5,450,-350,350,550,-425,-275
dots,12,1.715864419937134,80,-74,0.4326630532741547,41,-395,4,android,52,-75,-23,127,-150,0,450,-350,350,550,-425,-275
dots,12,1.515520572662354,-103,-87,0.6661404371261597,-26,-398,4,android,-86,-76,-161,-11,-151,-1,450,-350,350,550,-425,-275
dots,12,1.315610408782959,-219,-106,1.282915830612183,46,-361,4,android,-209,-74,-284,-134,-149,1,450,-350,350,550,-425,-275
dots,12,2.68239951133728,247,82,0.8495721220970154,4,-358,4,android,232,72,157,307,-3,147,450,-350,350,550,-425,-275
dots,12,2.265664577484131,65,99,0.7661579251289368,-56,-362,4,android,90,69,15,165,-6,144,450,-350,350,550,-425,-275
dots,12,1.415588140487671,256,-243,0.899435818195343,-38,-385,4,android,229,-219,154,304,-294,-144,450,-350,350,550,-425,-275
dots,12,1.265481114387512,88,-221,1.516276955604553,3,-364,4,android,67,-249,-8,142,-324,-174,450,-350,350,550,-425,-275
dots,12,1.598901510238647,-225,-221,0.8495764136314392,-12,-347,4,android,-57,-223,-132,18,-298,-148,450,-350,350,550,-425,-275
dots,12,1.948973536491394,-223,-199,0.6493576765060425,41,-362,4,android,-206,-209,-281,-131,-284,-134,450,-350,350,550,-425,-275
dots,12,1.448976755142212,227,-95,0.6995131969451904,10,-362,4,android,201,-71,126,276,-146,4,450,-350,350,550,-425,-275
dots,12,2.615341424942017,103,-74,0.5992538928985596,-7,-383,4,android,93,-59,18,168,-134,16,450,-350,350,550,-425,-275
dots,12,1.13221549987793,-92,-77,0.6162406206130981,26,-359,4,android,-93,-65,-168,-18,-140,10,450,-350,350,550,-425,-275
dots,12,1.515892863273621,-230,-86,1.632762551307678,-41,-374,4,android,-242,-71,-317,-167,-146,4,450,-350,350,550,-425,-275
dots,12,3.215611457824707,182,34,0.7332494258880615,-10,-377,4,android,207,58,132,282,-17,133,450,-350,350,550,-425,-275
dots,12,0.965840756893158,72,76,0.6824448108673096,16,-374,4,android,54,81,-21,129,6,156,450,-350,350,550,-425,-275
dots,12,1.515535116195679,-49,98,0.5659289360046387,54,-388,4,android,-72,95,-147,3,20,170,450,-350,350,550,-425,-275
dots,12,3.648876190185547,-218,102,0.8161126375198364,-4,-394,4,android,-224,66,-299,-149,-9,141,450,-350,350,550,-425,-275
dots,12,3.265902757644653,227,191,0.6825088262557983,-5,-372,4,android,217,217,142,292,142,292,450,-350,350,550,-425,-275
dots,12,1.315825223922729,105,232,1.599444508552551,5,-395,4,android,94,222,19,169,147,297,450,-350,350,550,-425,-275
dots,12,1.682600975036621,-76,228,0.7660307884216309,30,-355,4,android,-65,232,-140,10,157,307,450,-350,350,550,-425,-275
dots,12,2.048932075500488,-218,196,2.099380016326904,10,-426,4,android,-206,206,-281,-131,131,281,450,-350,350,550,-425,-275
dots,12,1.065490484237671,-74,244,1.083053469657898,22,-385,4,android,-87,247,-162,-12,172,322,450,-350,350,550,-425,-275
dots,12,0.9990072846412659,88,191,1.499617576599121,26,-407,4,android,97,215,22,172,140,290,450,-350,350,550,-425,-275
dots,12,2.065470695495605,221,214,0.6829656362533569,-25,-338,4,android,247,213,172,322,138,288,450,-350,350,550,-425,-275
dots,12,1.798885583877563,-227,16,0.9163625240325928,-26,-360,4,android,-220,67,-295,-145,-8,142,450,-350,350,550,-425,-275
dots,12,0.7655074000358582,-66,129,1.032711982727051,-10,-345,4,android,-57,90,-132,18,15,165,450,-350,350,550,-425,-275
dots,12,1.115657091140747,97,102,0.9160774946212769,-3,-388,4,android,94,87,19,169,12,162,450,-350,350,550,-425,-275
dots,12,0.9160231947898865,229,68,0.8490592837333679,-8,-359,4,android,217,81,142,292,6,156,450,-350,350,550,-425,-275
dots,12,1.065781712532043,-225,-102,1.016191124916077,9,-421,4,android,-203,-81,-278,-128,-156,-6,450,-350,350,550,-425,-275
dots,12,7.015573501586914,45,56,1.549448251724243,-1,-355,4,android,-70,-96,-145,5,-171,-21,450,-350,350,550,-425,-275
both,12,2.099129438400269,216,-103,0.6161189079284668,-215,211,4,android,-238,232,-313,-163,157,307,212,-68,137,287,-143,7
both,12,0.9658777713775635,101,-76,0.5327308773994446,6,-407,4,android,-51,238,-126,24,163,313,99,-62,24,174,-137,13
both,12,1.165292620658875,125,214,0.7160558700561523,-34,-368,4,android,84,248,9,159,173,323,-66,-52,-141,9,-127,23
both,12,0.9322808980941772,206,98,0.6328092217445374,213,251,4,android,215,249,140,290,174,324,215,99,140,290,24,174
both,12,0.8489875793457031,-177,76,0.6660372018814087,125,67,4,android,-202,79,-277,-127,4,154,98,79,23,173,4,154
both,12,1.565500855445862,-76,58,0.5328651666641235,-31,-365,4,android,-98,71,-173,-23,-4,146,-248,71,-323,-173,-4,146
both,12,0.8986254334449768,87,72,0.6330012679100037,-23,-398,4,android,91,89,16,166,14,164,241,239,166,316,164,314
both,12,2.08242130279541,224,58,1.032598495483398,-10,-389,4,android,225,64,150,300,-11,139,75,214,0,150,139,289
both,12,1.882205247879028,-113,240,0.7328059673309326,-260,-43,4,android,-248,-54,-323,-173,-129,21,-98,246,-173,-23,171,321
both,12,2.232295036315918,-94,-72,0.8827468752861023,-244,241,4,android,-93,-70,-168,-18,-145,5,-243,230,-318,-168,155,305
both,12,2.099295616149902,108,226,0.7823408246040344,20,-380,4,android,80,-53,5,155,-128,22,80,247,5,155,172,322
both,12,2.648996591567993,219,261,0.7991899251937866,203,-59,4,android,232,-65,157,307,-140,10,232,235,157,307,160,310
both,12,1.08231794834137,-223,44,0.6660676002502441,-237,-260,4,android,-232,-248,-307,-157,-323,-173,-232,52,-307,-157,-23,127
both,12,1.215575933456421,-61,49,0.7663095593452454,-45,-233,4,android,-59,-232,-134,16,-307,-157,-59,68,-134,16,-7,143
both,12,0.8323931097984314,80,88,0.7496485114097595,-27,-395,4,android,91,-233,16,166,-308,-158,91,67,16,166,-8,142
both,12,2.516140699386597,248,73,1.398995637893677,258,-240,4,android,242,-231,167,317,-306,-156,242,69,167,317,-6,144
both,12,1.915653347969055,-222,-61,0.8160808086395264,57,-262,4,android,74,-215,-1,149,-290,-140,-226,-65,-301,-151,-140,10
both,12,1.798539400100708,-81,-103,0.36633259057998657,-64,-256,4,android,-87,-226,-162,-12,-301,-151,-87,-76,-162,-12,-151,-1
both,12,1.032349586486816,284,-91,0.7661101222038269,-225,-224,4,android,-213,-240,-288,-138,-315,-165,237,-90,162,312,-165,-15
both,12,1.182091116905212,42,-227,1.549604415893555,218,-92,4,android,202,-83,127,277,-158,-8,52,-233,-23,127,-308,-158
both,12,1.448847055435181,55,-49,1.383092641830444,-13,-330,4,android,70,-60,-5,145,-135,15,220,240,145,295,165,315
both,12,1.265700697898865,-252,71,0.4994153380393982,-56,-96,4,android,-68,-71,-143,7,-146,4,-218,79,-293,-143,4,154
both,12,0.9155407547950745,-81,89,1.349515914916992,-190,-64,4,android,-223,-64,-298,-148,-139,11,-73,86,-148,2,11,161
both,12,1.082443118095398,255,42,1.132666349411011,194,-265,4,android,237,58,162,312,-17,133,237,-242,162,312,-317,-167
both,12,0.7992041110992432,54,29,0.6659598350524902,62,-217,4,android,61,72,-14,136,-3,147,61,-228,-14,136,-303,-153
both,12,2.982228517532349,240,-242,0.4328570365905762,76,-401,4,android,206,-216,131,281,-291,-141,-244,84,-319,-169,9,159
both,12,1.099067687988281,-79,68,0.6993997097015381,98,-249,4,android,76,-204,1,151,-279,-129,-74,96,-149,1,21,171
both,12,1.015656709671021,91,104,0.83257657289505,-95,-204,4,android,-88,-211,-163,-13,-286,-136,62,89,-13,137,14,164
both,12,0.9658174514770508,257,52,0.6825469136238098,-252,-246,4,android,-218,-241,-293,-143,-316,-166,232,59,157,307,-16,134
both,12,1.065442681312561,237,-99,0.7495369911193848,9,-392,4,android,216,-76,141,291,-151,-1,-234,-76,-309,-159,-151,-1
both,12,1.2656569480896,118,-104,0.7996020913124084,-53,-229,4,android,89,-95,14,164,-170,-20,-61,245,-136,14,170,320
both,12,1.349031209945679,-88,-79,0.4659188687801361,-203,-198,4,android,-82,-61,-157,-7,-136,14,-232,-211,-307,-157,-286,-136
both,12,1.382614731788635,-70,236,0.6326616406440735,-171,-82,4,android,-218,-84,-293,-143,-159,-9,-68,216,-143,7,141,291
both,12,1.465829253196716,220,134,0.6157969236373901,133,181,4,android,214,81,139,289,6,156,64,231,-11,139,156,306
both,12,1.198826432228088,98,64,1.115946412086487,-98,-228,4,android,97,70,22,172,-5,145,-53,-230,-128,22,-305,-155
both,12,1.298840403556824,-45,100,0.6161149144172668,-28,-384,4,android,-50,96,-125,25,21,171,250,-54,175,325,-129,21
both,12,1.315666437149048,-223,101,0.5991978645324707,-200,-231,4,android,-210,73,-285,-135,-2,148,-210,-227,-285,-135,-302,-152
both,12,0.8659000992774963,266,191,1.04928195476532,-35,-204,4,android,243,213,168,318,138,288,-57,-237,-132,18,-312,-162
both,12,0.8990188241004944,88,202,0.6661137342453003,-106,-66,4,android,52,217,-23,127,142,292,-98,-83,-173,-23,-158,-8
both,12,1.482088685035706,-56,236,0.9495387077331543,-228,-65,4,android,-88,231,-163,-13,156,306,-238,-69,-313,-163,-144,6
both,12,1.532544255256653,236,82,1.199128985404968,-192,225,4,android,-218,215,-293,-143,140,290,232,65,157,307,-10,140
both,12,0.9488711357116699,72,42,0.766263484954834,20,-384,4,android,-59,208,-134,16,133,283,91,58,16,166,-17,133
both,12,1.065319299697876,76,226,0.7495537996292114,-76,78,4,android,68,240,-7,143,165,315,-82,90,-157,-7,15,165
both,12,3.065500497817993,196,-240,1.499610185623169,219,205,4,android,207,203,132,282,128,278,207,-247,132,282,-322,-172
both,12,1.282285213470459,-216,94,0.5663058757781982,82,-204,4,android,-247,93,-322,-172,18,168,53,-207,-22,128,-282,-132
both,12,0.9323287010192871,-70,88,0.6659348011016846,-62,-204,4,android,-86,99,-161,-11,24,174,-86,-201,-161,-11,-276,-126
both,12,0.6991800665855408,59,119,1.349606156349182,-191,-196,4,android,79,100,4,154,25,175,-221,-200,-296,-146,-275,-125
both,12,1.46555507183075,78,-46,0.5659266710281372,242,86,4,android,229,99,154,304,24,174,79,-51,4,154,-126,24
both,12,1.082258820533752,-80,265,0.5829327702522278,-193,-30,4,android,-218,-50,-293,-143,-125,25,-68,250,-143,7,175,325
both,12,2.715726137161255,-84,-80,0.9494775533676147,322,282,4,android,-54,-54,-129,21,-129,21,246,246,171,321,171,321
tray,16,1.365617156028748,-200,189,0.7328736782073975,-7,-333,4,android,-217,211,-292,-142,136,286,450,-350,350,550,-425,-275
tray,16,1.415598392486572,-96,220,0.73282790184021,24,-399,4,android,-81,217,-156,-6,142,292,450,-350,350,550,-425,-275
tray,16,1.06548535823822,60,240,2.315944671630859,-29,-377,4,android,78,212,3,153,137,287,450,-350,350,550,-425,-275
tray,16,3.115663051605225,170,213,0.6827980875968933,-12,-377,4,android,211,215,136,286,140,290,450,-350,350,550,-425,-275
tray,16,1.249186396598816,-221,78,0.98235023021698,28,-355,4,android,-215,51,-290,-140,-24,126,450,-350,350,550,-425,-275
tray,16,0.9487265944480896,-69,82,1.299464583396912,5,-351,4,android,-78,66,-153,-3,-9,141,450,-350,350,550,-425,-275
tray,16,0.8991826772689819,75,82,1.582375288009644,12,-376,4,android,82,91,7,157,16,166,450,-350,350,550,-425,-275
tray,16,1.665597438812256,212,44,2.049466609954834,31,-392,4,android,227,55,152,302,-20,130,450,-350,350,550,-425,-275
tray,16,3.116022348403931,-260,-52,0.6658229827880859,70,-370,4,android,-218,-60,-293,-143,-135,15,450,-350,350,550,-425,-275
tray,16,1.765640497207642,-119,-73,0.6662024259567261,15,-403,4,android,-96,-68,-171,-21,-143,7,450,-350,350,550,-425,-275
tray,16,0.9323226809501648,136,-50,0.6496227383613586,34,-342,4,android,77,-68,2,152,-143,7,450,-350,350,550,-425,-275
tray,16,1.565835118293762,287,-86,1.416037559509277,20,-365,4,android,238,-95,163,313,-170,-20,450,-350,350,550,-425,-275
tray,16,2.649108171463013,-248,-208,0.4660938084125519,-27,-368,4,android,-225,-210,-300,-150,-285,-135,450,-350,350,550,-425,-275
tray,16,2.399040222167969,-50,-250,0.366097629070282,46,-371,4,android,-71,-237,-146,4,-312,-162,450,-350,350,550,-425,-275
tray,16,1.898953437805176,93,-197,0.4327159523963928,-29,-401,4,android,73,-225,-2,148,-300,-150,450,-350,350,550,-425,-275
tray,16,2.315627336502075,224,-201,0.9326768517494202,19,-345,4,android,220,-202,145,295,-277,-127,450,-350,350,550,-425,-275
tray,16,2.082504034042358,40,-218,0.3660307824611664,-48,-383,4,android,50,-205,-25,125,-280,-130,450,-350,350,550,-425,-275
tray,16,2.832191467285156,-91,-251,0.4496429562568665,3,-390,4,android,-96,-236,-171,-21,-311,-161,450,-350,350,550,-425,-275
tray,16,1.365562319755554,-200,-208,0.6163009405136108,7,-384,4,android,-206,-221,-281,-131,-296,-146,450,-350,350,550,-425,-275
tray,16,2.081809520721436,185,-56,0.666142463684082,59,-353,4,android,210,-56,135,285,-131,19,450,-350,350,550,-425,-275
tray,16,1.832168340682983,55,-102,0.7994254231452942,10,-388,4,android,51,-91,-24,126,-166,-16,450,-350,350,550,-425,-275
tray,16,1.149080157279968,-73,-104,0.7160996794700623,-10,-391,4,android,-70,-97,-145,5,-172,-22,450,-350,350,550,-425,-275
tray,16,1.732508182525635,-249,-48,1.382748126983643,-11,-361,4,android,-225,-52,-300,-150,-127,23,450,-350,350,550,-425,-275
tray,16,2.248948812484741,246,67,0.5326475501060486,-3,-410,4,android,221,68,146,296,-7,143,450,-350,350,550,-425,-275
tray,16,0.732452392578125,104,41,0.9494354724884033,37,-341,4,android,66,72,-9,141,-3,147,450,-350,350,550,-425,-275
tray,16,2.565599203109741,255,-190,0.7161059379577637,23,-364,4,android,241,-211,166,316,-286,-136,450,-350,350,550,-425,-275
tray,16,2.0989670753479,89,-232,0.8663526177406311,41,-396,4,android,94,-224,19,169,-299,-149,450,-350,350,550,-425,-275
tray,16,1.748737454414368,-91,-217,1.416389942169189,-3,-376,4,android,-82,-224,-157,-7,-299,-149,450,-350,350,550,-425,-275
tray,16,2.032264232635498,-182,-239,0.9826881289482117,-1,-331,4,android,-237,-233,-312,-162,-308,-158,450,-350,350,550,-425,-275
tray,16,2.499512672424316,236,-72,0.6322161555290222,9,-387,4,android,234,-66,159,309,-141,9,450,-350,350,550,-425,-275
tray,16,0.8321101069450378,91,-55,0.8827488422393799,-1,-371,4,android,89,-50,14,164,-125,25,450,-350,350,550,-425,-275
tray,16,1.982331991195679,-91,-104,1.049494504928589,33,-382,4,android,-87,-100,-162,-12,-175,-25,450,-350,350,550,-425,-275
tray,16,1.932423710823059,-229,-96,0.7495540380477905,27,-405,4,android,-206,-94,-281,-131,-169,-19,450,-350,350,550,-425,-275
tray,16,1.065514087677002,203,45,0.8494398593902588,-53,-390,4,android,210,71,135,285,-4,146,450,-350,350,550,-425,-275
tray,16,1.198786616325378,68,107,2.032991647720337,17,-377,4,android,77,93,2,152,18,168,450,-350,350,550,-425,-275
tray,16,1.015636444091797,-113,98,0.9496138095855713,-35,-377,4,android,-91,90,-166,-16,15,165,450,-350,350,550,-425,-275
tray,16,1.299085378646851,-230,42,0.5328278541564941,-15,-384,4,android,-238,50,-313,-163,-25,125,450,-350,350,550,-425,-275
tray,16,0.98246002197265625,200,233,1.348686456680298,-6,-372,4,android,207,223,132,282,148,298,450,-350,350,550,-425,-275
tray,16,0.9155037999153137,65,197,0.8327654600143433,44,-390,4,android,59,208,-16,134,133,283,450,-350,350,550,-425,-275
tray,16,1.265799164772034,-53,216,2.082845687866211,59,-384,4,android,-67,236,-142,8,161,311,450,-350,350,550,-425,-275
tray,16,1.815797209739685,-214,241,1.016141414642334,-41,-394,4,android,-204,247,-279,-129,172,322,450,-350,350,550,-425,-275
tray,16,1.382278800010681,-100,197,0.6159911751747131,72,-392,4,android,-85,205,-160,-10,130,280,450,-350,350,550,-425,-275
tray,16,1.432227849960327,59,224,0.6996306777000427,7,-410,4,android,53,231,-22,128,156,306,450,-350,350,550,-425,-275
tray,16,3.115532398223877,206,186,1.349398136138916,-19,-364,4,android,201,209,126,276,134,284,450,-350,350,550,-425,-275
tray,16,1.09911036491394,-235,66,0.8162955641746521,18,-383,4,android,-248,81,-323,-173,6,156,450,-350,350,550,-425,-275
tray,16,0.982259213924408,-108,92,1.649502754211426,42,-377,4,android,-99,90,-174,-24,15,165,450,-350,350,550,-425,-275
tray,16,0.8489639759063721,81,86,1.349412441253662,-18,-387,4,android,65,64,-10,140,-11,139,450,-350,350,550,-425,-275
tray,16,1.299167037010193,190,50,0.7992513179779053,-8,-342,4,android,208,63,133,283,-12,138,450,-350,350,550,-425,-275
tray,16,1.449004650115967,-251,-91,1.416050672531128,45,-408,4,android,-225,-87,-300,-150,-162,-12,450,-350,350,550,-425,-275
tray,16,1.398813605308533,-58,-67,0.8830182552337646,49,-381,4,android,-100,-51,-175,-25,-126,24,450,-350,350,550,-425,-275
dots,16,1.615962147712708,-246,244,0.8495795130729675,33,-429,4,android,-235,246,-310,-160,171,321,450,-350,350,550,-425,-275
dots,16,1.482458472251892,-92,234,0.6661484241485596,52,-389,4,android,-75,223,-150,0,148,298,450,-350,350,550,-425,-275
dots,16,1.34878408908844,60,223,1.09954845905304,20,-419,4,android,74,234,-1,149,159,309,450,-350,350,550,-425,-275
dots,16,4.615587711334229,214,199,0.7828019261360168,-37,-375,4,android,209,225,134,284,150,300,450,-350,350,550,-425,-275
dots,16,2.099194288253784,-223,78,1.682392477989197,4,-400,4,android,-247,59,-322,-172,-16,134,450,-350,350,550,-425,-275
dots,16,1.43207049369812,-57,83,1.582944989204407,-45,-346,4,android,-54,81,-129,21,6,156,450,-350,350,550,-425,-275
dots,16,3.665606737136841,118,76,0.4332620799541473,12,-362,4,android,99,87,24,174,12,162,450,-350,350,550,-425,-275
dots,16,2.160080194473267,253,53,1.915639758110046,30,-363,4,android,235,56,160,310,-19,131,450,-350,350,550,-425,-275
dots,16,1.532574415206909,-230,-60,2.182717323303223,-23,-375,4,android,-205,-68,-280,-130,-143,7,450,-350,350,550,-425,-275
dots,16,1.482228636741638,-70,-84,0.5659576654434204,32,-390,4,android,-68,-82,-143,7,-157,-7,450,-350,350,550,-425,-275
dots,16,2.532647132873535,98,-105,0.8659495711326599,31,-378,4,android,78,-94,3,153,-169,-19,450,-350,350,550,-425,-275
dots,16,3.831976652145386,-74,66,0.9161858558654785,16,-392,4,android,203,-76,128,278,-151,-1,450,-350,350,550,-425,-275
dots,16,1.615828990936279,-184,-217,0.3993765115737915,-32,-356,4,android,-214,-242,-289,-139,-317,-167,450,-350,350,550,-425,-275
dots,16,2.332679033279419,-51,-250,0.5163329243659973,-8,-376,4,android,-50,-249,-125,25,-324,-174,450,-350,350,550,-425,-275
dots,16,1.898931741714478,71,-234,0.449567586183548,-8,-383,4,android,67,-242,-8,142,-317,-167,450,-350,350,550,-425,-275
dots,16,1.299049258232117,240,-255,0.7663448452949524,38,-382,4,android,240,-247,165,315,-322,-172,450,-350,350,550,-425,-275
dots,16,1.098985195159912,-182,-539,1.066118597984314,87,-211,4,android,99,-214,24,174,-289,-139,450,-350,350,550,-425,-275
dots,16,2.499073028564453,-61,-219,0.5160635709762573,-21,-359,4,android,-56,-200,-131,19,-275,-125,450,-350,350,550,-425,-275
dots,16,2.282180309295654,-238,-274,0.6497046947479248,-13,-376,4,android,-203,-248,-278,-128,-323,-173,450,-350,350,550,-425,-275
dots,16,0.965575098991394,221,-71,0.8329304456710815,15,-408,4,android,218,-93,143,293,-168,-18,450,-350,350,550,-425,-275
dots,16,2.848857641220093,106,-104,0.7326830625534058,18,-393,4,android,84,-90,9,159,-165,-15,450,-350,350,550,-425,-275
dots,16,1.198877334594727,-86,-53,0.8661691546440125,27,-370,4,android,-91,-75,-166,-16,-150,0,450,-350,350,550,-425,-275
dots,16,12.23255729675293,-109,-212,2.182732343673706,-38,-379,4,android,-241,-50,-316,-166,-125,25,450,-350,350,550,-425,-275
dots,16,1.148928284645081,243,36,1.366254091262817,21,-377,4,android,214,52,139,289,-23,127,450,-350,350,550,-425,-275
dots,16,2.132376670837402,60,49,0.8826120495796204,55,-361,4,android,93,79,18,168,4,154,450,-350,350,550,-425,-275
dots,16,1.999103665351868,243,-222,0.7158812284469604,-8,-370,4,android,235,-220,160,310,-295,-145,450,-350,350,550,-425,-275
dots,16,2.015607833862305,67,-216,1.182802200317383,25,-350,4,android,56,-204,-19,131,-279,-129,450,-350,350,550,-425,-275
dots,16,2.815570116043091,222,249,1.232526540756226,-3,-425,4,android,-75,-206,-150,0,-281,-131,450,-350,350,550,-425,-275
dots,16,1.665925145149231,-192,-237,1.049363851547241,-12,-380,4,android,-211,-247,-286,-136,-322,-172,450,-350,350,550,-425,-275
dots,16,0.9493504166603088,243,-88,1.482583045959473,34,-385,4,android,236,-90,161,311,-165,-15,450,-350,350,550,-425,-275
dots,16,1.232216477394104,80,-80,1.016292095184326,-28,-389,4,android,69,-94,-6,144,-169,-19,450,-350,350,550,-425,-275
dots,16,1.532289743423462,-76,-69,1.782570719718933,-8,-399,4,android,-57,-52,-132,18,-127,23,450,-350,350,550,-425,-275
dots,16,1.498837351799011,-255,-94,0.732807993888855,-22,-367,4,android,-227,-89,-302,-152,-164,-14,450,-350,350,550,-425,-275
dots,16,1.632540702819824,219,95,1.149148106575012,38,-395,4,android,225,83,150,300,8,158,450,-350,350,550,-425,-275
dots,16,3.298859596252441,68,40,0.5826935768127441,17,-381,4,android,59,61,-16,134,-14,136,450,-350,350,550,-425,-275
dots,16,0.9320303201675415,-66,105,1.083056330680847,15,-414,4,android,-50,89,-125,25,14,164,450,-350,350,550,-425,-275
dots,16,2.16573166847229,-189,85,0.7496356964111328,-11,-356,4,android,-213,84,-288,-138,9,159,450,-350,350,550,-425,-275
dots,16,1.115530252456665,184,205,0.7658274173736572,-27,-395,4,android,219,228,144,294,153,303,450,-350,350,550,-425,-275
dots,16,1.299122333526611,106,222,1.93264639377594,43,-382,4,android,100,237,25,175,162,312,450,-350,350,550,-425,-275
dots,16,2.71540904045105,-79,225,1.282819986343384,9,-373,4,android,-70,228,-145,5,153,303,450,-350,350,550,-425,-275
dots,16,4.215680122375488,-248,201,0.6495749950408936,16,-402,4,android,-225,212,-300,-150,137,287,450,-350,350,550,-425,-275
dots,16,2.53212833404541,-57,233,0.5662717223167419,-30,-394,4,android,-75,216,-150,0,141,291,450,-350,350,550,-425,-275
dots,16,2.249111890792847,44,203,0.7493526935577393,-24,-400,4,android,57,226,-18,132,151,301,450,-350,350,550,-425,-275
dots,16,1.432374596595764,221,246,1.366217136383057,15,-374,4,android,238,242,163,313,167,317,450,-350,350,550,-425,-275
dots,16,2.682162284851074,-207,87,1.016170978546143,22,-398,4,android,-206,83,-281,-131,8,158,450,-350,350,550,-425,-275
dots,16,1.249008893966675,-24,32,1.333092927932739,23,-335,4,android,-52,60,-127,23,-15,135,450,-350,350,550,-425,-275
dots,16,1.048507452011108,74,103,1.899696946144104,29,-375,4,android,72,90,-3,147,15,165,450,-350,350,550,-425,-275
dots,16,1.615794062614441,209,95,0.9327720999717712,39,-383,4,android,203,81,128,278,6,156,450,-350,350,550,-425,-275
dots,16,1.482409834861755,-197,-75,0.6829664707183838,40,-442,4,android,-217,-58,-292,-142,-133,17,450,-350,350,550,-425,-275
dots,16,3.649079561233521,-71,-99,0.6991177797317505,34,-373,4,android,-73,-96,-148,2,-171,-21,450,-350,350,550,-425,-275
both,16,1.015739440917969,-176,246,0.7828596830368042,-7,-328,4,android,-200,239,-275,-125,164,314,250,-211,175,325,-286,-136
both,16,1.215786695480347,121,-241,1.582438111305237,-69,222,4,android,-71,209,-146,4,134,284,79,-241,4,154,-316,-166
both,16,1.582239270210266,49,235,1.032771110534668,-95,-226,4,android,56,211,-19,131,136,286,-94,-239,-169,-19,-314,-164
both,16,1.532391548156738,-181,-226,1.649256348609924,265,210,4,android,247,220,172,322,145,295,-203,-230,-278,-128,-305,-155
both,16,0.9825487732887268,268,-68,1.916236519813538,-226,51,4,android,-213,93,-288,-138,18,168,237,-57,162,312,-132,18
both,16,1.132473468780518,-56,58,1.399443626403809,-46,-114,4,android,-52,72,-127,23,-3,147,98,-78,23,173,-153,-3
both,16,0.7822970151901245,82,83,0.7993056774139404,-53,-127,4,android,89,57,14,164,-18,132,-61,-93,-136,14,-168,-18
both,16,1.882595300674438,-239,-118,0.649134635925293,311,55,4,android,234,54,159,309,-21,129,-216,-96,-291,-141,-171,-21
both,16,1.882351756095886,-241,-95,0.7659898400306702,-5,-379,4,android,-235,-86,-310,-160,-161,-11,215,64,140,290,-11,139
both,16,4.232321739196777,-71,-76,0.5494027137756348,52,-425,4,android,-77,-73,-152,-2,-148,2,73,77,-2,148,2,152
both,16,1.515832662582397,-82,62,0.4992836117744446,112,-66,4,android,89,-72,14,164,-147,3,-61,78,-136,14,3,153
both,16,2.082508325576782,-260,74,0.9327453970909119,22,-417,4,android,232,-68,157,307,-143,7,-218,82,-293,-143,7,157
both,16,1.465566396713257,-198,-214,0.9828201532363892,5,-394,4,android,-224,-216,-299,-149,-291,-141,226,234,151,301,159,309
both,16,1.28235125541687,109,210,0.9330142140388489,-7,-227,4,android,-64,-64,-139,11,-139,11,86,201,11,161,126,276
both,16,2.082113742828369,49,-220,0.6161641478538513,-9,-432,4,android,54,-227,-21,129,-302,-152,96,223,21,171,148,298
both,16,1.682196497917175,-218,228,1.682771325111389,227,-249,4,android,224,-238,149,299,-313,-163,-226,212,-301,-151,137,287
