trialtype,setsize,time1,time2,id,platform,correct1,correct2
tray,8,1.0258594751358,1.04573845863342,1,ios,TRUE,FALSE
dots,8,1.14533352851868,1.54793381690979,1,ios,TRUE,FALSE
dots,8,0.946690618991852,1.10041773319244,1,ios,TRUE,FALSE
dots,8,1.27627623081207,2.12712693214417,1,ios,TRUE,FALSE
dots,8,2.50921034812927,2.29572486877441,1,ios,TRUE,FALSE
dots,8,1.01149928569794,0.911787450313568,1,ios,TRUE,FALSE
dots,8,1.55107176303864,1.14337372779846,1,ios,TRUE,FALSE
dots,8,1.21279978752136,1.11247038841248,1,ios,TRUE,FALSE
dots,8,1.44401264190674,1.14426743984222,1,ios,TRUE,FALSE
dots,8,1.95964157581329,1.71436679363251,1,ios,TRUE,FALSE
dots,8,2.2930953502655,0.580062329769135,1,ios,TRUE,FALSE
dots,8,1.02583599090576,0.831014513969421,1,ios,TRUE,FALSE
dots,8,1.71354103088379,1.49677693843842,1,ios,TRUE,FALSE
dots,8,1.56212556362152,0.66084223985672,1,ios,TRUE,FALSE
dots,8,1.85342335700989,1.79700076580048,1,ios,TRUE,FALSE
dots,8,2.34385752677917,0.54710590839386,1,ios,TRUE,FALSE
dots,8,2.52438354492188,1.09687054157257,1,ios,TRUE,FALSE
dots,8,2.42706036567688,0.680344820022583,1,ios,TRUE,FALSE
dots,8,2.02796578407288,1.26306068897247,1,ios,TRUE,FALSE
dots,8,1.40482199192047,1.88161027431488,1,ios,TRUE,FALSE
dots,8,1.22650671005249,0.880459249019623,1,ios,TRUE,FALSE
dots,8,1.34454345703125,0.877946019172668,1,ios,TRUE,FALSE
dots,8,1.92913222312927,0.86305969953537,1,ios,TRUE,FALSE
dots,8,1.40744209289551,0.7654128074646,1,ios,TRUE,FALSE
dots,8,1.21871912479401,0.852560043334961,1,ios,TRUE,FALSE
dots,8,1.17522668838501,2.41277241706848,1,ios,TRUE,FALSE
dots,8,2.02728629112244,1.28040027618408,1,ios,TRUE,FALSE
dots,8,1.16165614128113,0.663389801979065,1,ios,TRUE,FALSE
dots,8,1.97848224639893,0.631028354167938,1,ios,TRUE,FALSE
dots,8,1.67654478549957,0.581154942512512,1,ios,TRUE,FALSE
dots,8,0.925597310066223,0.807827532291412,1,ios,TRUE,FALSE
dots,8,1.55807590484619,1.18122756481171,1,ios,TRUE,FALSE
dots,8,1.30722677707672,0.931679487228394,1,ios,FALSE,FALSE
dots,8,1.27683889865875,1.14552175998688,1,ios,TRUE,FALSE
dots,8,1.33933293819427,1.78030025959015,1,ios,TRUE,FALSE
dots,8,1.80919218063354,1.1823422908783,1,ios,TRUE,FALSE
dots,8,1.03989732265472,0.889683485031128,1,ios,TRUE,FALSE
dots,8,2.22473120689392,0.69746321439743,1,ios,TRUE,FALSE
dots,8,2.46484446525574,1.24673306941986,1,ios,TRUE,FALSE
dots,8,1.5896360874176,0.996912479400635,1,ios,TRUE,FALSE
dots,8,1.11094427108765,0.94672155380249,1,ios,TRUE,FALSE
dots,8,1.22509169578552,1.39877498149872,1,ios,TRUE,FALSE
dots,8,1.41414940357208,1.26355075836182,1,ios,TRUE,FALSE
dots,8,1.78814578056335,1.01507556438446,1,ios,TRUE,FALSE
dots,8,1.99311351776123,0.880916237831116,1,ios,TRUE,FALSE
dots,8,1.26092314720154,2.22984886169434,1,ios,TRUE,FALSE
dots,8,1.3694189786911,1.18194019794464,1,ios,TRUE,FALSE
dots,8,1.34342360496521,1.16330945491791,1,ios,TRUE,FALSE
dots,8,2.35788917541504,0.731636047363281,1,ios,TRUE,FALSE
dots,8,1.36410427093506,1.27996528148651,1,ios,TRUE,FALSE
dots,8,1.09297525882721,1.21429848670959,1,ios,TRUE,FALSE
both,8,1.22747051715851,0.780302822589874,1,ios,FALSE,FALSE
both,8,0.952495038509369,0.713058650493622,1,ios,TRUE,TRUE
both,8,1.20541024208069,0.666322231292725,1,ios,FALSE,FALSE
both,8,2.46396517753601,0.992117702960968,1,ios,TRUE,TRUE
both,8,0.996910274028778,0.865806579589844,1,ios,FALSE,FALSE
both,8,1.18964076042175,1.46389830112457,1,ios,TRUE,FALSE
both,8,1.29401540756226,0.862772762775421,1,ios,FALSE,FALSE
both,8,1.40614914894104,0.855726718902588,1,ios,FALSE,FALSE
both,8,1.6099556684494,1.11520171165466,1,ios,TRUE,FALSE
both,8,1.07369446754456,1.01328802108765,1,ios,TRUE,FALSE
both,8,1.64274418354034,1.6123822927475,1,ios,FALSE,FALSE
both,8,1.36351978778839,0.978504657745361,1,ios,FALSE,FALSE
both,8,0.911618292331696,0.813669443130493,1,ios,TRUE,TRUE
both,8,1.21156513690949,1.2137645483017,1,ios,TRUE,TRUE
both,8,1.97662615776062,0.396951347589493,1,ios,FALSE,FALSE
both,8,0.993244647979736,1.01521420478821,1,ios,TRUE,TRUE
both,8,0.97807389497757,0.762427508831024,1,ios,TRUE,TRUE
both,8,1.24703812599182,1.21391451358795,1,ios,TRUE,TRUE
both,8,1.41009199619293,0.39740064740181,1,ios,FALSE,FALSE
both,8,1.45875036716461,0.397272557020187,1,ios,FALSE,FALSE
both,8,1.89750874042511,0.597069501876831,1,ios,FALSE,FALSE
both,8,1.01715064048767,0.630431056022644,1,ios,TRUE,TRUE
both,8,1.24816703796387,0.562725782394409,1,ios,FALSE,FALSE
both,8,1.21162724494934,0.71562385559082,1,ios,FALSE,FALSE
both,8,0.894778370857239,0.916106164455414,1,ios,FALSE,FALSE
both,8,1.11090111732483,0.530828475952148,1,ios,TRUE,TRUE
both,8,1.27627861499786,0.528522372245789,1,ios,TRUE,TRUE
both,8,1.26162731647491,0.69822633266449,1,ios,TRUE,TRUE
both,8,1.60433661937714,1.06209421157837,1,ios,TRUE,TRUE
both,8,1.29499936103821,1.14694261550903,1,ios,TRUE,TRUE
both,8,1.09194719791412,0.61291116476059,1,ios,FALSE,FALSE
both,8,1.27262389659882,0.528661608695984,1,ios,TRUE,TRUE
both,8,0.961024820804596,0.530106008052826,1,ios,FALSE,FALSE
both,8,1.54585385322571,0.879203975200653,1,ios,TRUE,TRUE
both,8,1.31088304519653,0.64649897813797,1,ios,TRUE,TRUE
both,8,1.23353493213654,0.695788145065308,1,ios,TRUE,TRUE
both,8,1.36637842655182,0.514493942260742,1,ios,FALSE,FALSE
both,8,0.993502795696259,0.928130865097046,1,ios,TRUE,TRUE
both,8,1.295818567276,1.03046751022339,1,ios,FALSE,FALSE
both,8,1.24512994289398,0.480693161487579,1,ios,FALSE,FALSE
both,8,1.2212986946106,0.73018890619278,1,ios,FALSE,FALSE
both,8,1.29023396968842,1.0580769777298,1,ios,TRUE,TRUE
both,8,1.8102490901947,0.567999243736267,1,ios,TRUE,TRUE
both,8,1.38759517669678,0.90775591135025,1,ios,TRUE,TRUE
both,8,0.991276860237122,0.447600066661835,1,ios,FALSE,FALSE
both,8,0.890972316265106,0.862942636013031,1,ios,FALSE,FALSE
both,8,1.26581299304962,0.457488268613815,1,ios,TRUE,TRUE
both,8,1.38379764556885,0.577961623668671,1,ios,TRUE,TRUE
both,8,1.16001093387604,0.52877539396286,1,ios,FALSE,FALSE
both,8,0.994299054145813,1.26397943496704,1,ios,FALSE,FALSE
tray,12,1.52267301082611,1.7943502664566,1,ios,TRUE,FALSE
tray,12,1.92378056049347,1.27089369297028,1,ios,TRUE,FALSE
tray,12,3.01827812194824,1.01106667518616,1,ios,TRUE,FALSE
tray,12,1.5049854516983,2.51157736778259,1,ios,TRUE,FALSE
tray,12,1.28358674049377,1.85387706756592,1,ios,TRUE,FALSE
tray,12,1.21561050415039,1.54392516613007,1,ios,TRUE,FALSE
tray,12,1.35231971740723,2.44269728660583,1,ios,TRUE,FALSE
tray,12,1.77550685405731,1.12668967247009,1,ios,TRUE,FALSE
tray,12,1.68804943561554,1.32657563686371,1,ios,TRUE,FALSE
tray,12,1.12698149681091,1.39322221279144,1,ios,TRUE,FALSE
tray,12,1.04149103164673,1.92615306377411,1,ios,TRUE,FALSE
tray,12,2.76422476768494,1.75714790821075,1,ios,TRUE,FALSE
tray,12,1.88849127292633,2.1631510257721,1,ios,TRUE,FALSE
tray,12,3.02637624740601,0.786580622196198,1,ios,TRUE,FALSE
tray,12,1.67373752593994,1.12637364864349,1,ios,TRUE,FALSE
tray,12,3.50169897079468,0.895997762680054,1,ios,TRUE,FALSE
tray,12,1.86345183849335,0.572241544723511,1,ios,TRUE,FALSE
tray,12,3.77961707115173,0.577680587768555,1,ios,TRUE,FALSE
tray,12,1.97195553779602,2.04373025894165,1,ios,TRUE,FALSE
tray,12,1.4908173084259,1.60643684864044,1,ios,TRUE,FALSE
tray,12,3.05363011360169,0.644773066043854,1,ios,TRUE,FALSE
tray,12,2.3712637424469,0.875925004482269,1,ios,TRUE,FALSE
tray,12,2.45535039901733,1.12789118289948,1,ios,TRUE,FALSE
tray,12,1.87324190139771,0.877611041069031,1,ios,TRUE,FALSE
tray,12,1.05666708946228,1.3747136592865,1,ios,TRUE,FALSE
tray,12,1.75851178169251,1.52686500549316,1,ios,TRUE,FALSE
tray,12,1.18902826309204,0.626568377017975,1,ios,TRUE,FALSE
tray,12,1.88952970504761,1.76115155220032,1,ios,TRUE,FALSE
tray,12,1.52581357955933,2.14301919937134,1,ios,TRUE,FALSE
tray,12,0.956610381603241,1.0584751367569,1,ios,TRUE,FALSE
tray,12,1.20840048789978,1.79227018356323,1,ios,TRUE,FALSE
tray,12,1.17184507846832,1.5601944923400899,1,ios,TRUE,FALSE
tray,12,2.84012579917908,1.79463911056519,1,ios,TRUE,FALSE
tray,12,1.13380801677704,1.82499241828919,1,ios,TRUE,FALSE
tray,12,1.19031167030334,2.56120586395264,1,ios,TRUE,FALSE
tray,12,1.10111129283905,1.04359018802643,1,ios,TRUE,FALSE
tray,12,1.18237411975861,2.14509654045105,1,ios,TRUE,FALSE
tray,12,1.30539262294769,2.49324750900269,1,ios,TRUE,FALSE
tray,12,1.05672311782837,1.77659249305725,1,ios,TRUE,FALSE
tray,12,2.09061431884766,2.52726888656616,1,ios,TRUE,FALSE
tray,12,2.96958923339844,1.39247250556946,1,ios,TRUE,FALSE
tray,12,1.10887587070465,2.34322285652161,1,ios,TRUE,FALSE
tray,12,1.68438744544983,1.79179239273071,1,ios,TRUE,FALSE
tray,12,3.00338888168335,1.46117281913757,1,ios,TRUE,FALSE
tray,12,1.52384424209595,4.0115008354187,1,ios,TRUE,FALSE
tray,12,1.52478694915772,1.67564237117767,1,ios,TRUE,FALSE
tray,12,0.737777590751648,2.69419860839844,1,ios,TRUE,FALSE
tray,12,1.15722191333771,1.29383838176727,1,ios,TRUE,FALSE
tray,12,1.11728358268738,1.5770617723465,1,ios,TRUE,FALSE
tray,12,1.70156180858612,1.16057872772217,1,ios,TRUE,FALSE
dots,12,2.42432427406311,1.15983700752258,1,ios,TRUE,FALSE
dots,12,1.49039483070373,1.91141045093536,1,ios,TRUE,FALSE
dots,12,3.48986601829529,0.708688616752625,1,ios,TRUE,FALSE
dots,12,1.75705111026764,3.07064700126648,1,ios,TRUE,FALSE
dots,12,1.1228836774826,2.06047320365906,1,ios,TRUE,FALSE
dots,12,1.37393307685852,1.84581959247589,1,ios,TRUE,FALSE
dots,12,1.27424490451813,1.42654383182526,1,ios,TRUE,FALSE
dots,12,1.14139068126678,1.8953503370285,1,ios,TRUE,FALSE
dots,12,1.10537612438202,1.64931416511536,1,ios,TRUE,FALSE
dots,12,1.46883857250214,3.22792506217956,1,ios,TRUE,FALSE
dots,12,3.33918261528015,0.744147002696991,1,ios,TRUE,FALSE
dots,12,3.02508401870727,0.590017795562744,1,ios,TRUE,FALSE
dots,12,1.25685429573059,2.31146812438965,1,ios,TRUE,FALSE
dots,12,1.54321444034576,1.04231882095337,1,ios,FALSE,FALSE
dots,12,2.12336683273315,1.42567324638367,1,ios,TRUE,FALSE
dots,12,2.38269138336182,1.2275595664978,1,ios,TRUE,FALSE
dots,12,1.47189581394196,2.24438333511352,1,ios,TRUE,FALSE
dots,12,2.98876690864563,1.04176223278046,1,ios,TRUE,FALSE
dots,12,2.05662655830383,1.47097241878509,1,ios,TRUE,FALSE
dots,12,2.30917000770569,1.15990257263184,1,ios,TRUE,FALSE
dots,12,2.57517004013061,0.708119690418243,1,ios,TRUE,FALSE
dots,12,2.63321471214294,1.35956048965454,1,ios,TRUE,FALSE
dots,12,1.99116241931915,1.09237599372864,1,ios,TRUE,FALSE
dots,12,1.69033420085907,1.52527809143066,1,ios,TRUE,FALSE
dots,12,2.49001359939575,1.52405631542206,1,ios,TRUE,FALSE
dots,12,1.39139008522034,1.14168465137482,1,ios,TRUE,FALSE
dots,12,2.0228967666626,2.06173372268677,1,ios,TRUE,FALSE
dots,12,1.24096703529358,1.56836318969727,1,ios,TRUE,FALSE
dots,12,3.05482482910156,1.61024951934814,1,ios,TRUE,FALSE
dots,12,1.54737484455109,2.24321556091309,1,ios,TRUE,FALSE
dots,12,2.79108905792236,0.876853585243225,1,ios,TRUE,FALSE
dots,12,1.41836941242218,1.37712454795837,1,ios,TRUE,FALSE
dots,12,1.31397557258606,2.14366817474365,1,ios,TRUE,FALSE
dots,12,2.19221973419189,1.12063908576965,1,ios,TRUE,FALSE
dots,12,1.78856289386749,2.56064105033875,1,ios,TRUE,FALSE
dots,12,1.45476424694061,1.59405994415283,1,ios,TRUE,FALSE
dots,12,1.47397530078888,2.01063370704651,1,ios,TRUE,FALSE
dots,12,1.54014956951141,1.29421722888947,1,ios,TRUE,FALSE
dots,12,1.98919808864594,1.30973935127258,1,ios,TRUE,FALSE
dots,12,2.03954315185547,1.02498459815979,1,ios,TRUE,FALSE
dots,12,1.15230417251587,2.95910501480102,1,ios,TRUE,FALSE
dots,12,1.27497577667236,1.85971224308014,1,ios,TRUE,FALSE
dots,12,1.95637726783752,1.2959760427475,1,ios,TRUE,FALSE
dots,12,2.00513434410095,2.87757468223572,1,ios,TRUE,FALSE
dots,12,1.29263961315155,1.79387331008911,1,ios,TRUE,FALSE
dots,12,1.02480399608612,2.4597864151001,1,ios,TRUE,FALSE
dots,12,1.32389008998871,2.5444872379303,1,ios,TRUE,FALSE
dots,12,2.75080132484436,1.01031041145325,1,ios,TRUE,FALSE
dots,12,1.63913059234619,1.3191454410553,1,ios,TRUE,FALSE
dots,12,1.5908191204071,1.16300177574158,1,ios,TRUE,FALSE
both,12,1.44816470146179,1.71037495136261,1,ios,TRUE,TRUE
both,12,1.32546496391296,0.700946092605591,1,ios,TRUE,TRUE
both,12,1.95813226699829,0.609582901000977,1,ios,FALSE,FALSE
both,12,1.47628223896027,1.44588732719421,1,ios,TRUE,TRUE
both,12,1.15963208675384,0.710499405860901,1,ios,FALSE,FALSE
both,12,1.5758022069931,0.343714267015457,1,ios,FALSE,FALSE
both,12,0.755967378616333,1.20955121517181,1,ios,TRUE,TRUE
both,12,1.53813409805298,1.92862772941589,1,ios,FALSE,FALSE
both,12,1.54038059711456,1.17783641815186,1,ios,FALSE,FALSE
both,12,1.38978981971741,0.658669590950012,1,ios,FALSE,FALSE
both,12,1.15672659873962,0.826081812381744,1,ios,FALSE,FALSE
both,12,1.30837821960449,0.926417827606201,1,ios,FALSE,FALSE
both,12,1.65923190116882,0.777000367641449,1,ios,TRUE,TRUE
both,12,1.67123293876648,2.1913959980011,1,ios,FALSE,FALSE
both,12,1.32733678817749,1.02741742134094,1,ios,TRUE,TRUE
both,12,2.29033875465393,0.792236745357513,1,ios,FALSE,FALSE
both,12,1.43401646614075,0.955415427684784,1,ios,FALSE,FALSE
both,12,1.80353844165802,0.812664151191711,1,ios,FALSE,FALSE
both,12,2.32408499717712,1.59428441524506,1,ios,TRUE,FALSE
both,12,1.22378766536713,0.552731454372406,1,ios,FALSE,FALSE
both,12,1.17023694515228,1.29213547706604,1,ios,TRUE,TRUE
both,12,1.21147608757019,0.664525270462036,1,ios,FALSE,FALSE
both,12,0.971610546112061,0.510907053947449,1,ios,FALSE,FALSE
both,12,1.97550928592682,0.745891332626343,1,ios,TRUE,TRUE
both,12,2.28058815002441,0.733029901981354,1,ios,TRUE,TRUE
both,12,1.11003458499908,1.00966000556946,1,ios,FALSE,FALSE
both,12,1.3564989566803,0.845021843910217,1,ios,FALSE,FALSE
both,12,1.39026510715485,0.897873103618622,1,ios,FALSE,FALSE
both,12,1.23063671588898,0.527233242988586,1,ios,FALSE,FALSE
both,12,1.29146897792816,0.675489366054535,1,ios,TRUE,TRUE
both,12,1.45840668678284,0.610414803028107,1,ios,TRUE,FALSE
both,12,0.990704715251923,0.659652352333069,1,ios,TRUE,TRUE
both,12,1.62443006038666,0.544140100479126,1,ios,TRUE,TRUE
both,12,2.33837223052979,0.720100104808807,1,ios,FALSE,FALSE
both,12,1.34190034866333,0.578188717365265,1,ios,TRUE,TRUE
both,12,1.36692988872528,1.57726454734802,1,ios,TRUE,FALSE
both,12,1.59078168869019,0.57820063829422,1,ios,TRUE,TRUE
both,12,1.14029169082642,1.41195023059845,1,ios,TRUE,TRUE
both,12,1.15536093711853,0.844183027744293,1,ios,TRUE,TRUE
both,12,1.60663747787476,0.859639585018158,1,ios,TRUE,TRUE
both,12,1.82458865642548,1.07719576358795,1,ios,FALSE,FALSE
both,12,1.29387784004211,0.644217848777771,1,ios,TRUE,TRUE
both,12,1.1417281627655,0.625985741615295,1,ios,FALSE,FALSE
both,12,1.17115032672882,1.51301229000092,1,ios,TRUE,TRUE
both,12,1.63152408599853,0.943022429943085,1,ios,TRUE,TRUE
both,12,1.20721697807312,0.610440015792847,1,ios,TRUE,TRUE
both,12,1.25713884830475,0.620868325233459,1,ios,TRUE,TRUE
both,12,1.20560002326965,1.2935266494751,1,ios,TRUE,TRUE
both,12,0.97485214471817,0.618333458900452,1,ios,TRUE,TRUE
both,12,3.4000723361969,0.727554380893707,1,ios,FALSE,FALSE
tray,16,1.08788251876831,2.10666847229004,1,ios,TRUE,FALSE
tray,16,1.00260317325592,1.64086270332336,1,ios,TRUE,FALSE
tray,16,1.99439382553101,2.34892249107361,1,ios,TRUE,FALSE
tray,16,1.32093465328217,2.90614175796509,1,ios,TRUE,FALSE
tray,16,1.12972855567932,2.10775637626648,1,ios,TRUE,FALSE
tray,16,2.83794355392456,1.75680279731751,1,ios,TRUE,FALSE
tray,16,1.50212776660919,2.40746974945068,1,ios,TRUE,FALSE
tray,16,3.62013459205627,0.640047907829285,1,ios,TRUE,FALSE
tray,16,1.86889398097992,1.73904645442963,1,ios,TRUE,FALSE
tray,16,3.13057923316956,0.753934144973755,1,ios,TRUE,FALSE
tray,16,1.29177761077881,1.84999656677246,1,ios,TRUE,FALSE
tray,16,4.58812808990479,1.01982736587524,1,ios,TRUE,FALSE
tray,16,1.7394871711731,3.10574841499329,1,ios,TRUE,FALSE
tray,16,4.00285720825195,0.626958191394806,1,ios,TRUE,FALSE
tray,16,2.32025575637817,0.773071348667145,1,ios,TRUE,FALSE
tray,16,3.55153465270996,1.03859925270081,1,ios,TRUE,FALSE
tray,16,3.7875497341156,0.757478833198547,1,ios,TRUE,FALSE
tray,16,4.52070426940918,0.723070383071899,1,ios,TRUE,FALSE
tray,16,3.87247538566589,1.1895387172699,1,ios,TRUE,FALSE
tray,16,1.38419556617737,4.03975439071655,1,ios,TRUE,FALSE
tray,16,1.13616943359375,1.73448586463928,1,ios,TRUE,FALSE
tray,16,1.67782878875732,1.15527439117432,1,ios,TRUE,FALSE
tray,16,2.57165694236755,1.08858823776245,1,ios,TRUE,FALSE
tray,16,1.43956315517425,1.92295134067535,1,ios,TRUE,FALSE
tray,16,0.837195038795471,2.54006600379944,1,ios,TRUE,FALSE
tray,16,1.67466366291046,2.02299761772156,1,ios,TRUE,FALSE
tray,16,1.72117269039154,4.02418804168701,1,ios,TRUE,FALSE
tray,16,3.93699073791504,1.18939983844757,1,ios,TRUE,FALSE
tray,16,3.45512771606445,0.737979829311371,1,ios,TRUE,FALSE
tray,16,2.253746509552,1.27324485778809,1,ios,TRUE,FALSE
tray,16,2.25008583068848,1.35795629024506,1,ios,TRUE,FALSE
tray,16,1.35258078575134,4.30079650878906,1,ios,TRUE,FALSE
tray,16,1.05603277683258,3.15779638290405,1,ios,TRUE,FALSE
tray,16,1.63606262207031,1.82366347312927,1,ios,TRUE,FALSE
tray,16,1.28626096248627,1.83869159221649,1,ios,TRUE,FALSE
tray,16,3.28518557548523,2.83999681472778,1,ios,TRUE,FALSE
tray,16,1.15536069869995,2.02397799491882,1,ios,TRUE,FALSE
tray,16,3.02152824401856,2.15697908401489,1,ios,TRUE,FALSE
tray,16,1.92852520942688,3.09085726737976,1,ios,TRUE,FALSE
tray,16,1.68736183643341,2.61727333068848,1,ios,TRUE,FALSE
tray,16,1.75613677501678,2.74065732955933,1,ios,TRUE,FALSE
tray,16,0.987631022930145,2.72446274757385,1,ios,TRUE,FALSE
tray,16,1.48549783229828,2.28981399536133,1,ios,TRUE,FALSE
tray,16,3.85106253623962,1.07447040081024,1,ios,TRUE,FALSE
tray,16,1.13673782348633,3.10521149635315,1,ios,TRUE,FALSE
tray,16,1.68445241451263,2.0403618812561,1,ios,TRUE,FALSE
tray,16,0.985394895076752,2.88728618621826,1,ios,TRUE,FALSE
tray,16,1.30530953407288,2.60747504234314,1,ios,TRUE,FALSE
tray,16,1.63216805458069,1.77306306362152,1,ios,TRUE,FALSE
tray,16,1.27188634872437,3.85786557197571,1,ios,TRUE,FALSE
dots,16,1.26933586597443,2.67386555671692,1,ios,TRUE,FALSE
dots,16,1.82345640659332,3.7237184047699,1,ios,TRUE,FALSE
dots,16,1.4547346830368,3.37305164337158,1,ios,TRUE,FALSE
dots,16,3.36848092079163,1.95664405822754,1,ios,TRUE,FALSE
dots,16,1.18662965297699,3.29030132293701,1,ios,TRUE,FALSE
dots,16,1.08950805664062,3.60764360427856,1,ios,TRUE,FALSE
dots,16,1.52028667926788,4.12344837188721,1,ios,TRUE,FALSE
dots,16,4.03584337234497,0.905348360538483,1,ios,TRUE,FALSE
dots,16,1.6049782037735,3.12312912940979,1,ios,TRUE,FALSE
dots,16,1.20167601108551,4.02181673049927,1,ios,TRUE,FALSE
dots,16,1.55241978168488,2.29009628295898,1,ios,TRUE,FALSE
dots,16,2.77043223381042,2.63988518714905,1,ios,TRUE,FALSE
dots,16,1.71697795391083,2.30561232566833,1,ios,TRUE,FALSE
dots,16,2.37957286834717,1.00716924667358,1,ios,TRUE,FALSE
dots,16,3.36142110824585,1.15466260910034,1,ios,TRUE,FALSE
dots,16,4.93640661239624,0.940804362297058,1,ios,TRUE,FALSE
dots,16,1.67783749103546,3.20492506027222,1,ios,TRUE,FALSE
dots,16,3.17342376708984,0.572025716304779,1,ios,TRUE,FALSE
dots,16,3.68759560585022,1.23687505722046,1,ios,TRUE,FALSE
dots,16,1.40145015716553,1.94113826751709,1,ios,TRUE,FALSE
dots,16,2.03803825378418,3.93438482284546,1,ios,TRUE,FALSE
dots,16,0.919420063495636,2.35379838943481,1,ios,TRUE,FALSE
dots,16,2.08853220939636,3.00896835327148,1,ios,TRUE,FALSE
dots,16,2.18905687332153,2.40745425224304,1,ios,TRUE,FALSE
dots,16,3.71822714805603,0.856616258621216,1,ios,TRUE,FALSE
dots,16,3.42183685302734,0.807043194770813,1,ios,TRUE,FALSE
dots,16,4.47005224227905,1.49106299877167,1,ios,TRUE,FALSE
dots,16,5.82102632522583,0.739363253116608,1,ios,TRUE,FALSE
dots,16,2.00725698471069,2.15754771232605,1,ios,TRUE,FALSE
dots,16,2.02400398254394,1.52387344837189,1,ios,TRUE,FALSE
dots,16,4.48508310317993,0.790332973003387,1,ios,TRUE,FALSE
dots,16,1.12222099304199,3.32413125038147,1,ios,TRUE,FALSE
dots,16,1.49670207500458,2.17109537124634,1,ios,TRUE,FALSE
dots,16,2.21923160552979,1.47512257099152,1,ios,TRUE,FALSE
dots,16,1.38780248165131,2.72108554840088,1,ios,TRUE,FALSE
dots,16,2.75492191314697,2.10003280639648,1,ios,TRUE,FALSE
dots,16,1.63429927825928,1.72454977035523,1,ios,TRUE,FALSE
dots,16,2.24447417259216,1.80626487731934,1,ios,TRUE,FALSE
dots,16,1.01842784881592,2.64238357543945,1,ios,TRUE,FALSE
dots,16,1.72028827667236,2.79141235351562,1,ios,TRUE,FALSE
