numphoneme,phoneme,duration,timef,f0,f0max,f0min,f1,f2,f3,intensity,intensitymax,id,rec,reduction,position,manner,place,voicing,palatalization,stress
7,i,0.116602871466093,0.784913865353609,104.754276883028,116.165223381737,98.3329519200436,284.783645675532,1966.51186839172,2528.9099788247,72.9887556949171,74.2747996784642,subj1,13-2,no,S,NA,NA,NA,NA,1
3,u,0.117907812886601,0.439006187348484,118.907065650184,123.609745607552,111.380668523051,311.692490636015,890.675309894574,2177.95340737456,77.5528976383257,79.270240359748,subj1,14-1,no,S,NA,NA,NA,NA,1
6,ə̝,0.0817494169347102,0.748317683154335,100.891821926584,139.270234554881,96.9608628490668,284.646175383981,2127.7757645748,2296.73018883689,67.6861036292478,69.3869246836151,subj1,14-1,second,F,NA,NA,NA,NA,3
3,ʊ,0.0671133494243204,0.39875887064255,129.989086513985,130.831281079471,125.512635740068,489.375135494744,1467.7022271469,2593.40218794342,80.7102496535525,81.1082004921276,subj1,14-2,first,R,NA,NA,NA,NA,2
6,i,0.132033452135428,0.691337982185176,106.222715158435,113.517822864793,100.088628523922,275.997143100955,2074.58616019359,2580.40308608809,75.7263423439819,77.9432473838215,subj1,14-2,no,S,NA,NA,NA,NA,1
2,e,0.144817788755388,0.387259111264898,119.301161424349,121.508606133872,96.6061921790181,469.003612054184,1849.60947135767,2565.60008372256,82.1635257527664,82.9834791546308,subj1,15-1,no,S,NA,NA,NA,NA,1
5,ə̝,0.0567449294714991,0.658275258792839,114.80586368271,115.314550766765,114.413445961855,490.651311306497,1576.18920989136,2414.59691211997,72.39589885935,72.6851140627629,subj1,15-1,second,T,NA,NA,NA,NA,3
2,ɪ,0.0617250135380994,0.430123770965,120.969467624358,124.454213556223,118.512746220352,473.106959129822,1846.65568135508,2321.70244743389,79.8219853762396,80.8201454265105,subj1,15-2,first,R,NA,NA,NA,NA,2
5,e,0.0405536320830026,0.643477622107561,111.636529742568,117.002591039218,106.879378640055,456.956988946763,2113.76405452564,2502.04412766009,78.4075971653263,78.7322464883665,subj1,15-2,no,S,NA,NA,NA,NA,1
1,a,0.136481833343099,0.471871577511476,118.598301441335,128.852036001219,110.159745944025,674.407227701734,1149.10277049459,2655.9557022467,80.1492030237073,80.6375953374068,subj1,16-1,no,S,NA,NA,NA,NA,1
4,ə,0.0804892863305456,0.700741113425289,105.465177229627,106.718042771195,103.289044106357,581.392884479972,1147.63016703322,2671.41764216635,72.6858851598945,74.4016597190767,subj1,16-1,second,T,NA,NA,NA,NA,3
1,ɐ,0.057905565981957,0.241603263067563,129.381700550317,131.531523374853,124.987070556037,680.461648880931,1157.36422913958,2495.37310975727,80.7215528443901,81.3715682446899,subj1,16-2,first,I,NA,NA,NA,NA,2
4,a,0.114360290971826,0.486433087631511,107.222687597278,111.039733388545,103.393228150631,530.545375352646,1260.57706085374,2585.45431521106,76.1438335097243,81.0597568859366,subj1,16-2,no,S,NA,NA,NA,NA,1
2,i,0.118080011913757,0.351807179516414,127.320533362697,135.525223652457,120.15944888403,272.951742675679,2401.05788018499,3273.1309830667,85.564343607219,85.9239125056587,subj1,17-1,no,S,NA,NA,NA,NA,1
2,ɪ,0.0741346040138877,0.307146135947433,128.785790527761,144.101360974135,127.91656578002,285.42714648371,2390.08287896362,3890.2569047049,83.6593753976692,84.4467019237062,subj1,17-2,first,R,NA,NA,NA,NA,2
4,i,0.10929122035037,0.483693491898032,111.973700892662,120.197580875731,106.774782305534,299.558999888588,2311.57611772992,2597.34653463451,78.1845407429789,79.0193367248743,subj1,17-2,no,S,NA,NA,NA,NA,1
3,o,0.112022576878814,0.449139753798801,118.848474760551,123.547318950392,111.518196976852,443.705026980075,894.693555872336,2319.97396617556,83.0240314464704,83.9884507653682,subj1,18-1,no,S,NA,NA,NA,NA,1
6,ə̝,0.0501767792269686,0.696717428046596,114.7228236296,121.743203599134,105.032798282848,342.783895220882,2035.44333335063,2620.42996016334,74.3589754763981,74.8712700877194,subj1,18-1,second,T,NA,NA,NA,NA,3
3,ɐ,0.073101348032218,0.398635180094604,127.164747669093,128.773989183059,121.695831874912,379.310158587923,1437.74835673794,2581.42872551106,81.3269233521446,82.0679384457429,subj1,18-2,first,R,NA,NA,NA,NA,2
6,i,0.0546450670933906,0.626081701076034,111.645875325346,116.809372490242,106.450436516416,326.418170805828,2503.56572447376,3067.74671166917,78.1094194122255,78.5395084661306,subj1,18-2,no,S,NA,NA,NA,NA,1
2,e,0.121958995519717,0.40120519594876,121.203560882581,127.672790930117,117.63074410771,347.516076987969,2040.72780942363,2379.05454890935,82.7210950437714,82.905353430581,subj1,19-1,no,S,NA,NA,NA,NA,1
