id,pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12,gt01,gt02,gt03,gt04,gt05,gt06,n_dighelp,f_socnet,dig_job,dig_spec
9JMVlzTjPj,3,3,4,3,4,3,2,1,2,2,2,3,3,5,2,2,1,1,2,1,5,3,4,3,3,4,3,2,3,2,5,3,2,3,1,0,3,2,3,3,3,4,2,2,2,1,5,3,3,3,4,2,3,3,3,4,3,3,3,3,3,3,1,3,3,1,1,1,1,1,2,1,-0.5,FALSE,FALSE
9mhyQBSpBH,3,3,2,2,2,3,2,3,2,2,2,2,3,3,2,2,2,3,4,3,2,2,2,2,2,3,3,2,3,3,3,3,3,2,4,2,2,3,2,2,3,2,2,3,3,3,3,3,2,2,3,2,3,3,2,3,3,4,3,3,3,3,2,4,3,2,2,2,1,1,2,1,-2,FALSE,FALSE
9mPIK2zsgc,3,1,4,4,1,4,4,4,4,1,3,1,4,5,1,2,2,1,1,3,5,5,4,1,4,4,5,4,4,1,1,5,4,4,1,1,4,1,1,3,2,4,3,1,3,1,5,0,3,4,5,1,1,4,2,4,1,3,1,2,4,2,2,2,3,1,1,1,3,3,1,5,1,FALSE,FALSE
9PxMVEgIgX,2,3,2,2,2,4,2,3,1,1,3,3,3,1,2,3,3,4,1,3,3,3,4,4,4,5,3,2,3,3,4,5,3,2,1,3,4,3,4,2,4,3,4,2,4,2,3,2,4,3,2,4,1,4,4,4,4,4,4,3,3,4,4,4,4,2,3,2,1,1,2,1,2.5,FALSE,FALSE
9qAfBaDbG6,3,3,3,3,3,3,3,3,3,3,4,2,3,2,1,1,1,2,1,2,5,5,4,4,5,4,5,4,4,3,3,5,2,2,2,2,2,4,3,1,1,2,4,4,4,2,4,3,4,3,4,4,4,2,2,3,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,NA,-2,FALSE,FALSE
9qnKRL8wzM,5,5,4,4,1,5,5,5,3,5,5,5,5,5,5,5,0,3,3,5,5,5,5,5,5,5,5,5,5,0,5,5,5,0,5,3,5,5,3,3,3,5,3,4,5,0,5,2,2,5,5,5,3,3,2,2,2,2,0,2,1,2,2,2,2,0,0,0,1,4,3,2,0,FALSE,FALSE
9sPzp5mtke,4,2,4,3,4,5,3,4,4,4,2,4,4,5,3,5,0,2,2,3,5,5,5,3,4,5,4,5,5,4,4,4,3,0,1,3,1,4,4,2,4,1,4,4,3,1,5,4,4,4,5,4,3,4,3,4,3,4,2,4,4,4,2,3,4,2,1,2,0,1,1,3,-2,FALSE,FALSE
9TJEgvJPsi,3,4,4,4,4,3,3,4,3,3,3,3,3,5,1,1,0,1,2,2,5,4,4,3,3,3,4,4,3,3,4,4,3,2,1,2,2,2,3,2,1,0,2,2,3,2,5,4,3,3,5,3,4,3,3,3,3,3,2,2,2,2,2,3,2,3,3,3,3,1,2,3,-2,FALSE,FALSE
a0ZkD0fyb2,5,5,5,3,5,5,5,5,5,3,5,4,5,5,5,5,3,2,5,3,5,5,5,2,5,5,5,5,5,3,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,1,2,4,1,2,1,0,2,1,2,1,2,2,2,2,2,0,2,1,3,FALSE,FALSE
a3DFQSxlbN,3,2,4,3,2,2,2,3,3,3,2,1,2,2,1,1,3,0,0,2,4,4,4,2,3,3,2,3,3,1,2,3,2,2,1,1,1,1,2,2,2,2,2,1,2,2,3,2,3,3,3,2,3,4,4,5,4,4,4,3,3,4,3,4,4,2,2,2,2,1,2,NA,-2,FALSE,FALSE
A5ZbSiQdF2,0,2,2,5,0,3,3,3,1,3,0,0,1,5,0,0,1,0,0,0,4,4,4,4,0,3,0,1,1,0,3,3,2,2,3,1,2,1,4,1,2,2,1,2,0,1,4,0,2,0,4,1,1,3,3,3,2,3,4,1,3,3,1,3,4,1,1,3,2,0,1,NA,-2,FALSE,FALSE
Arf8pib9J0,2,2,2,2,2,3,3,3,3,2,2,1,3,2,2,2,2,2,2,2,3,3,3,3,1,3,2,3,2,2,1,1,1,2,1,1,3,2,2,2,2,1,2,3,1,2,3,1,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,NA,-2,FALSE,FALSE
aRFd1CjJx3,2,2,2,3,3,2,2,3,3,3,3,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3,3,2,2,2,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,-2,FALSE,FALSE
arkqxLwMN0,2,4,1,5,1,3,2,3,3,4,1,1,1,3,0,2,1,0,1,1,3,4,3,2,1,3,4,5,1,3,3,4,1,0,2,2,0,2,2,2,1,1,1,1,0,4,4,2,2,2,3,1,1,5,5,4,4,4,3,1,4,5,2,4,5,1,3,2,3,1,3,2,2,TRUE,TRUE
arL4OuyxJk,2,2,3,2,2,3,2,3,3,2,3,3,2,3,2,3,1,2,2,2,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,3,2,2,3,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,0,FALSE,FALSE
AvgzFU3p3P,3,2,3,2,3,3,2,3,1,3,2,2,2,3,1,3,2,2,2,3,5,3,4,3,3,2,1,4,3,2,3,5,2,2,2,2,2,3,3,2,2,2,2,3,2,1,4,3,2,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,3,2,3,2,3,2,3,3,-2,TRUE,FALSE
aVnbIJrQtt,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,3,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,NA,-2,FALSE,FALSE
aVwSrNhrwQ,4,3,4,4,3,4,3,4,4,4,1,3,3,5,0,4,0,1,1,4,5,5,5,5,5,5,5,4,5,4,4,4,1,0,1,1,1,3,3,0,0,1,3,3,3,4,4,3,4,4,4,3,3,4,2,3,2,2,1,2,3,3,2,2,4,1,2,1,1,3,3,NA,-2,FALSE,FALSE
aWvqgjh3dY,2,2,3,4,0,2,2,3,3,3,3,3,1,3,2,1,0,2,2,2,3,2,3,2,2,3,3,3,1,1,0,1,2,2,3,2,2,1,1,1,4,3,1,2,1,4,3,1,2,1,4,0,3,1,0,0,2,0,5,0,0,0,1,1,2,2,1,1,1,1,3,NA,-2,FALSE,FALSE
AWxfhpLg8i,1,3,2,4,2,2,1,2,4,0,1,2,1,3,2,3,2,2,1,2,1,1,1,2,2,3,3,2,1,3,3,1,4,3,2,3,1,3,2,3,4,2,2,2,2,3,3,3,4,3,4,2,2,2,3,1,3,1,3,2,1,1,2,2,2,2,2,2,2,1,3,NA,-2,FALSE,TRUE
ax8ccn5nns,3,3,4,5,2,3,4,4,3,4,3,1,5,4,1,3,0,1,1,1,4,4,5,4,3,4,4,5,4,1,3,4,0,0,1,0,0,2,2,0,0,0,1,3,0,3,5,2,4,3,5,3,3,1,3,4,3,3,1,1,4,4,1,4,4,1,1,1,3,3,4,3,3,TRUE,TRUE
aYnNkRNNAq,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,NA,-0.5,FALSE,FALSE
b108114pAC,2,2,2,2,1,0,1,3,4,0,2,2,2,4,0,3,0,1,1,1,5,3,4,4,5,1,3,4,3,0,2,3,1,1,1,0,0,2,2,1,1,2,2,1,2,1,4,2,1,3,4,1,1,4,4,4,3,4,3,2,4,4,4,4,4,0,2,2,1,2,1,NA,-2,FALSE,FALSE
b1hVn9hrWJ,3,3,3,3,3,4,4,4,3,4,3,3,2,4,2,3,1,2,2,3,5,5,4,1,4,4,5,4,4,4,3,3,2,1,1,1,2,4,2,1,2,1,3,1,2,2,4,1,3,4,4,2,1,3,3,3,2,3,3,3,3,3,3,3,4,1,1,2,2,1,3,NA,-2,FALSE,FALSE
b6ilR4UDwu,1,0,2,2,0,2,1,0,0,0,1,1,1,1,1,1,2,2,1,2,4,3,3,2,1,0,2,1,2,1,1,0,2,1,1,1,2,2,3,1,1,2,0,0,0,4,2,2,2,1,2,2,2,4,4,4,4,4,3,4,2,4,2,4,4,2,2,2,3,3,2,NA,-2,TRUE,FALSE
B6K2ad0WQk,4,2,4,3,1,4,4,3,3,3,5,4,4,5,4,4,1,4,4,5,5,5,1,4,3,4,5,4,5,2,4,5,4,1,0,5,3,3,4,1,1,4,4,4,2,1,4,1,3,4,3,3,1,4,1,3,1,3,1,1,1,1,1,1,1,1,1,2,1,2,3,1,-2,FALSE,FALSE
bAiiRIiaqY,3,4,4,3,2,4,2,3,3,4,2,2,2,3,2,3,1,2,2,3,3,3,2,3,2,4,2,3,4,2,2,3,2,1,1,2,1,3,1,2,3,3,3,2,2,2,4,2,3,3,4,2,3,3,4,4,4,4,4,3,4,4,3,5,4,2,3,3,3,2,3,1,-2,FALSE,FALSE
bBq5RPgHtb,2,1,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,1,2,3,1,2,0,2,2,1,2,2,0,0,2,2,0,2,2,2,0,2,3,2,3,3,1,2,1,3,1,2,2,3,1,2,3,3,3,3,1,-2,FALSE,FALSE
beV6gEaPiL,3,3,2,3,2,3,2,3,3,2,2,2,1,3,2,3,3,1,3,3,3,3,3,2,2,3,2,3,3,2,2,3,2,1,2,2,2,2,2,1,1,3,2,2,2,3,3,2,3,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,1,3,3,2,2,2,NA,-2,FALSE,FALSE
bFwa1RFcp7,3,3,4,4,2,2,1,3,2,2,3,2,2,3,2,2,1,0,1,4,4,4,4,2,3,4,2,3,4,2,2,4,2,3,1,0,3,3,2,1,3,3,2,0,2,2,4,2,3,2,5,2,3,5,5,4,4,5,5,4,5,4,4,5,4,1,2,3,1,1,2,2,2,TRUE,TRUE
BgLmwiiaLD,3,3,2,4,3,2,2,3,2,4,3,3,3,4,1,2,1,2,1,2,4,4,4,4,2,3,4,4,3,0,4,3,3,3,4,1,4,3,3,3,3,4,2,2,4,3,5,3,2,3,5,3,2,4,2,2,3,2,2,1,4,3,1,2,3,3,3,3,2,2,3,NA,-2,FALSE,FALSE
BgnswFV8sQ,3,3,3,3,0,3,2,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,0,2,2,3,2,3,3,3,0,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,-2,FALSE,FALSE
biaRkwRoCl,3,3,5,5,5,5,5,5,3,3,0,3,5,5,3,2,1,0,0,3,5,5,5,4,5,5,5,3,4,3,5,2,3,5,0,0,3,0,3,5,5,5,1,2,3,2,5,3,3,3,5,3,4,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,2,1,2,1,-2,FALSE,FALSE
biDh5hEcDD,3,2,4,3,3,4,3,3,3,3,1,1,4,3,1,3,3,1,1,0,5,4,5,4,4,4,3,4,5,2,5,5,3,1,1,0,2,4,3,2,3,2,3,2,2,1,4,3,3,2,4,3,3,2,2,4,3,2,1,1,2,2,2,2,2,2,2,2,3,3,2,3,0,FALSE,FALSE
BIEn5vnIsc,4,4,3,1,4,4,4,4,4,3,3,3,3,4,3,3,1,3,4,4,4,4,1,3,3,3,4,4,4,2,4,4,3,2,4,3,3,3,1,1,1,3,4,4,3,2,3,4,3,3,1,3,2,4,4,3,4,3,1,4,3,4,4,3,3,1,3,3,3,1,3,2,-2,FALSE,FALSE
BKKAeKX6i4,3,4,3,3,4,4,3,4,3,2,2,2,3,4,2,2,1,1,2,1,3,3,3,4,4,4,3,4,4,1,4,4,3,3,2,1,3,0,2,3,3,3,2,3,3,2,4,4,4,3,4,4,1,4,2,4,2,3,3,1,4,4,3,1,4,3,3,2,3,1,3,3,-2,FALSE,FALSE
boXH8yMofA,3,2,3,3,2,2,2,4,2,3,2,1,2,4,1,2,3,1,1,2,4,4,4,3,3,2,2,3,3,1,3,3,3,3,2,2,3,2,3,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,2,3,NA,-2,FALSE,FALSE
BRfezgCZyn,2,3,3,3,2,2,2,2,3,2,3,3,2,2,3,3,0,2,3,1,3,2,3,2,2,1,4,3,2,3,1,2,3,2,3,3,3,3,3,1,1,3,3,2,3,2,3,2,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,4,2,2,2,2,3,2,1,0.5,FALSE,FALSE
bte8e7Z6NJ,2,3,4,3,2,3,3,2,3,1,2,2,3,3,2,2,2,2,2,2,3,3,4,4,3,3,3,5,3,4,3,3,2,2,2,1,2,2,3,2,2,2,3,3,2,2,2,3,4,3,2,3,3,2,1,2,0,0,2,0,1,0,0,0,0,3,2,3,3,3,3,NA,-2,FALSE,FALSE
BUQCbt5bGo,3,4,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,4,2,4,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,2,3,3,2,2,2,3,3,0,2,2,2,2,2,3,2,2,2,2,3,3,1,1,1,1,1,2,1,-2,FALSE,FALSE
bWlnaTjiC1,2,2,2,2,2,2,2,3,2,1,3,3,2,3,3,3,2,2,2,3,3,3,3,4,3,3,3,2,3,2,3,3,1,2,1,1,1,2,2,2,2,2,2,2,1,3,2,1,2,1,2,0,2,2,1,1,0,0,1,2,2,1,3,1,1,0,0,0,0,1,1,NA,-2,FALSE,FALSE
ByQbgttny5,4,4,1,3,3,2,0,2,2,3,1,2,2,4,2,3,1,2,2,4,5,5,4,4,4,4,4,4,4,2,3,4,2,0,2,0,2,3,2,1,1,0,4,3,2,1,3,2,2,2,1,2,1,3,3,4,3,3,1,2,3,1,2,3,3,1,2,1,3,1,1,2,0.5,FALSE,FALSE
C1hCP6GdAi,3,3,3,3,3,3,2,3,3,4,2,2,4,3,1,2,1,1,1,2,4,4,4,4,1,4,4,5,4,4,3,4,1,2,1,1,1,3,3,2,2,1,2,2,2,1,5,3,3,4,5,2,3,4,3,4,3,3,3,1,3,3,1,4,5,1,3,1,2,3,2,2,-2,FALSE,FALSE
c6jGks9jiT,2,2,2,2,3,3,2,4,3,2,2,3,4,5,2,2,0,2,2,2,5,5,3,5,3,4,3,3,4,1,4,4,3,2,2,2,3,3,3,0,2,5,0,3,2,0,4,3,3,2,4,3,3,3,2,3,3,2,2,0,2,3,0,2,3,2,2,3,2,3,2,3,-2,FALSE,FALSE
CBUAHmfxT7,2,3,4,3,3,2,3,3,3,3,2,4,3,2,3,4,1,3,2,3,4,3,4,4,4,3,2,2,4,4,3,3,2,2,2,3,3,2,3,2,3,2,3,3,2,5,4,3,4,2,4,4,1,3,4,3,2,3,4,3,4,3,4,3,4,2,3,1,2,2,1,2,0,FALSE,FALSE
CCLLXZmKFX,3,3,2,2,2,4,2,2,3,3,2,3,3,3,2,1,2,2,1,2,4,4,4,4,4,4,4,4,4,3,3,4,3,3,1,2,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,2,2,2,2,2,1,2,2,1,2,2,2,3,3,3,3,2,3,1,-2,FALSE,FALSE
cDPkYVL8XK,2,2,3,3,1,2,1,3,3,3,1,2,2,4,1,1,0,1,1,0,3,3,3,3,2,3,4,3,2,2,2,3,1,1,3,1,1,2,2,3,1,2,3,2,3,2,3,1,2,1,3,1,1,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,NA,-1,FALSE,FALSE
cEhpXuWrOm,2,2,2,1,0,4,2,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,3,0,0,4,3,4,4,4,3,2,4,4,4,4,4,0,0,1,3,0,0,2,-2,FALSE,FALSE
CmgiNuQfyp,2,2,3,4,0,0,3,2,3,3,1,0,3,3,1,0,4,2,1,2,4,3,3,3,2,2,4,4,3,3,0,2,3,2,3,0,2,2,0,3,3,4,2,0,2,4,4,0,2,0,3,0,0,3,3,0,3,3,3,0,5,1,1,3,3,4,4,4,3,3,3,NA,3,FALSE,FALSE
Cnz4M0NWTH,4,3,3,3,5,4,4,3,3,3,3,3,3,3,3,3,0,2,4,2,5,5,5,0,5,4,3,4,4,3,5,4,3,1,0,0,2,2,3,1,1,2,2,3,2,1,5,5,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4,0,2,1,0,2,1,NA,-2,FALSE,FALSE
cSzTg5LENR,2,2,3,2,2,4,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,2,3,2,3,2,2,3,3,1,2,1,2,2,1,2,2,2,2,3,3,1,2,3,1,3,3,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,NA,-2,FALSE,FALSE
ctActo4w67,4,3,4,3,3,3,3,4,3,3,3,4,4,2,3,3,1,1,3,2,5,5,5,5,5,4,5,4,3,5,2,5,4,3,1,1,4,5,3,3,4,2,3,2,3,2,4,1,4,4,4,3,4,4,3,5,3,3,3,3,3,2,3,3,3,1,1,1,1,2,2,3,2.5,FALSE,FALSE
cugy9zkPlK,3,3,4,4,1,4,2,3,4,1,0,0,4,3,0,1,0,0,0,0,4,3,4,3,3,4,4,3,4,2,2,4,0,0,0,0,0,0,0,0,0,3,3,0,0,2,4,0,3,1,4,0,2,4,2,3,4,3,1,1,4,2,1,2,1,0,1,1,1,0,0,NA,-2,FALSE,FALSE
CxRA9dbSiK,4,3,4,3,2,3,2,3,3,4,3,3,3,4,2,2,1,2,2,1,4,4,5,1,4,4,3,3,3,3,2,4,3,0,0,1,3,2,2,1,2,2,1,2,1,2,3,2,3,3,4,3,3,4,3,3,3,3,3,2,3,2,2,3,3,3,2,3,2,1,2,2,-2,FALSE,FALSE
D2SJXznsSG,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,3,1,2,1,1,2,2,1,2,2,2,2,3,1,1,3,NA,0.5,FALSE,FALSE
D49TrgdvWD,2,2,3,2,0,4,3,2,3,5,2,2,2,4,2,1,3,2,1,2,5,3,4,4,3,5,5,5,4,3,1,5,2,1,4,0,2,3,2,2,2,2,3,1,4,0,3,1,5,3,2,2,2,3,1,0,1,1,0,1,2,1,1,1,0,1,2,3,2,3,4,2,1,FALSE,FALSE
D7GV7o71AX,2,2,0,0,0,4,0,2,2,4,0,2,1,5,0,0,0,3,1,3,5,5,3,5,5,2,2,2,2,4,1,2,0,2,0,0,1,0,0,2,0,1,0,1,0,2,5,1,1,1,4,0,0,3,0,4,0,3,1,3,3,3,3,3,4,1,0,0,0,1,0,1,2,FALSE,FALSE
D8oTo54hC9,4,4,4,4,3,4,3,4,4,3,3,2,2,4,3,4,1,2,3,3,4,4,5,2,5,5,5,5,2,2,3,3,4,3,0,1,4,3,2,4,4,3,2,3,2,0,5,3,4,3,5,3,3,3,4,4,3,4,3,2,5,3,4,4,4,0,0,1,1,3,0,3,2,FALSE,FALSE
dBtvDRJJYT,3,3,4,3,2,3,3,3,3,3,2,1,3,4,1,2,5,2,3,3,3,4,4,4,3,4,3,3,3,3,2,3,2,1,0,0,2,3,3,1,1,1,3,1,0,1,5,2,2,3,4,2,1,3,2,3,2,3,3,1,4,3,3,3,3,1,2,3,3,2,1,2,3,FALSE,FALSE
DchEVHY7pA,2,2,3,3,0,2,2,3,3,4,2,2,3,4,1,1,4,0,0,3,4,4,4,5,3,2,3,4,3,3,2,3,1,4,2,1,4,1,3,4,4,4,3,2,2,1,4,2,2,3,4,1,2,3,1,1,3,2,0,0,3,0,2,3,3,1,2,3,3,2,1,2,0,FALSE,FALSE
ddBupPLSv2,2,3,2,3,1,2,2,3,3,3,2,2,1,3,2,1,2,1,1,1,4,3,4,3,2,3,4,4,2,2,2,5,1,2,1,1,2,2,2,2,2,2,3,3,2,1,3,2,3,2,2,2,1,3,2,3,2,3,2,1,2,1,1,1,3,1,1,3,1,3,1,1,-2,FALSE,FALSE
DIxxqD2G2n,4,2,2,2,2,2,4,4,3,3,3,4,4,4,4,4,2,4,3,4,3,3,4,3,2,3,5,4,4,1,4,4,4,2,4,3,3,3,2,0,1,2,3,2,4,2,3,3,4,3,1,2,1,4,4,3,4,3,1,3,4,4,4,5,3,3,3,3,2,1,3,1,-2,FALSE,FALSE
djOWqnY5tw,3,2,1,2,2,4,3,3,3,1,2,2,3,3,2,2,2,0,2,1,5,3,4,4,3,4,5,5,3,3,3,5,3,3,1,1,3,2,2,3,2,3,3,2,2,1,4,1,2,3,4,2,2,5,4,5,3,4,4,4,5,1,3,4,4,1,3,3,3,2,3,1,0.5,FALSE,FALSE
dmMiu2KO7e,5,1,5,1,3,4,5,4,4,4,5,3,5,5,5,2,2,1,5,2,5,5,5,1,4,5,4,4,5,4,4,5,4,3,0,1,4,4,5,4,4,5,4,4,3,0,5,4,4,5,5,3,1,5,4,4,5,5,4,4,5,4,1,5,4,3,2,2,4,3,4,3,2,FALSE,FALSE
dWW5OFeDvC,2,0,4,4,1,3,4,1,2,1,1,2,2,3,2,3,1,1,3,1,2,2,4,2,2,1,2,2,3,4,2,1,2,4,2,2,1,1,4,2,3,3,4,2,2,4,1,1,2,1,3,3,3,3,3,4,1,3,3,2,4,4,2,3,1,3,3,3,3,3,3,NA,-2,FALSE,FALSE
dyTvYdCDJ8,3,2,4,2,2,3,3,3,3,3,2,3,3,4,2,3,2,2,2,2,3,4,4,3,3,2,4,3,3,2,3,3,3,2,1,1,3,3,3,1,3,2,3,1,2,2,3,3,2,3,4,2,3,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,2,3,2,1,2,FALSE,FALSE
dyWCwP0cR4,4,2,4,5,2,3,4,4,3,4,3,4,4,5,1,3,1,1,1,1,5,4,5,4,4,5,4,4,4,2,3,4,3,4,0,1,3,2,3,4,3,3,4,3,1,0,5,2,3,3,4,1,4,4,4,4,4,4,3,4,4,1,1,5,3,1,1,1,1,2,3,3,2,FALSE,FALSE
DYymbGUKy4,1,1,1,2,1,3,1,2,1,2,1,2,2,3,1,1,0,1,1,0,4,2,2,2,3,3,2,1,2,1,3,2,2,2,5,0,2,1,1,2,2,2,2,0,0,1,2,1,3,1,1,0,1,3,1,2,3,1,1,0,3,1,0,2,3,3,2,3,2,1,2,NA,-1,FALSE,FALSE
Dz8Be0cKg9,3,3,3,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,2,3,3,2,3,3,3,3,2,3,2,3,3,0,2,1,3,0,3,3,-2,TRUE,FALSE
E1JG5cwnGL,1,1,1,4,0,2,0,1,2,2,1,2,1,3,2,1,1,4,1,1,1,1,2,1,1,1,4,3,3,2,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,1,1,2,2,1,2,1,4,1,4,1,2,4,1,2,4,3,2,2,1,3,1,2,NA,-2,FALSE,FALSE
E2ms2EqAFX,2,2,3,3,3,3,0,3,0,3,3,3,4,5,3,4,0,3,3,3,5,5,3,5,3,5,3,3,5,3,5,3,0,0,0,0,0,1,2,1,0,0,1,2,1,0,5,3,3,2,5,1,3,5,3,5,3,4,3,3,5,4,4,5,5,0,1,1,1,2,2,2,-2,FALSE,FALSE
EckZFtOsNt,0,4,1,1,4,4,0,0,4,4,3,1,1,2,2,3,3,1,2,2,3,3,0,3,2,3,4,3,3,0,3,3,1,4,1,1,1,1,4,3,4,1,0,0,0,5,5,4,0,0,5,0,5,2,2,2,3,4,4,3,4,2,2,1,3,2,2,2,2,2,2,NA,0,FALSE,FALSE
EdCzjyLprn,3,3,4,3,3,3,2,3,3,3,1,1,3,4,1,1,1,0,0,0,3,4,5,3,3,3,4,4,3,3,3,3,3,1,0,0,0,3,2,2,1,2,3,3,2,2,4,3,3,3,4,1,2,4,3,4,3,3,3,3,4,4,3,3,4,1,2,2,1,2,3,1,0.5,FALSE,FALSE
edfP6uPquS,5,4,4,0,2,4,4,4,5,4,4,4,4,5,3,3,1,4,4,3,4,3,5,3,4,4,5,5,3,1,2,5,1,4,1,1,2,4,3,4,3,4,5,4,4,1,4,1,4,4,5,4,1,3,3,3,3,4,3,4,4,1,4,2,4,4,4,4,4,4,4,2,0.5,FALSE,FALSE
EeNnBIJDlo,3,2,3,4,2,3,2,3,2,2,1,2,1,1,2,2,4,1,1,2,0,1,4,0,1,0,1,0,1,5,0,1,1,4,0,1,2,2,4,4,4,1,3,2,0,3,0,2,0,2,4,3,3,0,0,1,1,0,5,1,1,1,1,1,0,3,3,3,3,2,2,4,0,FALSE,FALSE
EfDb76QSWJ,2,1,4,2,1,4,3,1,2,3,1,2,1,3,1,4,1,4,1,1,4,4,4,3,4,4,4,4,4,4,1,1,1,1,2,1,3,3,2,2,2,3,1,2,1,1,4,1,3,1,4,1,2,1,2,4,2,2,1,1,1,3,2,1,1,1,3,1,1,0,2,1,-2,FALSE,FALSE
EhekF0aOMg,3,4,4,3,3,4,3,3,4,2,3,3,4,4,4,3,2,4,3,4,4,4,4,4,3,4,3,3,3,1,3,3,2,3,2,1,3,3,2,3,2,4,3,2,2,1,3,2,4,3,4,2,2,2,1,2,1,2,1,2,3,1,1,1,3,2,2,2,3,3,2,3,-2,FALSE,FALSE
El5WhPcmov,3,2,3,3,1,3,2,4,3,4,2,2,2,4,2,4,0,1,2,2,4,4,5,2,5,4,4,3,4,3,3,4,2,2,2,1,2,2,3,2,3,2,3,2,1,0,5,3,3,2,5,3,0,4,3,3,4,4,4,4,4,4,4,4,4,1,2,2,1,1,3,3,0,FALSE,FALSE
EnW2W5CbGV,2,2,1,1,2,3,2,3,3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,2,3,3,2,2,3,3,2,2,1,1,2,1,2,1,2,3,2,1,3,1,1,1,1,2,3,2,1,-1,FALSE,FALSE
eOUVf60lrb,3,3,4,1,2,3,3,3,3,4,1,3,3,1,1,2,3,2,2,1,5,3,4,3,4,2,2,2,3,2,2,3,2,2,2,1,3,2,3,3,2,2,1,3,2,3,4,2,2,1,4,4,3,2,1,1,2,2,1,1,1,1,2,1,2,3,3,3,3,3,2,1,0.5,FALSE,FALSE
eoZXILVYyf,4,3,3,3,3,4,2,4,4,3,3,3,3,3,3,2,2,2,2,2,4,4,4,1,3,4,4,5,3,3,4,4,2,3,1,2,2,3,1,3,3,3,2,2,2,2,4,3,3,3,4,3,3,2,2,2,2,2,2,2,3,2,3,1,2,3,3,2,3,3,3,3,2,TRUE,FALSE
