"","cond","key","time","id"
"159","fs3_a","'left'",860.03702878952,"1"
"160","fs3_a","'left'",760.061264038086,"1"
"161","fs6_p","'right'",1622.45786190033,"1"
"162","fs6_p","'right'",967.525720596313,"1"
"163","fs6_p","'right'",1060.7385635376,"1"
"164","fs6_p","'right'",1595.90113162994,"1"
"165","fs6_p","'right'",531.613171100616,"1"
"166","fs6_p","'right'",483.5404753685,"1"
"167","fs6_p","'right'",637.080252170563,"1"
"168","fs6_p","'right'",768.735289573669,"1"
"169","fs6_p","'right'",657.863140106201,"1"
"170","fs6_p","'left'",1807.28554725647,"1"
"171","fs6_p","'right'",1291.58556461334,"1"
"172","fs6_p","'right'",1011.62469387054,"1"
"173","fs6_p","'right'",659.53266620636,"1"
"174","fs6_p","'right'",703.15819978714,"1"
"175","fs6_p","'right'",1358.25979709625,"1"
"176","fs6_p","'right'",886.543810367584,"1"
"177","fs6_p","'right'",1034.93511676788,"1"
"178","fs6_p","'right'",1922.02258110046,"1"
"179","fs6_p","'right'",514.890611171722,"1"
"180","fs6_p","'right'",1150.87676048279,"1"
"181","fs6_p","'right'",1389.08982276917,"1"
"182","fs6_p","'right'",502.363681793213,"1"
"183","fs6_p","'right'",1416.4125919342,"1"
"184","fs6_p","'right'",1089.75887298584,"1"
"185","fs6_p","'right'",1467.41724014282,"1"
"186","fs6_p","'right'",532.976508140564,"1"
"187","fs6_p","'right'",1156.27193450928,"1"
"188","fs6_p","'right'",572.765588760376,"1"
"189","fs6_p","'right'",477.401882410049,"1"
"190","fs6_p","'right'",505.859076976776,"1"
"191","fs6_a","'left'",1794.32415962219,"1"
"192","fs6_a","'right'",346.283316612244,"1"
"193","fs6_a","'left'",1460.55579185486,"1"
"194","fs6_a","'left'",1588.94395828247,"1"
"195","fs6_a","'right'",902.65303850174,"1"
"196","fs6_a","'right'",408.340364694595,"1"
"197","fs6_a","'left'",916.898369789124,"1"
"198","fs6_a","'left'",1280.40516376495,"1"
"199","fs6_a","'left'",1677.11126804352,"1"
"200","fs6_a","'right'",554.423093795776,"1"
"201","fs9_p","'right'",486.81452870369,"1"
"202","fs9_p","'right'",606.439054012299,"1"
"203","fs9_p","'right'",1309.64756011963,"1"
"204","fs9_p","'right'",2184.41104888916,"1"
"205","fs9_p","'right'",831.543982028961,"1"
"206","fs9_p","'right'",2200.05011558533,"1"
"207","fs9_p","'right'",1109.91597175598,"1"
"208","fs9_p","'right'",1796.4038848877,"1"
"209","fs9_p","'right'",964.067220687866,"1"
"210","fs9_p","'right'",486.648261547089,"1"
"211","fs9_p","'right'",688.108563423157,"1"
"212","fs9_p","'right'",877.499639987946,"1"
"213","fs9_p","'right'",636.268079280853,"1"
"214","fs9_p","'right'",937.121212482452,"1"
"215","fs9_p","'right'",667.628824710846,"1"
"216","fs9_p","'right'",1560.92023849487,"1"
"217","fs9_p","'right'",573.952078819275,"1"
"218","fs9_p","'right'",471.133291721344,"1"
"219","fs9_p","'right'",888.303697109222,"1"
"220","fs9_p","'right'",550.167500972748,"1"
"221","fs9_p","'right'",1098.25146198273,"1"
"222","fs9_p","'right'",809.920191764832,"1"
"223","fs9_p","'right'",670.632898807526,"1"
"224","fs9_p","'right'",538.990557193756,"1"
"225","fs9_p","'right'",821.445405483246,"1"
"226","fs9_p","'right'",2072.6375579834,"1"
"227","fs9_p","'right'",750.400304794312,"1"
"228","fs9_p","'right'",842.748939990997,"1"
"229","fs9_p","'right'",1343.78039836883,"1"
"230","fs9_p","'left'",1685.1304769516,"1"
"231","fs9_a","'right'",612.612843513489,"1"
"232","fs9_a","'right'",687.410950660706,"1"
"233","fs9_a","'right'",1123.57795238495,"1"
"234","fs9_a","'left'",1620.18287181854,"1"
"235","fs9_a","'left'",2187.20769882202,"1"
"236","fs9_a","'right'",484.461456537247,"1"
"237","fs9_a","'left'",2075.29425621033,"1"
"238","fs9_a","'left'",1635.72072982788,"1"
"239","fs9_a","'right'",1057.51752853394,"1"
"240","fs9_a","'right'",827.826499938965,"1"
"241","g3_p","'right'",979.735791683197,"1"
"242","g3_p","'right'",486.745059490204,"1"
"243","g3_p","'right'",824.650347232819,"1"
"244","g3_p","'right'",730.814158916473,"1"
"245","g3_p","'right'",753.113925457001,"1"
"246","g3_p","'right'",702.887952327728,"1"
"247","g3_p","'right'",656.158328056335,"1"
"248","g3_p","'right'",933.81941318512,"1"
"249","g3_p","'right'",920.620977878571,"1"
"250","g3_p","'right'",373.074054718018,"1"
"251","g3_p","'right'",749.845027923584,"1"
"252","g3_p","'right'",550.21333694458,"1"
"253","g3_p","'left'",951.487302780151,"1"
"254","g3_p","'right'",591.495752334595,"1"
"255","g3_p","'right'",527.324795722961,"1"
"256","g3_p","'right'",1057.63006210327,"1"
"257","g3_p","'right'",596.276462078094,"1"
"258","g3_p","'right'",823.490560054779,"1"
"259","g3_p","'right'",496.988028287888,"1"
"260","g3_p","'right'",649.82682466507,"1"
"261","g3_p","'left'",800.216436386108,"1"
"262","g3_p","'right'",559.248268604279,"1"
"263","g3_p","'right'",964.470267295837,"1"
"264","g3_p","'right'",740.900754928589,"1"
"265","g3_p","'right'",827.104330062866,"1"
"266","g3_p","'right'",1126.32894515991,"1"
"267","g3_p","'right'",843.822479248047,"1"
"268","g3_p","'right'",855.812966823578,"1"
"269","g3_p","'right'",592.453002929688,"1"
"270","g3_p","'right'",749.39101934433,"1"
"271","g3_a","'left'",948.589265346527,"1"
"272","g3_a","'left'",1353.91449928284,"1"
"273","g3_a","'left'",827.728688716888,"1"
"274","g3_a","'right'",573.839843273163,"1"
"275","g3_a","'left'",920.412600040436,"1"
"276","g3_a","'right'",1589.42461013794,"1"
"277","g3_a","'left'",600.210130214691,"1"
"278","g3_a","'left'",949.455857276917,"1"
"279","g3_a","'left'",804.865062236786,"1"
"280","g3_a","'left'",659.715354442596,"1"
"281","g6_p","'right'",1032.75108337402,"1"
"282","g6_p","'right'",736.02694272995,"1"
"283","g6_p","'right'",1622.3555803299,"1"
"284","g6_p","'right'",436.089366674423,"1"
"285","g6_p","'right'",955.236554145813,"1"
"286","g6_p","'right'",609.2529296875,"1"
"287","g6_p","'right'",1247.82991409302,"1"
"288","g6_p","'right'",1799.59034919739,"1"
"289","g6_p","'right'",908.94079208374,"1"
"290","g6_p","'right'",982.039928436279,"1"
"291","g6_p","'right'",1076.48777961731,"1"
"292","g6_p","'right'",546.947836875916,"1"
"293","g6_p","'right'",610.572814941406,"1"
"294","g6_p","'right'",993.570625782013,"1"
"295","g6_p","'right'",1060.04536151886,"1"
"296","g6_p","'right'",486.783385276794,"1"
"297","g6_p","'right'",542.451083660126,"1"
"298","g6_p","'right'",471.87876701355,"1"
"299","g6_p","'left'",1467.45526790619,"1"
"300","g6_p","'right'",656.339704990387,"1"
"301","g6_p","'right'",1061.6934299469,"1"
"302","g6_p","'right'",517.853677272797,"1"
"303","g6_p","'right'",428.147166967392,"1"
"304","g6_p","'right'",830.993473529816,"1"
"305","g6_p","'right'",1263.63360881805,"1"
"306","g6_p","'right'",1314.63217735291,"1"
"307","g6_p","'right'",749.780356884003,"1"
"308","g6_p","'right'",596.920371055603,"1"
"309","g6_p","'right'",726.683080196381,"1"
"310","g6_p","'left'",1439.25356864929,"1"
"311","g6_a","'left'",1217.77403354645,"1"
"312","g6_a","'left'",1591.84813499451,"1"
"313","g6_a","'left'",1231.29105567932,"1"
"314","g6_a","'left'",1920.42291164398,"1"
"315","g6_a","'left'",1701.20501518249,"1"
"316","g6_a","'left'",1532.7011346817,"1"
"317","g6_a","'right'",731.104254722595,"1"
"318","g6_a","'left'",1432.91413784027,"1"
"319","g6_a","'left'",1056.2117099762,"1"
"320","g6_a","'left'",1354.75206375122,"1"
"321","g9_p","'right'",961.788773536682,"1"
"322","g9_p","'right'",1191.22624397278,"1"
"323","g9_p","'right'",496.947973966599,"1"
"324","g9_p","'right'",1701.89440250397,"1"
"325","g9_p","'right'",1479.38239574432,"1"
"326","g9_p","'right'",581.087231636047,"1"
"327","g9_p","'right'",644.119322299957,"1"
"328","g9_p","'right'",698.996365070343,"1"
"329","g9_p","'right'",579.849779605865,"1"
"330","g9_p","'right'",571.982145309448,"1"
"331","g9_p","'right'",1244.59898471832,"1"
"332","g9_p","'left'",1793.95878314972,"1"
"333","g9_p","'right'",637.512683868408,"1"
"334","g9_p","'right'",844.950437545776,"1"
"335","g9_p","'right'",597.169399261475,"1"
"336","g9_p","'right'",1076.53439044952,"1"
"337","g9_p","'right'",981.260299682617,"1"
"338","g9_p","'right'",1747.37083911896,"1"
"339","g9_p","'right'",1043.52700710297,"1"
"340","g9_p","'right'",434.689432382584,"1"
"341","g9_p","'right'",591.72123670578,"1"
"342","g9_p","'right'",558.035135269165,"1"
"343","g9_p","'right'",486.607551574707,"1"
"344","g9_p","'right'",607.379138469696,"1"
"345","g9_p","'right'",2060.50682067871,"1"
"346","g9_p","'right'",625.024139881134,"1"
"347","g9_p","'right'",619.488000869751,"1"
"348","g9_p","'right'",564.885973930359,"1"
"349","g9_p","'right'",350.348681211472,"1"
"350","g9_p","'right'",1015.38801193237,"1"
"351","g9_a","'left'",1638.4973526001,"1"
"352","g9_a","'right'",552.438139915466,"1"
"353","g9_a","'left'",1875.2646446228,"1"
"354","g9_a","'left'",2305.46307563782,"1"
"355","g9_a","'right'",928.642511367798,"1"
"356","g9_a","'left'",1782.69290924072,"1"
"357","g9_a","'right'",859.969317913055,"1"
"358","g9_a","'left'",2010.76292991638,"1"
"359","g9_a","'left'",1636.63899898529,"1"
"360","g9_a","'right'",546.048402786255,"1"
"361","gs3_p","'right'",744.661629199982,"1"
"362","gs3_p","'right'",763.244688510895,"1"
"363","gs3_p","'right'",825.539469718933,"1"
"364","gs3_p","'right'",555.241763591766,"1"
"365","gs3_p","'right'",781.086325645447,"1"
"366","gs3_p","'right'",574.072480201721,"1"
"367","gs3_p","'right'",460.659772157669,"1"
"368","gs3_p","'right'",451.184213161469,"1"
"369","gs3_p","'right'",622.823297977448,"1"
"370","gs3_p","'right'",452.326864004135,"1"
"371","gs3_p","'right'",782.717227935791,"1"
"372","gs3_p","'right'",418.133080005646,"1"
"373","gs3_p","'right'",955.832839012146,"1"
"374","gs3_p","'left'",554.022431373596,"1"
"375","gs3_p","'right'",538.302958011627,"1"
"376","gs3_p","'right'",558.364927768707,"1"
"377","gs3_p","'right'",547.037482261658,"1"
"378","gs3_p","'right'",823.617815971375,"1"
"379","gs3_p","'right'",559.423089027405,"1"
"380","gs3_p","'right'",703.122973442078,"1"
"381","gs3_p","'right'",596.394181251526,"1"
"382","gs3_p","'right'",606.520473957062,"1"
"383","gs3_p","'left'",790.225267410278,"1"
"384","gs3_p","'right'",624.513328075409,"1"
"385","gs3_p","'right'",1155.56311607361,"1"
"386","gs3_p","'right'",748.826861381531,"1"
"387","gs3_p","'right'",899.522006511688,"1"
"388","gs3_p","'right'",1132.56061077118,"1"
"389","gs3_p","'right'",766.534447669983,"1"
"390","gs3_p","'right'",593.961358070374,"1"
"391","gs3_a","'left'",685.226917266846,"1"
"392","gs3_a","'left'",843.400001525879,"1"
"393","gs3_a","'right'",688.602924346924,"1"
"394","gs3_a","'left'",969.347476959229,"1"
"395","gs3_a","'left'",1053.8045167923,"1"
"396","gs3_a","'right'",840.270280838013,"1"
"397","gs3_a","'left'",936.280250549316,"1"
"398","gs3_a","'left'",731.234610080719,"1"
"399","gs3_a","'left'",609.379827976227,"1"
"400","gs3_a","'right'",766.77531003952,"1"
"401","gs6_p","'right'",1063.01021575928,"1"
"402","gs6_p","'right'",578.229904174805,"1"
"403","gs6_p","'right'",498.492628335953,"1"
"404","gs6_p","'right'",1059.39602851868,"1"
"405","gs6_p","'right'",527.369618415833,"1"
"406","gs6_p","'right'",528.245747089386,"1"
"407","gs6_p","'right'",531.511247158051,"1"
"408","gs6_p","'right'",1594.67196464539,"1"
"409","gs6_p","'right'",858.9768409729,"1"
"410","gs6_p","'right'",824.228167533875,"1"
"411","gs6_p","'right'",870.685040950775,"1"
"412","gs6_p","'right'",810.116589069366,"1"
"413","gs6_p","'right'",640.917778015137,"1"
"414","gs6_p","'right'",563.696146011353,"1"
"415","gs6_p","'right'",952.696025371552,"1"
"416","gs6_p","'right'",1339.42902088165,"1"
"417","gs6_p","'right'",1295.8151102066,"1"
"418","gs6_p","'right'",527.974784374237,"1"
"419","gs6_p","'right'",511.645972728729,"1"
"420","gs6_p","'right'",1403.81824970245,"1"
"421","gs6_p","'right'",512.488961219788,"1"
"422","gs6_p","'right'",486.666053533554,"1"
"423","gs6_p","'right'",547.215402126312,"1"
"424","gs6_p","'right'",590.118408203125,"1"
"425","gs6_p","'right'",796.889364719391,"1"
"426","gs6_p","'right'",719.660520553589,"1"
"427","gs6_p","'right'",646.536350250244,"1"
"428","gs6_p","'right'",505.18786907196,"1"
"429","gs6_p","'right'",884.949207305908,"1"
"430","gs6_p","'right'",865.691900253296,"1"
"431","gs6_a","'left'",1049.41618442535,"1"
"432","gs6_a","'left'",1433.09688568115,"1"
"433","gs6_a","'left'",1371.66142463684,"1"
"434","gs6_a","'left'",1579.72526550293,"1"
"435","gs6_a","'left'",1647.01902866364,"1"
"436","gs6_a","'left'",1560.88185310364,"1"
"437","gs6_a","'right'",484.634906053543,"1"
"438","gs6_a","'left'",1608.04486274719,"1"
"439","gs6_a","'left'",1371.44422531128,"1"
"440","gs6_a","'left'",1527.26113796234,"1"
"441","gs9_p","'right'",593.392133712769,"1"
"442","gs9_p","'right'",764.493703842163,"1"
"443","gs9_p","'right'",999.163508415222,"1"
"444","gs9_p","'right'",505.238831043243,"1"
"445","gs9_p","'right'",547.074437141418,"1"
"446","gs9_p","'right'",1035.63857078552,"1"
"447","gs9_p","'right'",1376.11997127533,"1"
"448","gs9_p","'right'",874.717593193054,"1"
"449","gs9_p","'right'",386.813074350357,"1"
"450","gs9_p","'right'",1746.20389938354,"1"
"451","gs9_p","'right'",1814.32116031647,"1"
"452","gs9_p","'right'",548.590660095215,"1"
"453","gs9_p","'right'",964.053928852081,"1"
"454","gs9_p","'right'",435.752391815185,"1"
"455","gs9_p","'right'",516.026079654694,"1"
"456","gs9_p","'right'",975.25954246521,"1"
"457","gs9_p","'right'",1772.77731895447,"1"
"458","gs9_p","'right'",640.644073486328,"1"
"459","gs9_p","'right'",982.680022716522,"1"
"460","gs9_p","'right'",1188.74251842499,"1"
"461","gs9_p","'right'",950.378179550171,"1"
"462","gs9_p","'right'",886.52503490448,"1"
"463","gs9_p","'right'",1450.46067237854,"1"
"464","gs9_p","'right'",496.941834688187,"1"
"465","gs9_p","'right'",531.368613243103,"1"
"466","gs9_p","'right'",676.047563552856,"1"
"467","gs9_p","'right'",1047.39606380463,"1"
"468","gs9_p","'right'",574.535369873047,"1"
"469","gs9_p","'right'",720.674514770508,"1"
"470","gs9_p","'right'",1808.49385261536,"1"
"471","gs9_a","'right'",1474.45392608643,"1"
"472","gs9_a","'left'",2109.22050476074,"1"
"473","gs9_a","'left'",2240.86833000183,"1"
"474","gs9_a","'left'",1440.44244289398,"1"
"475","gs9_a","'right'",640.607833862305,"1"
"476","gs9_a","'right'",573.723196983337,"1"
"477","gs9_a","'right'",745.924055576324,"1"
"478","gs9_a","'left'",1354.74622249603,"1"
"479","gs9_a","'left'",2490.45372009277,"1"
"480","gs9_a","'left'",2771.87991142273,"1"
"481","f3_p","'right'",633.62717628479,"2"
"482","f3_p","'right'",865.096926689148,"2"
"483","f3_p","'right'",866.861939430237,"2"
"484","f3_p","'right'",915.283799171448,"2"
"485","f3_p","'right'",564.761400222778,"2"
"486","f3_p","'right'",515.96599817276,"2"
"487","f3_p","'right'",1131.85918331146,"2"
"488","f3_p","'right'",1016.92759990692,"2"
"489","f3_p","'right'",1164.86358642578,"2"
"490","f3_p","'right'",597.906887531281,"2"
"491","f3_p","'right'",1231.98461532593,"2"
"492","f3_p","'right'",514.74404335022,"2"
"493","f3_p","'right'",583.821177482605,"2"
"494","f3_p","'right'",670.237481594086,"2"
"495","f3_p","'right'",533.570051193237,"2"
"496","f3_p","'right'",631.962060928345,"2"
"497","f3_p","'right'",750.197768211365,"2"
"498","f3_p","'right'",682.38240480423,"2"
"499","f3_p","'right'",633.561491966248,"2"
"500","f3_p","'right'",598.7349152565,"2"
"501","f3_p","'right'",931.042313575745,"2"
"502","f3_p","'right'",583.742678165436,"2"
"503","f3_p","'right'",798.696160316467,"2"
"504","f3_p","'right'",665.881216526031,"2"
"505","f3_p","'right'",950.064301490784,"2"
"506","f3_p","'right'",731.170952320099,"2"
"507","f3_p","'right'",831.821203231812,"2"
"508","f3_p","'right'",965.557456016541,"2"
"509","f3_p","'right'",998.768329620361,"2"
"510","f3_p","'right'",1131.92522525787,"2"
"511","f3_a","'left'",897.644281387329,"2"
"512","f3_a","'left'",1183.43222141266,"2"
"513","f3_a","'left'",1065.17279148102,"2"
"514","f3_a","'left'",1064.5604133606,"2"
"515","f3_a","'left'",982.466816902161,"2"
"516","f3_a","'left'",998.441815376282,"2"
"517","f3_a","'left'",899.626553058624,"2"
"518","f3_a","'left'",1133.84008407593,"2"
"519","f3_a","'left'",933.652400970459,"2"
"520","f3_a","'right'",831.777930259705,"2"
"521","f6_p","'right'",1066.45596027374,"2"
"522","f6_p","'right'",732.272922992706,"2"
"523","f6_p","'right'",665.407061576843,"2"
"524","f6_p","'right'",749.431192874908,"2"
"525","f6_p","'right'",799.845039844513,"2"
"526","f6_p","'right'",865.668118000031,"2"
"527","f6_p","'right'",1150.01022815704,"2"
"528","f6_p","'right'",2232.70916938782,"2"
"529","f6_p","'right'",715.605020523071,"2"
"530","f6_p","'right'",515.728533267975,"2"
"531","f6_p","'right'",1298.95746707916,"2"
"532","f6_p","'right'",515.501499176025,"2"
"533","f6_p","'right'",1166.60499572754,"2"
"534","f6_p","'right'",749.514520168304,"2"
"535","f6_p","'right'",1415.17758369446,"2"
"536","f6_p","'right'",799.679219722748,"2"
"537","f6_p","'right'",699.076235294342,"2"
"538","f6_p","'right'",1548.2223033905,"2"
"539","f6_p","'right'",1432.98041820526,"2"
"540","f6_p","'right'",1216.98272228241,"2"
"541","f6_p","'right'",815.620362758636,"2"
"542","f6_p","'right'",1265.29049873352,"2"
"543","f6_p","'right'",865.443706512451,"2"
"544","f6_p","'right'",714.805722236633,"2"
"545","f6_p","'right'",965.424299240112,"2"
"546","f6_p","'right'",698.639035224915,"2"
"547","f6_p","'right'",1116.63031578064,"2"
"548","f6_p","'right'",1133.29994678497,"2"
"549","f6_p","'right'",1132.27474689484,"2"
"550","f6_p","'right'",799.683451652527,"2"
"551","f6_a","'left'",1616.37127399445,"2"
"552","f6_a","'left'",2683.07399749756,"2"
"553","f6_a","'left'",1833.04941654205,"2"
"554","f6_a","'left'",1599.42495822906,"2"
"555","f6_a","'left'",2365.22459983826,"2"
"556","f6_a","'left'",1732.23221302032,"2"
"557","f6_a","'left'",1798.57504367828,"2"
"558","f6_a","'left'",1983.09123516083,"2"
"559","f6_a","'left'",1664.9112701416,"2"
"560","f6_a","'left'",1397.540807724,"2"
"561","f9_p","'right'",1014.4110918045,"2"
"562","f9_p","'right'",1598.94061088562,"2"
"563","f9_p","'right'",548.673748970032,"2"
"564","f9_p","'right'",914.712905883789,"2"
"565","f9_p","'right'",799.195349216461,"2"
"566","f9_p","'right'",1114.57920074463,"2"
"567","f9_p","'right'",1416.03910923004,"2"
"568","f9_p","'right'",549.033284187317,"2"
"569","f9_p","'right'",1498.2385635376,"2"
"570","f9_p","'right'",1949.26953315735,"2"
"571","f9_p","'right'",1798.93457889557,"2"
"572","f9_p","'right'",782.220840454102,"2"
"573","f9_p","'right'",1066.15924835205,"2"
"574","f9_p","'right'",748.397529125214,"2"
"575","f9_p","'right'",1064.81611728668,"2"
"576","f9_p","'right'",782.68963098526,"2"
"577","f9_p","'right'",1298.07364940643,"2"
"578","f9_p","'right'",1616.05131626129,"2"
"579","f9_p","'right'",1099.25389289856,"2"
"580","f9_p","'right'",1148.0987071991,"2"
"581","f9_p","'right'",1282.64105319977,"2"
"582","f9_p","'right'",649.091303348541,"2"
"583","f9_p","'right'",1899.40321445465,"2"
"584","f9_p","'right'",1713.91427516937,"2"
"585","f9_p","'right'",1365.84997177124,"2"
"586","f9_p","'right'",1381.93333148956,"2"
"587","f9_p","'right'",1631.51323795319,"2"
"588","f9_p","'right'",1281.00526332855,"2"
