"","cond","key","time","id"
"1","f3_p","'right'",593.919992446899,"1"
"2","f3_p","'right'",698.779463768005,"1"
"3","f3_p","'right'",578.231573104858,"1"
"4","f3_p","'right'",514.220058917999,"1"
"5","f3_p","'right'",468.055635690689,"1"
"6","f3_p","'right'",633.194208145142,"1"
"7","f3_p","'right'",2182.31344223023,"1"
"8","f3_p","'right'",699.831485748291,"1"
"9","f3_p","'right'",760.730087757111,"1"
"10","f3_p","'right'",672.385573387146,"1"
"11","f3_p","'right'",1272.3354101181,"1"
"12","f3_p","'right'",774.493098258972,"1"
"13","f3_p","'right'",842.196762561798,"1"
"14","f3_p","'left'",842.079043388367,"1"
"15","f3_p","'right'",423.51695895195,"1"
"16","f3_p","'right'",982.653737068176,"1"
"17","f3_p","'right'",673.314094543457,"1"
"18","f3_p","'right'",468.030661344528,"1"
"19","f3_p","'right'",625.343322753906,"1"
"20","f3_p","'right'",502.375662326813,"1"
"21","f3_p","'right'",690.34731388092,"1"
"22","f3_p","'right'",700.84685087204,"1"
"23","f3_p","'right'",1182.22033977508,"1"
"24","f3_p","'right'",1140.53666591644,"1"
"25","f3_p","'right'",840.481042861938,"1"
"26","f3_p","'right'",558.398127555847,"1"
"27","f3_p","'right'",550.302267074585,"1"
"28","f3_p","'right'",563.106000423431,"1"
"29","f3_p","'right'",532.401084899902,"1"
"30","f3_p","'right'",927.087962627411,"1"
"31","f3_a","'right'",691.672384738922,"1"
"32","f3_a","'left'",796.557486057281,"1"
"33","f3_a","'left'",968.56164932251,"1"
"34","f3_a","'left'",797.670722007751,"1"
"35","f3_a","'left'",1279.14929389954,"1"
"36","f3_a","'right'",857.871830463409,"1"
"37","f3_a","'left'",781.296074390411,"1"
"38","f3_a","'left'",686.913192272186,"1"
"39","f3_a","'left'",747.683882713318,"1"
"40","f3_a","'right'",810.038924217224,"1"
"41","f6_p","'right'",841.929912567139,"1"
"42","f6_p","'right'",1208.9991569519,"1"
"43","f6_p","'right'",471.175730228424,"1"
"44","f6_p","'right'",995.171010494232,"1"
"45","f6_p","'right'",1099.07639026642,"1"
"46","f6_p","'right'",939.759910106659,"1"
"47","f6_p","'left'",950.641632080078,"1"
"48","f6_p","'right'",606.551945209503,"1"
"49","f6_p","'left'",1203.13799381256,"1"
"50","f6_p","'right'",934.109568595886,"1"
"51","f6_p","'right'",496.540188789368,"1"
"52","f6_p","'right'",466.839402914047,"1"
"53","f6_p","'right'",1150.08509159088,"1"
"54","f6_p","'right'",481.343746185303,"1"
"55","f6_p","'right'",592.934012413025,"1"
"56","f6_p","'right'",767.612457275391,"1"
"57","f6_p","'right'",1419.09277439117,"1"
"58","f6_p","'right'",1467.85581111908,"1"
"59","f6_p","'right'",464.571177959442,"1"
"60","f6_p","'right'",934.205710887909,"1"
"61","f6_p","'right'",623.241722583771,"1"
"62","f6_p","'right'",424.676388502121,"1"
"63","f6_p","'right'",761.220037937164,"1"
"64","f6_p","'right'",870.944023132324,"1"
"65","f6_p","'right'",1278.44655513763,"1"
"66","f6_p","'right'",1838.94801139831,"1"
"67","f6_p","'right'",794.755578041077,"1"
"68","f6_p","'right'",1076.91991329193,"1"
"69","f6_p","'right'",1166.68832302094,"1"
"70","f6_p","'right'",1153.22947502136,"1"
"71","f6_a","'right'",1310.22095680237,"1"
"72","f6_a","'left'",1608.37948322296,"1"
"73","f6_a","'left'",1547.72341251373,"1"
"74","f6_a","'left'",1311.26403808594,"1"
"75","f6_a","'left'",2257.91478157044,"1"
"76","f6_a","'left'",1684.161901474,"1"
"77","f6_a","'left'",1279.22248840332,"1"
"78","f6_a","'left'",1202.343583107,"1"
"79","f6_a","'left'",1189.94092941284,"1"
"80","f6_a","'left'",1383.09323787689,"1"
"81","f9_p","'right'",458.281725645065,"1"
"82","f9_p","'right'",812.406659126282,"1"
"83","f9_p","'left'",574.62465763092,"1"
"84","f9_p","'right'",471.300929784775,"1"
"85","f9_p","'right'",578.177869319916,"1"
"86","f9_p","'right'",1656.9766998291,"1"
"87","f9_p","'right'",825.614035129547,"1"
"88","f9_p","'left'",1781.35597705841,"1"
"89","f9_p","'right'",561.587989330292,"1"
"90","f9_p","'right'",624.90302324295,"1"
"91","f9_p","'right'",550.470948219299,"1"
"92","f9_p","'right'",497.436195611954,"1"
"93","f9_p","'right'",1763.47768306732,"1"
"94","f9_p","'right'",949.456870555878,"1"
"95","f9_p","'right'",604.50404882431,"1"
"96","f9_p","'right'",1500.62704086304,"1"
"97","f9_p","'right'",715.508937835693,"1"
"98","f9_p","'right'",1074.07963275909,"1"
"99","f9_p","'right'",919.324338436127,"1"
"100","f9_p","'right'",894.123733043671,"1"
"101","f9_p","'left'",1570.18637657166,"1"
"102","f9_p","'right'",656.229853630066,"1"
"103","f9_p","'right'",1495.44715881348,"1"
"104","f9_p","'right'",825.994491577148,"1"
"105","f9_p","'right'",1086.60113811493,"1"
"106","f9_p","'right'",580.342769622803,"1"
"107","f9_p","'right'",2012.81523704529,"1"
"108","f9_p","'right'",565.366327762604,"1"
"109","f9_p","'right'",1474.30431842804,"1"
"110","f9_p","'right'",980.625331401825,"1"
"111","f9_a","'right'",620.122313499451,"1"
"112","f9_a","'left'",2177.47259140015,"1"
"113","f9_a","'left'",2039.86573219299,"1"
"114","f9_a","'left'",2388.20099830627,"1"
"115","f9_a","'left'",2027.21667289734,"1"
"116","f9_a","'left'",2589.47944641113,"1"
"117","f9_a","'right'",571.876466274261,"1"
"118","f9_a","'left'",2253.62467765808,"1"
"119","f9_a","'left'",1950.65557956696,"1"
"120","f9_a","'right'",901.578783988953,"1"
"121","fs3_p","'right'",781.971752643585,"1"
"122","fs3_p","'left'",1027.25052833557,"1"
"123","fs3_p","'right'",642.370760440826,"1"
"124","fs3_p","'right'",458.737075328827,"1"
"125","fs3_p","'left'",638.560593128204,"1"
"126","fs3_p","'right'",777.26423740387,"1"
"127","fs3_p","'right'",642.72141456604,"1"
"128","fs3_p","'right'",622.06894159317,"1"
"129","fs3_p","'right'",605.764389038086,"1"
"130","fs3_p","'right'",423.028081655502,"1"
"131","fs3_p","'right'",704.084634780884,"1"
"132","fs3_p","'right'",625.036776065826,"1"
"133","fs3_p","'right'",1105.18145561218,"1"
"134","fs3_p","'right'",1073.0687379837,"1"
"135","fs3_p","'right'",704.490721225739,"1"
"136","fs3_p","'right'",791.122674942017,"1"
"137","fs3_p","'right'",685.066759586334,"1"
"138","fs3_p","'right'",481.504887342453,"1"
"139","fs3_p","'right'",871.379911899567,"1"
"140","fs3_p","'right'",774.864614009857,"1"
"141","fs3_p","'right'",758.576154708862,"1"
"142","fs3_p","'right'",413.378357887268,"1"
"143","fs3_p","'right'",657.74405002594,"1"
"144","fs3_p","'left'",675.050675868988,"1"
"145","fs3_p","'right'",870.250582695007,"1"
"146","fs3_p","'right'",651.908934116364,"1"
"147","fs3_p","'right'",1116.72270298004,"1"
"148","fs3_p","'right'",783.240973949432,"1"
"149","fs3_p","'right'",571.621239185333,"1"
"150","fs3_p","'right'",512.561142444611,"1"
"151","fs3_a","'left'",1029.78563308716,"1"
"152","fs3_a","'left'",658.334910869598,"1"
"153","fs3_a","'left'",841.881990432739,"1"
"154","fs3_a","'left'",839.917600154877,"1"
"155","fs3_a","'left'",1073.36807250977,"1"
"156","fs3_a","'left'",886.325895786285,"1"
"157","fs3_a","'left'",568.558275699615,"1"
"158","fs3_a","'right'",580.343782901764,"1"
