numphoneme,phoneme,duration,timef,f0,f0max,f0min,f1,f2,f3,intensity,intensitymax,id,rec,reduction,position,manner,place,voicing,palatalization,stress
2,e,0.0487873140827103,0.268346740795545,116.267242202454,117.013972146978,110.74484679497,433.966814057526,1475.74352940909,2214.13453530564,76.6328056310418,77.2990503230968,subj1,11-1,1,S,NA,NA,NA,NA,NA
3,r,0.0653750008708318,0.325427898272316,127.052105580262,138.958730056431,109.330021664591,421.906684157161,1709.31423836229,2919.90947402081,74.6294997113769,76.0545215106729,subj1,11-1,0,C,R,A,V,-,C
4,x,0.121317787685673,0.418774292550568,462.713725220993,497.817618853887,114.095626663266,883.622602107292,975.386728194302,3000.16652808471,67.8996378005877,74.1344746876643,subj1,11-1,0,C,F,V,U,-,C
5,ə,0.0709042298002056,0.514885301293507,109.314752581404,110.862873070701,106.737014989403,476.477455845858,770.757496202336,2339.08642407849,76.6959396697613,77.45715751929,subj1,11-1,3,T,NA,NA,NA,NA,NA
6,m,0.122589459192482,0.611632145789851,102.975810468976,108.048322586423,94.8528328940297,261.681271772709,1700.21413196969,2798.80730460948,72.6169751978935,75.6585390790562,subj1,11-1,0,C,N,B,V,-,C
1,vʲ,0.031549129773486,0.228178518867447,120.567427910136,128.585580753525,112.123720029748,368.371424355914,1240.03144421774,2159.33912498476,70.5279642469742,72.9852847574996,subj1,11-2,0,C,F,L,V,J,F
2,ɪ,0.0487873140827103,0.268346740795545,116.267242202106,117.013972146547,110.744846794547,433.966814057526,1475.74352940909,2214.13453530564,76.6328056310418,77.2990503230968,subj1,11-2,2,R,NA,NA,NA,NA,2
3,r,0.0653750008708318,0.325427898272316,127.052105580571,138.958730056393,109.330021664916,421.906684157161,1709.31423836229,2919.90947402081,74.6294997113769,76.0545215106729,subj1,11-2,0,C,R,A,V,-,L
4,x,0.121317787685673,0.418774292550568,462.713725220952,497.817618853777,114.095626663199,883.622602107293,975.386728194301,3000.1665280847,67.8996378005877,74.1344746876643,subj1,11-2,0,C,F,V,U,-,F
5,o,0.0709042298002056,0.514885301293507,109.314752581643,110.862873070346,106.737014989487,476.477455845858,770.757496202336,2339.08642407849,76.6959396697613,77.45715751929,subj1,11-2,1,S,NA,NA,NA,NA,1
6,m,0.122589459192482,0.611632145789851,102.975810468457,108.048322586309,94.8528328943703,261.681271772709,1700.21413196969,2798.80730460948,72.6169751978935,75.6585390790562,subj1,11-2,0,C,N,B,V,-,N
1,m,0.0704700125905431,0.391297664535547,121.363740641284,143.040425946376,118.842031206716,242.149086937806,1621.57214287886,2726.77099988487,80.0909560596579,82.408290695932,subj1,12-1,0,C,N,B,V,-,C
2,u,0.110531732076948,0.481798536869293,115.560671484391,121.466720728337,107.791028708906,508.465787242475,2578.72945381776,3756.39903611932,79.7343746510365,82.4350614202166,subj1,12-1,1,S,NA,NA,NA,NA,1
3,k,0.114875773948968,0.59450228988225,111.55662286279,118.56005082509,109.337386353435,905.571883690664,1130.72278391883,2537.06863352669,65.5720096550257,70.345056954496,subj1,12-1,0,C,P,V,U,-,C
4,ə,0.0989476204182284,0.701413987065848,101.519415670304,125.415068216158,97.2930172191515,490.219367317098,1029.07905965153,2404.97582200269,71.021316486129,73.8368126687848,subj1,12-1,3,F,NA,NA,NA,NA,3
1,m,0.0434990427670537,0.299624259919563,115.227419531981,121.322728673963,112.580836462574,264.067869526133,1557.18703773119,2732.19193143243,76.5158451653563,77.9688695499874,subj1,12-2,0,C,N,B,V,-,C
2,ʊ,0.0544183334210028,0.348582948013592,120.279856881467,120.858527330807,114.875204589044,593.578525083642,2051.44002032704,2696.93778254262,77.2541405367252,78.3414257779122,subj1,12-2,2,R,NA,NA,NA,NA,2
3,k,0.112949412082709,0.432266820765447,117.707593133393,128.436554060756,106.284781867071,445.635414782941,1950.4669502316,3071.83672848771,66.9348078265893,74.3519639068586,subj1,12-2,0,C,P,V,U,-,C
4,a,0.163198650049933,0.570340851831768,103.142993927053,118.834710281446,95.2833949797749,345.782383610611,1168.61457738185,2262.97379150522,73.0777770062021,77.5322808356054,subj1,12-2,1,S,NA,NA,NA,NA,1
1,s,0.0909358123473822,0.31390801115115,-1,-1,-1,525.798955755022,1952.27259866513,3143.50288487179,56.4394855147639,57.679318507088,subj1,13-1,0,C,F,D,U,-,C
2,t,0.0786666948084497,0.398709264729066,-1,-1,-1,459.388056503526,2460.25358739754,3561.0101024959,58.5584220050161,74.0238870674273,subj1,13-1,0,C,P,D,U,-,C
3,rʲ,0.0469113317665067,0.461498278016544,112.407065339628,124.959724185528,107.596129344824,313.997025105351,2003.94833802298,3429.78547787468,75.2753062189975,77.7804032909645,subj1,13-1,0,C,R,A,V,J,C
4,e,0.103204929886315,0.536556408842955,122.495928599271,125.678797993703,116.319635970381,360.903257859794,2029.69504475074,2231.95075961207,82.3759312492033,83.0067764584739,subj1,13-1,1,S,NA,NA,NA,NA,1
5,ɫ,0.0714495668443718,0.623883657208298,109.460824653052,116.17555110259,105.163521316607,413.37979123075,1087.6083617491,2578.71658527597,78.396364243515,81.3260130137527,subj1,13-1,0,C,L,A,V,-,C
6,c,0.169602507155832,0.7444096942084,111.955548036665,113.293613855427,104.489326438974,764.450892808091,2071.58381346932,2924.8044841786,59.3146292227015,72.681930390302,subj1,13-1,0,C,P,V,U,J,C
7,ə̝,0.088048961161751,0.873235428367191,100.449553066801,102.481664534305,91.192616261542,334.83611381494,1530.87219636898,2472.15156339159,67.6652505349221,70.0606637364201,subj1,13-1,3,F,NA,NA,NA,NA,3
1,s,0.0705920086713644,0.294236376508456,-1,-1,-1,731.99138301464,2344.54955844841,3887.81053347903,59.6386533361191,60.9522152438254,subj1,13-2,0,C,F,D,U,-,C
2,t,0.0819371529221194,0.370500957305198,-1,-1,-1,586.319147082651,2167.48888336197,3324.72877891035,62.9208946414421,65.9237739589989,subj1,13-2,0,C,P,D,U,-,C
3,rʲ,0.0623982933791525,0.442668680455834,115.875999888657,116.869931851918,114.975875570693,363.502275494987,1942.84498370745,2646.28725398807,74.0951487905433,77.1906136761937,subj1,13-2,0,C,R,A,V,J,C
4,ɪ,0.0327748611688478,0.490255257729834,118.719772471895,119.735452621578,116.362608489835,364.95899194224,1581.36407309014,2518.55064905799,78.0567675568703,78.1558579239861,subj1,13-2,2,R,NA,NA,NA,NA,2
5,ɫ,0.0806765813387023,0.546980978983609,123.254212424192,124.160106213475,119.834765841016,323.783684195347,1080.04969271362,2311.81697047523,76.5990682049037,77.8462194285102,subj1,13-2,0,C,L,A,V,-,C
6,c,0.139293159967603,0.656965849636761,-1,119.661851109919,117.603085647066,690.320873176022,2597.35124050772,3048.56550994223,63.1262265264166,68.8965960859692,subj1,13-2,0,C,P,V,U,J,C
7,i,0.116602871466093,0.784913865353609,104.754276883028,116.165223381737,98.3329519200436,284.783645675532,1966.51186839172,2528.9099788247,72.9887556949171,74.2747996784642,subj1,13-2,1,S,NA,NA,NA,NA,1
1,k,0.0275118230068736,0.309700619216178,-1,-1,-1,540.045944624179,1950.57350345233,3114.78301900114,66.3997809462392,69.3859479325627,subj1,14-1,0,C,P,V,U,-,C
2,r,0.0565957501855686,0.351754405812399,122.583535604021,131.594637842677,119.244894653279,344.893865662566,1946.34855455746,2521.93522409377,75.0915038726723,78.7229732827405,subj1,14-1,0,C,R,A,V,-,C
3,u,0.117907812886601,0.439006187348484,118.907065650184,123.609745607552,111.380668523051,311.692490636015,890.675309894574,2177.95340737456,77.5528976383257,79.270240359748,subj1,14-1,1,S,NA,NA,NA,NA,1
4,ʂ,0.06995863564605,0.53293941161481,107.973284822442,111.256351156557,107.969244924667,1555.04655660898,2439.4906381198,3787.70479781401,66.2758981383886,73.2536782375876,subj1,14-1,0,C,F,R,U,-,C
5,c,0.139524245249145,0.637680852062407,-1,135.425932644752,134.917758708423,530.272814937783,1982.10789516424,2680.35200828986,60.5089427087028,65.3964715600781,subj1,14-1,0,C,P,V,U,J,C
6,ə̝,0.0817494169347102,0.748317683154335,100.891821926584,139.270234554881,96.9608628490668,284.646175383981,2127.7757645748,2296.73018883689,67.6861036292478,69.3869246836151,subj1,14-1,3,F,NA,NA,NA,NA,3
1,k,0.0438649342642617,0.302475339932496,-1,134.304665847595,134.304665847595,606.561062946871,1217.8175479442,2961.06573371689,65.6905286851098,71.4706151256868,subj1,14-2,0,C,P,V,U,-,C
2,r,0.0407943888657634,0.344805001497508,118.293827998016,134.172961515147,109.882555734962,392.735070147005,1257.06238635761,2684.23377486165,74.7787696059352,77.5392965476695,subj1,14-2,0,C,R,A,V,-,C
3,ʊ,0.0671133494243204,0.39875887064255,129.989086513985,130.831281079471,125.512635740068,489.375135494744,1467.7022271469,2593.40218794342,80.7102496535525,81.1082004921276,subj1,14-2,2,R,NA,NA,NA,NA,2
4,ʂ,0.0657974013963926,0.465214246052907,123.020437027534,129.289308918613,122.947648185644,1399.49631319361,2634.03230661253,3701.94975100307,68.1595406381673,76.5224563434006,subj1,14-2,0,C,F,R,U,-,C
5,c,0.127208309366359,0.561717101434283,125.697883414535,129.225145340199,125.697883414535,394.752333101533,1562.88380992224,2900.0786480679,62.3031846040365,74.7788988694792,subj1,14-2,0,C,P,V,U,J,C
6,i,0.132033452135428,0.691337982185176,106.222715158435,113.517822864793,100.088628523922,275.997143100955,2074.58616019359,2580.40308608809,75.7263423439819,77.9432473838215,subj1,14-2,1,S,NA,NA,NA,NA,1
1,vʲ,0.0656113247014208,0.282044554536493,112.072316794235,119.554356877469,101.717609859129,287.268777844881,1886.10545088662,2597.13472779757,69.8249873847078,76.7308185195121,subj1,15-1,0,C,F,L,V,J,C
2,e,0.144817788755388,0.387259111264898,119.301161424349,121.508606133872,96.6061921790181,469.003612054184,1849.60947135767,2565.60008372256,82.1635257527664,82.9834791546308,subj1,15-1,1,S,NA,NA,NA,NA,1
3,r,0.030736836797062,0.475036424041123,94.0704502816425,96.4006839360591,93.9851782494092,464.147453682928,1982.0367838882,3597.81818451599,67.8371618676206,73.2213867502582,subj1,15-1,0,C,R,A,V,-,C
4,tʲ,0.139497951617435,0.560153818248372,113.092739668657,115.059480491478,110.767283050679,454.719899703106,1927.95269764814,3532.80779404002,62.5669652404686,69.3746333087513,subj1,15-1,0,C,P,D,U,J,C
5,ə̝,0.0567449294714991,0.658275258792839,114.80586368271,115.314550766765,114.413445961855,490.651311306497,1576.18920989136,2414.59691211997,72.39589885935,72.6851140627629,subj1,15-1,3,T,NA,NA,NA,NA,3
6,ɫ,0.0916194173758579,0.732457432216517,99.404744917848,114.361105335088,89.1770484090285,622.812612608346,2290.40662025481,3205.71703416819,66.8954793102363,72.1161326147068,subj1,15-1,0,C,L,A,V,-,C
1,vʲ,0.0308517688788118,0.383835379756545,118.971806311114,119.903222034752,118.369862849117,404.244799035943,1987.53035306603,2687.63915498974,74.9011035253903,78.351064280378,subj1,15-2,0,C,F,L,V,J,C
2,ɪ,0.0617250135380994,0.430123770965,120.969467624358,124.454213556223,118.512746220352,473.106959129822,1846.65568135508,2321.70244743389,79.8219853762396,80.8201454265105,subj1,15-2,2,R,NA,NA,NA,NA,2
3,r,0.0330989203030388,0.477535737885569,124.641504078613,125.097031553807,122.455128200007,333.415714231859,1837.08971064046,2864.34353537485,75.2257140661441,75.8522935615097,subj1,15-2,0,C,R,A,V,-,C
4,tʲ,0.129115608028971,0.558643002051574,-1,122.540883281237,122.281330817588,645.640534809723,2020.29362268888,2978.05378301727,65.7369337562718,74.4477144809226,subj1,15-2,0,C,P,D,U,J,C
5,e,0.0405536320830026,0.643477622107561,111.636529742568,117.002591039218,106.879378640055,456.956988946763,2113.76405452564,2502.04412766009,78.4075971653263,78.7322464883665,subj1,15-2,1,S,NA,NA,NA,NA,1
6,ɫ,0.104365964919492,0.715937420608808,103.387521834577,107.228672277275,96.4300911110768,518.185048249322,970.494621172816,2632.9513750611,76.0099046874683,77.7308761984037,subj1,15-2,0,C,L,A,V,-,C
1,a,0.136481833343099,0.471871577511476,118.598301441335,128.852036001219,110.159745944025,674.407227701734,1149.10277049459,2655.9557022467,80.1492030237073,80.6375953374068,subj1,16-1,1,S,NA,NA,NA,NA,1
2,t,0.0794394260740603,0.579832207220056,112.650620536849,113.198547769973,109.576831842026,602.206752256537,1780.89708067104,3172.08238532242,62.5362310511518,75.4842938986027,subj1,16-1,0,C,P,D,U,-,C
3,ɫ,0.0409445500029297,0.640024195258551,115.912002668831,116.151684722648,104.883569796179,735.656232471661,993.470878486183,2728.34294601873,70.1504365141772,74.3376149344381,subj1,16-1,0,C,L,A,V,-,C
4,ə,0.0804892863305456,0.700741113425289,105.465177229627,106.718042771195,103.289044106357,581.392884479972,1147.63016703322,2671.41764216635,72.6858851598945,74.4016597190767,subj1,16-1,3,T,NA,NA,NA,NA,3
5,s,0.174276802576573,0.828124157878848,-1,-1,-1,457.655171092079,1939.68623799908,3833.83149977713,67.7926478624346,69.4238913408165,subj1,16-1,0,C,F,D,U,-,C
1,ɐ,0.057905565981957,0.241603263067563,129.381700550317,131.531523374853,124.987070556037,680.461648880931,1157.36422913958,2495.37310975727,80.7215528443901,81.3715682446899,subj1,16-2,2,I,NA,NA,NA,NA,2
2,t,0.114712168790201,0.327912130453642,131.19743630609,131.438752869365,122.641382207823,645.401156603938,1576.78946413447,2783.6296779988,60.3505087591621,77.7706224205517,subj1,16-2,0,C,P,D,U,-,C
3,ɫ,0.0439847272968561,0.40726057849717,113.891129748218,116.709021060241,111.20244749832,467.063066910649,974.853401211133,2667.68603709823,82.18758922858,82.5346128965266,subj1,16-2,0,C,L,A,V,-,C
4,a,0.114360290971826,0.486433087631511,107.222687597278,111.039733388545,103.393228150631,530.545375352646,1260.57706085374,2585.45431521106,76.1438335097243,81.0597568859366,subj1,16-2,1,S,NA,NA,NA,NA,1
5,s,0.183260096329801,0.635243281282325,-1,103.306929433346,103.068814618167,562.413237864547,2234.58039815743,3548.44951298884,63.2051383091897,69.1036583224692,subj1,16-2,0,C,F,D,U,-,C
1,pʲ,0.0262400026475015,0.279647172235785,-1,-1,-1,2051.17001902717,2612.06314583961,3820.83133995884,71.8428119718454,79.5366009647576,subj1,17-1,0,C,P,B,U,J,C
2,i,0.118080011913757,0.351807179516414,127.320533362697,135.525223652457,120.15944888403,272.951742675679,2401.05788018499,3273.1309830667,85.564343607219,85.9239125056587,subj1,17-1,1,S,NA,NA,NA,NA,1
3,lʲ,0.101072602790376,0.46138348686848,110.822502619207,119.71807180521,107.631370224209,263.462159565237,2483.09070074092,3233.26680250166,77.1469436987799,83.2813386626814,subj1,17-1,0,C,L,A,V,J,C
1,pʲ,0.0356661325152724,0.252245767682853,-1,144.809265825108,144.391849852721,401.904737800257,1869.11624162637,2753.97368991878,65.9897994974938,76.7616298836332,subj1,17-2,0,C,P,B,U,J,C
2,ɪ,0.0741346040138877,0.307146135947433,128.785790527761,144.101360974135,127.91656578002,285.42714648371,2390.08287896362,3890.2569047049,83.6593753976692,84.4467019237062,subj1,17-2,2,R,NA,NA,NA,NA,2
3,lʲ,0.0848344437684693,0.386630659838612,118.748590239141,127.845010383996,114.265026539072,244.881370591938,2373.85540562298,2763.68133762439,76.7516026454654,83.3705045643659,subj1,17-2,0,C,L,A,V,J,C
4,i,0.10929122035037,0.483693491898032,111.973700892662,120.197580875731,106.774782305534,299.558999888588,2311.57611772992,2597.34653463451,78.1845407429789,79.0193367248743,subj1,17-2,1,S,NA,NA,NA,NA,1
1,ɡ,0.0552333538777483,0.287329364973848,121.138698632335,133.707033275338,116.399527316361,292.761430919969,1803.92274951264,3233.85981382224,75.0069388978926,75.8422322729877,subj1,18-1,0,C,P,V,V,-,C
2,v,0.078182423446672,0.354037253636059,119.125875503733,121.183349836614,118.543782129648,403.148026024292,2219.41139748503,3378.95872443072,77.0673511885288,81.1780646132941,subj1,18-1,0,C,F,L,V,-,C
3,o,0.112022576878814,0.449139753798801,118.848474760551,123.547318950392,111.518196976852,443.705026980075,894.693555872336,2319.97396617556,83.0240314464704,83.9884507653682,subj1,18-1,1,S,NA,NA,NA,NA,1
4,zʲ,0.0984087220497911,0.554355403263104,107.801206847165,113.095034761044,106.651009343661,265.933520962387,2625.51363640826,3669.16430498352,72.8176204409842,79.3819957600589,subj1,18-1,0,C,F,D,V,J,C
5,dʲ,0.0680692741451123,0.637594401360555,109.427799989296,121.520787693602,108.19463325284,251.805989487658,2225.25887697871,3847.45335524966,65.358054418386,70.5963045172147,subj1,18-1,0,C,P,D,V,J,C
6,ə̝,0.0501767792269686,0.696717428046596,114.7228236296,121.743203599134,105.032798282848,342.783895220882,2035.44333335063,2620.42996016334,74.3589754763981,74.8712700877194,subj1,18-1,3,T,NA,NA,NA,NA,3
7,k,0.119412955214569,0.781512295267364,110.198097380099,117.590128552891,108.052258380606,435.96902501342,1831.91618808112,3382.18074888927,63.6719972475654,69.6966437421043,subj1,18-1,0,C,P,V,U,-,C
1,ɡ,0.0137517387387341,0.306715663262013,121.105118821101,122.261366831836,120.708448592481,938.070115985524,2072.24020123963,4178.06869220392,70.2508782418418,71.6412777993427,subj1,18-2,0,C,P,V,V,-,C
2,v,0.0484929734471148,0.337838019354937,120.118505530467,122.85939520532,119.396978016109,417.066952475007,1119.08052335171,2643.42721830948,75.0976560371188,77.710206615008,subj1,18-2,0,C,F,L,V,-,C
3,ɐ,0.073101348032218,0.398635180094604,127.164747669093,128.773989183059,121.695831874912,379.310158587923,1437.74835673794,2581.42872551106,81.3269233521446,82.0679384457429,subj1,18-2,2,R,NA,NA,NA,NA,2
4,zʲ,0.0807009931246763,0.475536350673051,124.310866636275,127.421512342626,116.622933585673,316.345357579797,2701.49362590642,4106.67821025334,75.6634177994947,80.474213194307,subj1,18-2,0,C,F,D,V,J,C
5,dʲ,0.0828723202939501,0.557323007382364,112.204485916332,116.952922263035,110.522011188495,333.085511675701,2074.45284077204,3793.60528344223,71.3511287671051,76.7711822776365,subj1,18-2,0,C,P,D,V,J,C
6,i,0.0546450670933906,0.626081701076034,111.645875325346,116.809372490242,106.450436516416,326.418170805828,2503.56572447376,3067.74671166917,78.1094194122255,78.5395084661306,subj1,18-2,1,S,NA,NA,NA,NA,1
7,k,0.163935201280172,0.735371835262816,110.618444812157,116.854745307893,106.47867698477,968.713380565139,2253.36614389559,3639.47517512359,61.061828813624,73.272944414838,subj1,18-2,0,C,P,V,U,-,C
1,bʲ,0.0815508945945095,0.299450250891647,116.89549936927,127.764084599132,112.849790393671,346.399034716815,1994.67313952085,3497.12799769691,72.7513814152634,78.511966541659,subj1,19-1,0,C,P,B,V,J,C
2,e,0.121958995519717,0.40120519594876,121.203560882581,127.672790930117,117.63074410771,347.516076987969,2040.72780942363,2379.05454890935,82.7210950437714,82.905353430581,subj1,19-1,1,S,NA,NA,NA,NA,1
3,rʲ,0.0506937993425329,0.487531593379885,110.004352778071,117.545285994249,107.94054765808,333.685951642602,2307.63202397365,2759.3744169506,77.9183261686697,81.0356366517215,subj1,19-1,0,C,R,A,V,J,C
4,ə̝,0.0646529614803318,0.545204973791317,111.388629111487,113.640537483387,108.307033351837,425.01367334157,1596.96623204583,2376.1947181158,78.4080124539752,78.8818925444942,subj1,19-1,3,T,NA,NA,NA,NA,3
5,ɡ,0.0819182409665568,0.618490575014762,106.931903398095,115.129529532194,105.941076186573,301.932052640321,1140.55838023255,2439.19829093193,71.9660715529449,75.9512645297365,subj1,19-1,0,C,P,V,V,-,C
6,əᶷ,0.0925712857559297,0.705735338376005,109.856376627602,115.90835026724,104.166361380346,314.741375003552,733.163408456442,2520.7876142389,73.1187790848575,73.7938880803715,subj1,19-1,3,F,NA,NA,NA,NA,3
1,bʲ,0.0496089374900293,0.264143599794268,118.85828012746,128.367771255597,115.360757982353,325.168162678287,1695.00674675134,2484.41332784361,72.6117077445246,78.2630396360865,subj1,19-2,0,C,P,B,V,J,C
2,ə̝,0.0517008806371992,0.314798508857882,114.474883937356,118.083192007765,111.249242191959,344.304051945481,2187.34394563364,2652.63954823652,80.0118998789041,80.1881149469354,subj1,19-2,3,O,NA,NA,NA,NA,3
3,rʲ,0.0442296551115924,0.362763776732278,119.10829725243,126.087212928153,110.593481121314,339.730386425765,2103.62889259612,2783.31029722606,79.5103937919162,83.4646927283196,subj1,19-2,0,C,R,A,V,J,C
4,ɪ,0.0525974277002721,0.41117731813821,129.448304599842,130.080550495345,126.286026109833,357.99090568656,1988.50606981147,2367.99331478336,85.356748832883,85.5682284422824,subj1,19-2,2,R,NA,NA,NA,NA,2
5,ɡ,0.0932408945595731,0.484096479268133,123.757346696184,128.834315058663,120.800569874004,350.872018174216,1873.36192829344,3160.20689662494,75.6761615503817,83.7578846119716,subj1,19-2,0,C,P,V,V,-,C
6,u,0.107585647568738,0.584509750332289,114.49806909065,120.848500875362,109.385151811209,345.911853115075,753.403582456996,2508.25579857772,78.2307251907554,78.9263191478236,subj1,19-2,1,S,NA,NA,NA,NA,1
1,bʲ,0.0616550361843527,0.329833940065285,118.803329285161,130.802476376391,110.999497346054,267.521566942737,2109.46347092107,2917.58551288175,69.7009483143691,74.6349047021289,subj1,2-1,0,C,P,B,V,J,C
2,e,0.101893821952556,0.411608369133739,115.898155586753,123.977156727011,113.717782101677,404.606749853996,2167.38246686584,2625.75023186551,81.1850695383427,82.9945054745783,subj1,2-1,1,S,NA,NA,NA,NA,1
3,ɫ,0.0834518732436152,0.504281216731825,109.567273205746,113.561699824201,107.484502829666,417.283167533981,870.146026179351,2575.98637249709,78.6062838582667,82.829338486767,subj1,2-1,0,C,L,A,V,-,C
4,c,0.154898763747108,0.623456535227187,110.048255096026,110.368448493656,107.426165812815,772.065537926023,2413.69244659715,2821.39309154367,63.5467217440902,72.3572831286727,subj1,2-1,0,C,P,V,U,J,C
5,ə̝,0.089818447774736,0.745815140988109,105.784790382433,111.327415647942,102.772193786665,302.781215045413,2096.97180478068,2499.63546930512,71.1705051073542,73.1499496452718,subj1,2-1,3,F,NA,NA,NA,NA,3
1,bʲ,0.0507445005813526,0.285549387061792,117.927617531309,136.167834298784,111.665093034153,316.1049187435,1960.06888671175,3185.9779517372,70.8644882327171,75.4548665728804,subj1,2-2,0,C,P,B,V,J,C
